captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,403,rika,rika,PRE 25,25,805414,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,120,21418,https://images.tcggo.com/tcggo/storage/21440/glaceon-pre-25-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21418,https://www.tcggo.com/external/tcgplayer/21418,Glaceon,Glaceon 25,0.17,0.17,5777,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,rare,glaceon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/glaceon-25,sv8pt5-25,610380,singles
2026-08-23T17:19:56+02:00,371,aky CG Works,aky-cg-works,PRE 26,26,805415,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,270,21419,https://images.tcggo.com/tcggo/storage/21441/glaceon-ex-pre-26-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21419,https://www.tcggo.com/external/tcgplayer/21419,Glaceon ex,Glaceon ex 26,2.42,2.42,908,EUR,,,,79,25,60,,29,1.5,1.94,1.94,2,2,1.5,1.6,1.5,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.21,Double Rare,glaceon-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/glaceon-ex-26,sv8pt5-26,610381,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,PRE 27,27,805416,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,210,21420,https://images.tcggo.com/tcggo/storage/21442/wellspring-mask-ogerpon-ex-pre-27-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21420,https://www.tcggo.com/external/tcgplayer/21420,Wellspring Mask Ogerpon ex,Wellspring Mask Ogerpon ex 27,1.07,0.96,972,EUR,[],,,,,,,,0.68,0.52,0.52,0.35,0.35,0.68,0.95,0.95,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.79,Double Rare,wellspring-mask-ogerpon-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/wellspring-mask-ogerpon-ex-27,sv8pt5-27,610382,singles
2026-08-23T17:19:56+02:00,489,N-DESIGN Inc.,n-design-inc,PRE 28,28,805417,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,190,21421,https://images.tcggo.com/tcggo/storage/21443/pikachu-ex-pre-28-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21421,https://www.tcggo.com/external/tcgplayer/21421,Pikachu ex,Pikachu ex 28,2.71,2.74,552,EUR,[],,,,,,,,2.4,1.75,1.72,1.5,1.5,2.4,1.19,1,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.26,Double Rare,pikachu-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/pikachu-ex-28,sv8pt5-28,610383,singles
2026-08-23T17:19:56+02:00,503,sui,sui,PRE 29,29,806447,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,110,21422,https://images.tcggo.com/tcggo/storage/21444/jolteon-pre-29-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21422,https://www.tcggo.com/external/tcgplayer/21422,Jolteon,Jolteon 29,0.19,0.19,5520,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.36,rare,jolteon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/jolteon-29,sv8pt5-29,610384,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,PRE 30,30,805419,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,260,21423,https://images.tcggo.com/tcggo/storage/21445/jolteon-ex-pre-30-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21423,https://www.tcggo.com/external/tcgplayer/21423,Jolteon ex,Jolteon ex 30,3.49,3.74,613,EUR,[],,,,,,,,2,3,3,2.29,2.29,2,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3.51,Double Rare,jolteon-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/jolteon-ex-30,sv8pt5-30,610385,singles
2026-08-23T17:19:56+02:00,384,PLANETA Mochizuki,planeta-mochizuki,PRE 31,31,805420,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,230,21424,https://images.tcggo.com/tcggo/storage/21446/iron-hands-ex-pre-31-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21424,https://www.tcggo.com/external/tcgplayer/21424,Iron Hands ex,Iron Hands ex 31,0.79,0.81,1450,EUR,[],,,,,,,,0.18,0.29,0.29,0.48,0.48,0.18,0.6,0.6,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.57,Double Rare,iron-hands-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/iron-hands-ex-31,sv8pt5-31,610386,singles
2026-08-23T17:19:56+02:00,384,PLANETA Mochizuki,planeta-mochizuki,PRE 32,32,805421,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,230,21425,https://images.tcggo.com/tcggo/storage/21447/iron-thorns-ex-pre-32-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21425,https://www.tcggo.com/external/tcgplayer/21425,Iron Thorns ex,Iron Thorns ex 32,0.69,0.73,1722,EUR,[],,,,,,,,0.1,0.3,0.3,0.49,0.49,0.1,0.45,0.45,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.63,Double Rare,iron-thorns-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/iron-thorns-ex-32,sv8pt5-32,610387,singles
2026-08-23T17:19:56+02:00,418,Kariya,kariya,PRE 33,33,805422,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,110,21426,https://images.tcggo.com/tcggo/storage/21448/espeon-pre-33-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21426,https://www.tcggo.com/external/tcgplayer/21426,Espeon,Espeon 33,0.24,0.15,5202,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.43,rare,espeon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/espeon-33,sv8pt5-33,610388,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,PRE 34,34,805423,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,270,21427,https://images.tcggo.com/tcggo/storage/21449/espeon-ex-pre-34-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21427,https://www.tcggo.com/external/tcgplayer/21427,Espeon ex,Espeon ex 34,3.34,3.28,698,EUR,,,,,,75,,34,2,2.99,3,2,2,2,2,2,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3.62,Double Rare,espeon-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/espeon-ex-34,sv8pt5-34,610389,singles
2026-08-23T17:19:56+02:00,766,IKEDA Saki,ikeda-saki,PRE 35,35,805424,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,60,21428,https://images.tcggo.com/tcggo/storage/21450/duskull-pre-35-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21428,https://www.tcggo.com/external/tcgplayer/21428,Duskull,Duskull 35,0.07,0.06,18750,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Common,duskull,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/duskull-35,sv8pt5-35,610390,singles
2026-08-23T17:19:56+02:00,435,Aya Kusube,aya-kusube,PRE 36,36,805425,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,90,21429,https://images.tcggo.com/tcggo/storage/21451/dusclops-pre-36-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21429,https://www.tcggo.com/external/tcgplayer/21429,Dusclops,Dusclops 36,0.08,0.07,16185,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,dusclops,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/dusclops-36,sv8pt5-36,610391,singles
2026-08-23T17:19:56+02:00,444,danciao,danciao,PRE 37,37,805426,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,160,21430,https://images.tcggo.com/tcggo/storage/21452/dusknoir-pre-37-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21430,https://www.tcggo.com/external/tcgplayer/21430,Dusknoir,Dusknoir 37,0.16,0.15,6982,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,rare,dusknoir,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/dusknoir-37,sv8pt5-37,610392,singles
2026-08-23T17:19:56+02:00,513,ryoma uratsuka,ryoma-uratsuka,PRE 38,38,805427,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,60,21431,https://images.tcggo.com/tcggo/storage/21453/spritzee-pre-38-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21431,https://www.tcggo.com/external/tcgplayer/21431,Spritzee,Spritzee 38,0.03,0.02,22821,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,spritzee,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/spritzee-38,sv8pt5-38,610393,singles
2026-08-23T17:19:56+02:00,779,Wintr Wandr,wintr-wandr,PRE 39,39,805428,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,120,21432,https://images.tcggo.com/tcggo/storage/21454/aromatisse-pre-39-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21432,https://www.tcggo.com/external/tcgplayer/21432,Aromatisse,Aromatisse 39,0.03,0.02,18997,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,aromatisse,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/aromatisse-39,sv8pt5-39,610394,singles
2026-08-23T17:19:56+02:00,376,MINAMINAMI Take,minaminami-take,PRE 40,40,805429,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,120,21433,https://images.tcggo.com/tcggo/storage/21455/sylveon-pre-40-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21433,https://www.tcggo.com/external/tcgplayer/21433,Sylveon,Sylveon 40,0.19,0.23,5400,EUR,[],,,,,,,,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.42,rare,sylveon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/sylveon-40,sv8pt5-40,610395,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,PRE 41,41,805430,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,270,21434,https://images.tcggo.com/tcggo/storage/21456/sylveon-ex-pre-41-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21434,https://www.tcggo.com/external/tcgplayer/21434,Sylveon ex,Sylveon ex 41,2.92,2.99,697,EUR,[],,,,,,,,2.45,2.3,2.3,2.5,2.5,2.45,1.99,2,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.68,Double Rare,sylveon-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/sylveon-ex-41,sv8pt5-41,610396,singles
2026-08-23T17:19:56+02:00,486,Ryota Murayama,ryota-murayama,PRE 42,42,805431,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,90,21435,https://images.tcggo.com/tcggo/storage/21457/scream-tail-pre-42-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21435,https://www.tcggo.com/external/tcgplayer/21435,Scream Tail,Scream Tail 42,0.03,0.02,19086,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Uncommon,scream-tail,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/scream-tail-42,sv8pt5-42,610397,singles
2026-08-23T17:19:56+02:00,414,kodama,kodama,PRE 43,43,805432,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,90,21436,https://images.tcggo.com/tcggo/storage/21458/flutter-mane-pre-43-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21436,https://www.tcggo.com/external/tcgplayer/21436,Flutter Mane,Flutter Mane 43,0.09,0.07,9395,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,rare,flutter-mane,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/flutter-mane-43,sv8pt5-43,610398,singles
2026-08-23T17:19:56+02:00,414,kodama,kodama,PRE 44,44,805433,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,110,21437,https://images.tcggo.com/tcggo/storage/21459/munkidori-pre-44-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21437,https://www.tcggo.com/external/tcgplayer/21437,Munkidori,Munkidori 44,0.29,0.28,5291,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,rare,munkidori,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/munkidori-44,sv8pt5-44,610399,singles
2026-08-23T17:19:56+02:00,378,Kouki Saitou,kouki-saitou,PRE 45,45,805434,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,120,21438,https://images.tcggo.com/tcggo/storage/21460/fezandipiti-pre-45-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21438,https://www.tcggo.com/external/tcgplayer/21438,Fezandipiti,Fezandipiti 45,0.08,0.07,10956,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,rare,fezandipiti,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/fezandipiti-45,sv8pt5-45,610400,singles
2026-08-23T17:19:56+02:00,459,GIDORA,gidora,PRE 46,46,805435,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,140,21439,https://images.tcggo.com/tcggo/storage/21461/iron-boulder-pre-46-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21439,https://www.tcggo.com/external/tcgplayer/21439,Iron Boulder,Iron Boulder 46,0.07,0.09,9657,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,rare,iron-boulder,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/iron-boulder-46,sv8pt5-46,610401,singles
2026-08-23T17:19:56+02:00,410,Shimaris Yukichi,shimaris-yukichi,PRE 47,47,805436,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,70,21440,https://images.tcggo.com/tcggo/storage/21462/larvitar-pre-47-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21440,https://www.tcggo.com/external/tcgplayer/21440,Larvitar,Larvitar 47,0.03,0.03,22196,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,larvitar,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/larvitar-47,sv8pt5-47,610402,singles
2026-08-23T17:19:56+02:00,437,Shigenori Negishi,shigenori-negishi,PRE 48,48,805437,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,90,21441,https://images.tcggo.com/tcggo/storage/21463/pupitar-pre-48-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21441,https://www.tcggo.com/external/tcgplayer/21441,Pupitar,Pupitar 48,0.02,0.02,19332,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Common,pupitar,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/pupitar-48,sv8pt5-48,610403,singles
2026-08-23T17:19:56+02:00,428,Uta,uta,PRE 49,49,805438,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,130,21442,https://images.tcggo.com/tcggo/storage/21464/groudon-pre-49-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21442,https://www.tcggo.com/external/tcgplayer/21442,Groudon,Groudon 49,0.09,0.08,10175,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,rare,groudon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/groudon-49,sv8pt5-49,610404,singles
2026-08-23T17:19:56+02:00,499,Tika Matsuno,tika-matsuno,PRE 50,50,805439,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,70,21443,https://images.tcggo.com/tcggo/storage/21465/riolu-pre-50-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21443,https://www.tcggo.com/external/tcgplayer/21443,Riolu,Riolu 50,0.04,0.05,21768,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,Common,riolu,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/riolu-50-1,sv8pt5-50,610405,singles
2026-08-23T17:19:56+02:00,475,PLANETA Tsuji,planeta-tsuji,PRE 51,51,805440,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,260,21444,https://images.tcggo.com/tcggo/storage/21466/lucario-ex-pre-51-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21444,https://www.tcggo.com/external/tcgplayer/21444,Lucario ex,Lucario ex 51,0.97,0.91,1130,EUR,[],,,,,,,,0.47,0.5,0.47,1,1,0.47,0.7,0.75,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.68,Double Rare,lucario-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/lucario-ex-51,sv8pt5-51,610406,singles
