captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.gma.10.median_price,prices.ebay.graded.gma.10.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,PAR 66,66,740557,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,130,2283,https://images.tcggo.com/tcggo/storage/2296/zekrom-par-66-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2283,https://www.tcggo.com/external/tcgplayer/2283,Zekrom,Zekrom 66,0.1,0.09,,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.17,rare,zekrom,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/zekrom-66,sv4-66,523700,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,PAR 67,67,740558,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,90,2284,https://images.tcggo.com/tcggo/storage/2295/oricorio-par-67-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2284,https://www.tcggo.com/external/tcgplayer/2284,Oricorio,Oricorio 67,0.04,0.03,12541,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.11,Common,oricorio,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/oricorio-67,sv4-67,523702,singles
2026-08-23T17:19:56+02:00,,462,hncl,hncl,PAR 68,68,740559,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,210,2285,https://images.tcggo.com/tcggo/storage/2297/tapu-koko-ex-par-68-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2285,https://www.tcggo.com/external/tcgplayer/2285,Tapu Koko ex,Tapu Koko ex 68,0.71,0.73,1733,EUR,[],,,,,,,,,,0.3,0.25,0.25,0.19,0.19,0.3,0.5,0.5,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.56,0.85,Double Rare,tapu-koko-ex,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/tapu-koko-ex-68,sv4-68,523703,singles
2026-08-23T17:19:56+02:00,,401,Yuka Morii,yuka-morii,PAR 69,69,740561,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,70,2286,https://images.tcggo.com/tcggo/storage/2298/toxel-par-69-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2286,https://www.tcggo.com/external/tcgplayer/2286,Toxel,Toxel 69,0.06,0.04,12436,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.1,Common,toxel,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/toxel-69,sv4-69,523705,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,PAR 70,70,740562,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,230,2287,https://images.tcggo.com/tcggo/storage/2299/iron-hands-ex-par-70-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2287,https://www.tcggo.com/external/tcgplayer/2287,Iron Hands ex,Iron Hands ex 70,0.64,0.56,1391,EUR,[],,,,,,,,,,0.1,0.2,0.2,0.5,0.5,0.1,0.5,0.5,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.83,0.85,Double Rare,iron-hands-ex,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/iron-hands-ex-70,sv4-70,523706,singles
2026-08-23T17:19:56+02:00,,513,ryoma uratsuka,ryoma-uratsuka,PAR 71,71,740563,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,50,2288,https://images.tcggo.com/tcggo/storage/2300/natu-par-71-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2288,https://www.tcggo.com/external/tcgplayer/2288,Natu,Natu 71,0.03,0.05,12599,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,natu,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/natu-71,sv4-71,523707,singles
2026-08-23T17:19:56+02:00,,431,Tetsu Kayama,tetsu-kayama,PAR 72,72,740564,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,100,2289,https://images.tcggo.com/tcggo/storage/2301/xatu-par-72-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2289,https://www.tcggo.com/external/tcgplayer/2289,Xatu,Xatu 72,0.11,0.11,6305,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.17,rare,xatu,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/xatu-72,sv4-72,523725,singles
2026-08-23T17:19:56+02:00,,500,chibi,chibi,PAR 73,73,740565,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,110,2290,https://images.tcggo.com/tcggo/storage/2302/latios-par-73-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2290,https://www.tcggo.com/external/tcgplayer/2290,Latios,Latios 73,0.12,0.11,,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.05,0.05,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.21,rare,latios,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/latios-73,sv4-73,523727,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,PAR 74,74,740566,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,120,2291,https://images.tcggo.com/tcggo/storage/2304/deoxys-par-74-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2291,https://www.tcggo.com/external/tcgplayer/2291,Deoxys,Deoxys 74,0.11,0.08,4566,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.2,rare,deoxys,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/deoxys-74,sv4-74,523734,singles
2026-08-23T17:19:56+02:00,,492,Misa Tsutsui,misa-tsutsui,PAR 75,75,740567,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,70,2292,https://images.tcggo.com/tcggo/storage/2303/yamask-par-75-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2292,https://www.tcggo.com/external/tcgplayer/2292,Yamask,Yamask 75,0.03,0.03,13242,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Common,yamask,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/yamask-75,sv4-75,523735,singles
2026-08-23T17:19:56+02:00,,408,kawayoo,kawayoo,PAR 76,76,740568,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,260,2293,https://images.tcggo.com/tcggo/storage/2305/cofagrigus-ex-par-76-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2293,https://www.tcggo.com/external/tcgplayer/2293,Cofagrigus ex,Cofagrigus ex 76,0.61,0.66,1514,EUR,[],,,,,,,,,,0.19,0.1,0.1,0.35,0.35,0.19,0.4,0.4,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.73,0.73,Double Rare,cofagrigus-ex,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/cofagrigus-ex-76,sv4-76,523736,singles
2026-08-23T17:19:56+02:00,,391,saino misaki,saino-misaki,PAR 77,77,740569,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,60,2294,https://images.tcggo.com/tcggo/storage/2306/pumpkaboo-par-77-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2294,https://www.tcggo.com/external/tcgplayer/2294,Pumpkaboo,Pumpkaboo 77,0.03,0.03,12528,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.1,Common,pumpkaboo,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/pumpkaboo-77,sv4-77,523743,singles
2026-08-23T17:19:56+02:00,,415,nisimono,nisimono,PAR 78,78,740570,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,110,2295,https://images.tcggo.com/tcggo/storage/2307/gourgeist-par-78-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2295,https://www.tcggo.com/external/tcgplayer/2295,Gourgeist,Gourgeist 78,0.04,0.03,7640,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Uncommon,gourgeist,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/gourgeist-78,sv4-78,523744,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,PAR 79,79,740571,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,40,2296,https://images.tcggo.com/tcggo/storage/2308/flittle-par-79-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2296,https://www.tcggo.com/external/tcgplayer/2296,Flittle,Flittle 79,0.04,0.03,7821,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.1,Common,flittle,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/flittle-79,sv4-79,523745,singles
2026-08-23T17:19:56+02:00,,414,kodama,kodama,PAR 80,80,740572,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,50,2297,https://images.tcggo.com/tcggo/storage/2309/flittle-par-80-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2297,https://www.tcggo.com/external/tcgplayer/2297,Flittle,Flittle 80,0.03,0.03,8560,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.11,Common,flittle,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/flittle-80,sv4-80,523746,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,PAR 81,81,740573,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,120,2298,https://images.tcggo.com/tcggo/storage/2310/espathra-par-81-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2298,https://www.tcggo.com/external/tcgplayer/2298,Espathra,Espathra 81,0.06,0.08,7230,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.15,rare,espathra,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/espathra-81,sv4-81,523747,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,PAR 82,82,740574,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,60,2299,https://images.tcggo.com/tcggo/storage/2311/tinkatink-par-82-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2299,https://www.tcggo.com/external/tcgplayer/2299,Tinkatink,Tinkatink 82,0.03,0.03,7477,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,tinkatink,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/tinkatink-82,sv4-82,523748,singles
2026-08-23T17:19:56+02:00,,368,Oswaldo KATO,oswaldo-kato,PAR 83,83,740575,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,70,2300,https://images.tcggo.com/tcggo/storage/2312/tinkatink-par-83-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2300,https://www.tcggo.com/external/tcgplayer/2300,Tinkatink,Tinkatink 83,0.04,0.04,7251,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,tinkatink,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/tinkatink-83,sv4-83,523749,singles
2026-08-23T17:19:56+02:00,,377,Souichirou Gunjima,souichirou-gunjima,PAR 84,84,740576,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,80,2301,https://images.tcggo.com/tcggo/storage/2313/tinkatuff-par-84-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2301,https://www.tcggo.com/external/tcgplayer/2301,Tinkatuff,Tinkatuff 84,0.03,0.03,7334,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,tinkatuff,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/tinkatuff-84,sv4-84,523750,singles
2026-08-23T17:19:56+02:00,,382,KEIICHIRO ITO,keiichiro-ito,PAR 85,85,740577,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,130,2302,https://images.tcggo.com/tcggo/storage/2314/tinkaton-par-85-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2302,https://www.tcggo.com/external/tcgplayer/2302,Tinkaton,Tinkaton 85,0.04,0.03,7547,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.13,Uncommon,tinkaton,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/tinkaton-85,sv4-85,523751,singles
2026-08-23T17:19:56+02:00,,486,Ryota Murayama,ryota-murayama,PAR 86,86,740578,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,90,2303,https://images.tcggo.com/tcggo/storage/2315/scream-tail-par-86-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2303,https://www.tcggo.com/external/tcgplayer/2303,Scream Tail,Scream Tail 86,0.04,0.03,10637,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.13,Uncommon,scream-tail,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/scream-tail-86,sv4-86,523752,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,PAR 87,87,740579,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,50,2304,https://images.tcggo.com/tcggo/storage/2316/gimmighoul-par-87-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2304,https://www.tcggo.com/external/tcgplayer/2304,Gimmighoul,Gimmighoul 87,0.07,0.06,6564,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.14,Common,gimmighoul,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/gimmighoul-87,sv4-87,523753,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,PAR 88,88,740580,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,70,2305,https://images.tcggo.com/tcggo/storage/2317/gimmighoul-par-88-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2305,https://www.tcggo.com/external/tcgplayer/2305,Gimmighoul,Gimmighoul 88,0.04,0.04,6367,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,Common,gimmighoul,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/gimmighoul-88,sv4-88,523754,singles
2026-08-23T17:19:56+02:00,,371,aky CG Works,aky-cg-works,PAR 89,89,740582,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,220,2306,https://images.tcggo.com/tcggo/storage/2318/iron-valiant-ex-par-89-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2306,https://www.tcggo.com/external/tcgplayer/2306,Iron Valiant ex,Iron Valiant ex 89,0.63,0.66,1535,EUR,[],,,,,,,,,,0.1,0.29,0.29,0.15,0.15,0.1,0.5,0.5,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.68,0.76,Double Rare,iron-valiant-ex,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/iron-valiant-ex-89,sv4-89,523756,singles
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,PAR 90,90,740586,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,120,2307,https://images.tcggo.com/tcggo/storage/2319/onix-par-90-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2307,https://www.tcggo.com/external/tcgplayer/2307,Onix,Onix 90,0.03,0.04,12490,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.11,Common,onix,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/onix-90,sv4-90,523757,singles
2026-08-23T17:19:56+02:00,,359,HYOGONOSUKE,hyogonosuke,PAR 91,91,740588,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,70,2308,https://images.tcggo.com/tcggo/storage/2320/gligar-par-91-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2308,https://www.tcggo.com/external/tcgplayer/2308,Gligar,Gligar 91,0.05,0.04,11630,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.1,Common,gligar,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/gligar-91,sv4-91,523758,singles
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,PAR 92,92,740589,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,120,2309,https://images.tcggo.com/tcggo/storage/2321/gliscor-par-92-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2309,https://www.tcggo.com/external/tcgplayer/2309,Gliscor,Gliscor 92,0.04,0.05,8020,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.1,Uncommon,gliscor,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/gliscor-92,sv4-92,523759,singles
