captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,448,cochi8i,cochi8i,WHT 27,27,835956,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,60,23285,https://images.tcggo.com/tcggo/storage/23254/vanillite.png,https://www.tcggo.com/external/cm/23285,https://www.tcggo.com/external/tcgplayer/23285,Vanillite,Vanillite 27,0.02,0.03,13089,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,vanillite,Pokémon,https://www.tcggo.com/pokemon/white-flare/vanillite-27-2,rsv10pt5-27,642139,singles
2026-08-23T17:19:56+02:00,,448,cochi8i,cochi8i,WHT 28,28,835958,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,90,23286,https://images.tcggo.com/tcggo/storage/23255/vanillish.png,https://www.tcggo.com/external/cm/23286,https://www.tcggo.com/external/tcgplayer/23286,Vanillish,Vanillish 28,0.03,0.03,10057,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.09,Common,vanillish,Pokémon,https://www.tcggo.com/pokemon/white-flare/vanillish-28-2,rsv10pt5-28,642140,singles
2026-08-23T17:19:56+02:00,,448,cochi8i,cochi8i,WHT 29,29,835960,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,150,23287,https://images.tcggo.com/tcggo/storage/23256/vanilluxe.png,https://www.tcggo.com/external/cm/23287,https://www.tcggo.com/external/tcgplayer/23287,Vanilluxe,Vanilluxe 29,0.03,0.03,8545,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Uncommon,vanilluxe,Pokémon,https://www.tcggo.com/pokemon/white-flare/vanilluxe-29-2,rsv10pt5-29,642141,singles
2026-08-23T17:19:56+02:00,,411,PLANETA Yamashita,planeta-yamashita,WHT 30,30,835962,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,210,23288,https://images.tcggo.com/tcggo/storage/23257/keldeo-ex.png,https://www.tcggo.com/external/cm/23288,https://www.tcggo.com/external/tcgplayer/23288,Keldeo ex,Keldeo ex 30,0.38,0.37,4219,EUR,[],,,,,,,,,,,0.02,0.08,0.08,0.05,0.05,0.02,0.11,0.11,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.44,0.64,Double Rare,keldeo-ex,Pokémon,https://www.tcggo.com/pokemon/white-flare/keldeo-ex-30,rsv10pt5-30,642142,singles
2026-08-23T17:19:56+02:00,,451,Mugi Hamada,mugi-hamada,WHT 31,31,835963,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,60,23289,https://images.tcggo.com/tcggo/storage/23258/blitzle.png,https://www.tcggo.com/external/cm/23289,https://www.tcggo.com/external/tcgplayer/23289,Blitzle,Blitzle 31,0.03,0.03,10099,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,blitzle,Pokémon,https://www.tcggo.com/pokemon/white-flare/blitzle-31,rsv10pt5-31,642143,singles
2026-08-23T17:19:56+02:00,,451,Mugi Hamada,mugi-hamada,WHT 32,32,835965,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,120,23290,https://images.tcggo.com/tcggo/storage/23259/zebstrika.png,https://www.tcggo.com/external/cm/23290,https://www.tcggo.com/external/tcgplayer/23290,Zebstrika,Zebstrika 32,0.03,0.03,8399,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Uncommon,zebstrika,Pokémon,https://www.tcggo.com/pokemon/white-flare/zebstrika-32,rsv10pt5-32,642144,singles
2026-08-23T17:19:56+02:00,,410,Shimaris Yukichi,shimaris-yukichi,WHT 33,33,835967,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,40,23291,https://images.tcggo.com/tcggo/storage/23260/joltik.png,https://www.tcggo.com/external/cm/23291,https://www.tcggo.com/external/tcgplayer/23291,Joltik,Joltik 33,0.03,0.03,10013,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.1,Common,joltik,Pokémon,https://www.tcggo.com/pokemon/white-flare/joltik-33-1,rsv10pt5-33,642145,singles
2026-08-23T17:19:56+02:00,,410,Shimaris Yukichi,shimaris-yukichi,WHT 34,34,835968,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,90,23292,https://images.tcggo.com/tcggo/storage/23261/galvantula.png,https://www.tcggo.com/external/cm/23292,https://www.tcggo.com/external/tcgplayer/23292,Galvantula,Galvantula 34,0.03,0.03,8468,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Uncommon,galvantula,Pokémon,https://www.tcggo.com/pokemon/white-flare/galvantula-34-1,rsv10pt5-34,642146,singles
2026-08-23T17:19:56+02:00,,491,Yuya Oka,yuya-oka,WHT 35,35,835969,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,110,23293,https://images.tcggo.com/tcggo/storage/23262/stunfisk.png,https://www.tcggo.com/external/cm/23293,https://www.tcggo.com/external/tcgplayer/23293,Stunfisk,Stunfisk 35,0.03,0.03,8665,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Uncommon,stunfisk,Pokémon,https://www.tcggo.com/pokemon/white-flare/stunfisk-35,rsv10pt5-35,642147,singles
2026-08-23T17:19:56+02:00,,779,Wintr Wandr,wintr-wandr,WHT 36,36,835971,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,60,23294,https://images.tcggo.com/tcggo/storage/23263/woobat.png,https://www.tcggo.com/external/cm/23294,https://www.tcggo.com/external/tcgplayer/23294,Woobat,Woobat 36,0.03,0.03,10120,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Common,woobat,Pokémon,https://www.tcggo.com/pokemon/white-flare/woobat-36-1,rsv10pt5-36,642148,singles
2026-08-23T17:19:56+02:00,,779,Wintr Wandr,wintr-wandr,WHT 37,37,835972,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,90,23295,https://images.tcggo.com/tcggo/storage/23264/swoobat.png,https://www.tcggo.com/external/cm/23295,https://www.tcggo.com/external/tcgplayer/23295,Swoobat,Swoobat 37,0.03,0.03,8438,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Uncommon,swoobat,Pokémon,https://www.tcggo.com/pokemon/white-flare/swoobat-37-1,rsv10pt5-37,642149,singles
2026-08-23T17:19:56+02:00,,442,Krgc,krgc,WHT 38,38,835973,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,120,23296,https://images.tcggo.com/tcggo/storage/23265/sigilyph.png,https://www.tcggo.com/external/cm/23296,https://www.tcggo.com/external/tcgplayer/23296,Sigilyph,Sigilyph 38,0.03,0.03,8822,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Uncommon,sigilyph,Pokémon,https://www.tcggo.com/pokemon/white-flare/sigilyph-38,rsv10pt5-38,642150,singles
2026-08-23T17:19:56+02:00,,502,Bun Toujo,bun-toujo,WHT 39,39,835974,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,70,23297,https://images.tcggo.com/tcggo/storage/23266/yamask.png,https://www.tcggo.com/external/cm/23297,https://www.tcggo.com/external/tcgplayer/23297,Yamask,Yamask 39,0.03,0.02,10235,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,yamask,Pokémon,https://www.tcggo.com/pokemon/white-flare/yamask-39,rsv10pt5-39,642151,singles
2026-08-23T17:19:56+02:00,,502,Bun Toujo,bun-toujo,WHT 40,40,835975,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,120,23298,https://images.tcggo.com/tcggo/storage/23267/cofagrigus.png,https://www.tcggo.com/external/cm/23298,https://www.tcggo.com/external/tcgplayer/23298,Cofagrigus,Cofagrigus 40,0.08,0.15,6874,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.13,rare,cofagrigus,Pokémon,https://www.tcggo.com/pokemon/white-flare/cofagrigus-40,rsv10pt5-40,642152,singles
2026-08-23T17:19:56+02:00,,424,Mousho,mousho,WHT 41,41,835976,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,70,23299,https://images.tcggo.com/tcggo/storage/23268/gothita.png,https://www.tcggo.com/external/cm/23299,https://www.tcggo.com/external/tcgplayer/23299,Gothita,Gothita 41,0.03,0.03,12740,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Common,gothita,Pokémon,https://www.tcggo.com/pokemon/white-flare/gothita-41,rsv10pt5-41,642153,singles
2026-08-23T17:19:56+02:00,,424,Mousho,mousho,WHT 42,42,835977,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,90,23300,https://images.tcggo.com/tcggo/storage/23269/gothorita.png,https://www.tcggo.com/external/cm/23300,https://www.tcggo.com/external/tcgplayer/23300,Gothorita,Gothorita 42,0.03,0.04,9937,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,gothorita,Pokémon,https://www.tcggo.com/pokemon/white-flare/gothorita-42,rsv10pt5-42,642154,singles
2026-08-23T17:19:56+02:00,,424,Mousho,mousho,WHT 43,43,835979,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,150,23301,https://images.tcggo.com/tcggo/storage/23270/gothitelle.png,https://www.tcggo.com/external/cm/23301,https://www.tcggo.com/external/tcgplayer/23301,Gothitelle,Gothitelle 43,0.06,0.06,7189,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,rare,gothitelle,Pokémon,https://www.tcggo.com/pokemon/white-flare/gothitelle-43,rsv10pt5-43,642155,singles
2026-08-23T17:19:56+02:00,,455,MARINA Chikazawa,marina-chikazawa,WHT 44,44,835982,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,80,23302,https://images.tcggo.com/tcggo/storage/23271/frillish.png,https://www.tcggo.com/external/cm/23302,https://www.tcggo.com/external/tcgplayer/23302,Frillish,Frillish 44,0.06,0.04,7124,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.17,Common,frillish,Pokémon,https://www.tcggo.com/pokemon/white-flare/frillish-44-1,rsv10pt5-44,642156,singles
2026-08-23T17:19:56+02:00,,511,PLANETA Igarashi,planeta-igarashi,WHT 45,45,835984,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,270,23303,https://images.tcggo.com/tcggo/storage/23272/jellicent-ex.png,https://www.tcggo.com/external/cm/23303,https://www.tcggo.com/external/tcgplayer/23303,Jellicent ex,Jellicent ex 45,0.49,0.59,3612,EUR,[],,,,,,,,,,,0.09,0.15,0.15,0.15,0.15,0.09,0.15,0.1,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.55,0.65,Double Rare,jellicent-ex,Pokémon,https://www.tcggo.com/pokemon/white-flare/jellicent-ex-45,rsv10pt5-45,642157,singles
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,WHT 46,46,835986,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,80,23304,https://images.tcggo.com/tcggo/storage/23273/roggenrola.png,https://www.tcggo.com/external/cm/23304,https://www.tcggo.com/external/tcgplayer/23304,Roggenrola,Roggenrola 46,0.03,0.04,10163,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,roggenrola,Pokémon,https://www.tcggo.com/pokemon/white-flare/roggenrola-46,rsv10pt5-46,642158,singles
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,WHT 47,47,835987,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,110,23305,https://images.tcggo.com/tcggo/storage/23274/boldore.png,https://www.tcggo.com/external/cm/23305,https://www.tcggo.com/external/tcgplayer/23305,Boldore,Boldore 47,0.03,0.03,9935,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Common,boldore,Pokémon,https://www.tcggo.com/pokemon/white-flare/boldore-47,rsv10pt5-47,642159,singles
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,WHT 48,48,836580,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,170,23306,https://images.tcggo.com/tcggo/storage/23275/gigalith.png,https://www.tcggo.com/external/cm/23306,https://www.tcggo.com/external/tcgplayer/23306,Gigalith,Gigalith 48,0.03,0.05,8307,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.1,Uncommon,gigalith,Pokémon,https://www.tcggo.com/pokemon/white-flare/gigalith-48,rsv10pt5-48,642160,singles
2026-08-23T17:19:56+02:00,,422,Dsuke,dsuke,WHT 49,49,835991,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,110,23307,https://images.tcggo.com/tcggo/storage/23276/sawk.png,https://www.tcggo.com/external/cm/23307,https://www.tcggo.com/external/tcgplayer/23307,Sawk,Sawk 49,0.03,0.04,10144,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,0.1,Uncommon,sawk,Pokémon,https://www.tcggo.com/pokemon/white-flare/sawk-49,rsv10pt5-49,642161,singles
2026-08-23T17:19:56+02:00,,487,Haru Akasaka,haru-akasaka,WHT 50,50,835993,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,80,23308,https://images.tcggo.com/tcggo/storage/23277/archen.png,https://www.tcggo.com/external/cm/23308,https://www.tcggo.com/external/tcgplayer/23308,Archen,Archen 50,0.03,0.03,8000,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Uncommon,archen,Pokémon,https://www.tcggo.com/pokemon/white-flare/archen-50,rsv10pt5-50,642162,singles
2026-08-23T17:19:56+02:00,,487,Haru Akasaka,haru-akasaka,WHT 51,51,836585,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,140,23309,https://images.tcggo.com/tcggo/storage/23278/archeops.png,https://www.tcggo.com/external/cm/23309,https://www.tcggo.com/external/tcgplayer/23309,Archeops,Archeops 51,0.09,0.09,6842,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,rare,archeops,Pokémon,https://www.tcggo.com/pokemon/white-flare/archeops-51,rsv10pt5-51,642163,singles
2026-08-23T17:19:56+02:00,,515,Keisin,keisin,WHT 52,52,835997,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,60,23310,https://images.tcggo.com/tcggo/storage/23279/mienfoo.png,https://www.tcggo.com/external/cm/23310,https://www.tcggo.com/external/tcgplayer/23310,Mienfoo,Mienfoo 52,0.03,0.04,10213,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,0.09,Common,mienfoo,Pokémon,https://www.tcggo.com/pokemon/white-flare/mienfoo-52,rsv10pt5-52,642164,singles
2026-08-23T17:19:56+02:00,,515,Keisin,keisin,WHT 53,53,836000,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,100,23311,https://images.tcggo.com/tcggo/storage/23280/mienshao.png,https://www.tcggo.com/external/cm/23311,https://www.tcggo.com/external/tcgplayer/23311,Mienshao,Mienshao 53,0.03,0.03,8619,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Uncommon,mienshao,Pokémon,https://www.tcggo.com/pokemon/white-flare/mienshao-53,rsv10pt5-53,642165,singles
2026-08-23T17:19:56+02:00,,471,Tonji Matsuno,tonji-matsuno,WHT 54,54,836001,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,140,23312,https://images.tcggo.com/tcggo/storage/23281/terrakion.png,https://www.tcggo.com/external/cm/23312,https://www.tcggo.com/external/tcgplayer/23312,Terrakion,Terrakion 54,0.07,0.07,6998,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,rare,terrakion,Pokémon,https://www.tcggo.com/pokemon/white-flare/terrakion-54,rsv10pt5-54,642166,singles
2026-08-23T17:19:56+02:00,,409,Yuu Nishida,yuu-nishida,WHT 55,55,836002,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,60,23313,https://images.tcggo.com/tcggo/storage/23282/purrloin.png,https://www.tcggo.com/external/cm/23313,https://www.tcggo.com/external/tcgplayer/23313,Purrloin,Purrloin 55,0.03,0.03,9469,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Common,purrloin,Pokémon,https://www.tcggo.com/pokemon/white-flare/purrloin-55,rsv10pt5-55,642167,singles
