captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,446,takashi shiraishi,takashi-shiraishi,TEF 26,26,760656,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,70,1780,https://images.tcggo.com/tcggo/storage/1790/ponyta-tef-26-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1780,https://www.tcggo.com/external/tcgplayer/1780,Ponyta,Ponyta 26,0.05,0.05,9835,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.1,Common,ponyta,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/ponyta-26,sv5-26,542770,singles
2026-08-23T17:19:56+02:00,,486,Ryota Murayama,ryota-murayama,TEF 27,27,760657,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,110,1781,https://images.tcggo.com/tcggo/storage/1791/rapidash-tef-27-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1781,https://www.tcggo.com/external/tcgplayer/1781,Rapidash,Rapidash 27,0.04,0.04,7843,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,rapidash,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/rapidash-27,sv5-27,542771,singles
2026-08-23T17:19:56+02:00,,487,Haru Akasaka,haru-akasaka,TEF 28,28,760658,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,80,1782,https://images.tcggo.com/tcggo/storage/1792/slugma-tef-28-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1782,https://www.tcggo.com/external/tcgplayer/1782,Slugma,Slugma 28,0.03,0.04,10894,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.1,Common,slugma,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/slugma-28-1,sv5-28,542772,singles
2026-08-23T17:19:56+02:00,,375,Mitsuhiro Arita,mitsuhiro-arita,TEF 29,29,760659,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,120,1783,https://images.tcggo.com/tcggo/storage/1793/magcargo-tef-29-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1783,https://www.tcggo.com/external/tcgplayer/1783,Magcargo,Magcargo 29,0.07,0.11,9062,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.13,rare,magcargo,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/magcargo-29,sv5-29,542773,singles
2026-08-23T17:19:56+02:00,,440,Shibuzoh.,shibuzoh,TEF 30,30,760660,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,80,1784,https://images.tcggo.com/tcggo/storage/1794/victini-tef-30-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1784,https://www.tcggo.com/external/tcgplayer/1784,Victini,Victini 30,0.05,0.04,5546,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,victini,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/victini-30,sv5-30,542774,singles
2026-08-23T17:19:56+02:00,,488,Masakazu Fukuda,masakazu-fukuda,TEF 31,31,760661,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,110,1785,https://images.tcggo.com/tcggo/storage/1795/heatmor-tef-31-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1785,https://www.tcggo.com/external/tcgplayer/1785,Heatmor,Heatmor 31,0.03,0.03,11181,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,heatmor,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/heatmor-31,sv5-31,542775,singles
2026-08-23T17:19:56+02:00,,470,REND,rend,TEF 32,32,760662,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,70,1786,https://images.tcggo.com/tcggo/storage/1796/litten-tef-32-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1786,https://www.tcggo.com/external/tcgplayer/1786,Litten,Litten 32,0.04,0.03,,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Common,litten,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/litten-32,sv5-32,542776,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,TEF 33,33,760663,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,100,1787,https://images.tcggo.com/tcggo/storage/1797/torracat-tef-33-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1787,https://www.tcggo.com/external/tcgplayer/1787,Torracat,Torracat 33,0.07,0.09,5319,EUR,[],,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,torracat,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/torracat-33,sv5-33,542777,singles
2026-08-23T17:19:56+02:00,,489,N-DESIGN Inc.,n-design-inc,TEF 34,34,760664,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,320,1788,https://images.tcggo.com/tcggo/storage/1798/incineroar-ex-tef-34-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1788,https://www.tcggo.com/external/tcgplayer/1788,Incineroar ex,Incineroar ex 34,0.8,0.81,1299,EUR,[],,,,,,,0.15,0.4,0.4,0.9,0.9,0.2,0.7,0.7,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.75,0.69,Double Rare,incineroar-ex,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/incineroar-ex-34,sv5-34,542778,singles
2026-08-23T17:19:56+02:00,,437,Shigenori Negishi,shigenori-negishi,TEF 35,35,760665,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,120,1789,https://images.tcggo.com/tcggo/storage/1799/turtonator-tef-35-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1789,https://www.tcggo.com/external/tcgplayer/1789,Turtonator,Turtonator 35,0.03,0.03,,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.1,Common,turtonator,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/turtonator-35,sv5-35,542779,singles
2026-08-23T17:19:56+02:00,,425,Yukiko Baba,yukiko-baba,TEF 36,36,760666,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,80,1790,https://images.tcggo.com/tcggo/storage/1800/sizzlipede-tef-36-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1790,https://www.tcggo.com/external/tcgplayer/1790,Sizzlipede,Sizzlipede 36,0.02,0.02,11036,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,sizzlipede,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/sizzlipede-36,sv5-36,542780,singles
2026-08-23T17:19:56+02:00,,442,Krgc,krgc,TEF 37,37,760667,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,140,1791,https://images.tcggo.com/tcggo/storage/1801/centiskorch-tef-37-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1791,https://www.tcggo.com/external/tcgplayer/1791,Centiskorch,Centiskorch 37,0.03,0.03,8460,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.1,Uncommon,centiskorch,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/centiskorch-37,sv5-37,542781,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,TEF 38,38,760668,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,230,1792,https://images.tcggo.com/tcggo/storage/1802/gouging-fire-ex-tef-38-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1792,https://www.tcggo.com/external/tcgplayer/1792,Gouging Fire ex,Gouging Fire ex 38,0.7,0.7,1665,EUR,[],,,,,,,0.2,0.39,0.39,0.15,0.15,0.2,0.45,0.45,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.64,0.85,Double Rare,gouging-fire-ex,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/gouging-fire-ex-38,sv5-38,542782,singles
2026-08-23T17:19:56+02:00,,376,MINAMINAMI Take,minaminami-take,TEF 39,39,760669,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,70,1793,https://images.tcggo.com/tcggo/storage/1803/totodile-tef-39-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1793,https://www.tcggo.com/external/tcgplayer/1793,Totodile,Totodile 39,0.07,0.05,6954,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.21,Common,totodile,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/totodile-39,sv5-39,542783,singles
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,TEF 40,40,760670,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,90,1794,https://images.tcggo.com/tcggo/storage/1804/croconaw-tef-40-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1794,https://www.tcggo.com/external/tcgplayer/1794,Croconaw,Croconaw 40,0.09,0.06,3387,EUR,[],,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.25,Common,croconaw,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/croconaw-40,sv5-40,542784,singles
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,TEF 41,41,760671,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,180,1795,https://images.tcggo.com/tcggo/storage/1805/feraligatr-tef-41-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1795,https://www.tcggo.com/external/tcgplayer/1795,Feraligatr,Feraligatr 41,0.14,0.12,,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.37,0.21,rare,feraligatr,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/feraligatr-41,sv5-41,542785,singles
2026-08-23T17:19:56+02:00,,377,Souichirou Gunjima,souichirou-gunjima,TEF 42,42,760672,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,50,1796,https://images.tcggo.com/tcggo/storage/1806/carvanha-tef-42-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1796,https://www.tcggo.com/external/tcgplayer/1796,Carvanha,Carvanha 42,0.03,0.02,10666,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,carvanha,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/carvanha-42,sv5-42,542786,singles
2026-08-23T17:19:56+02:00,,421,Shinji Kanda,shinji-kanda,TEF 43,43,760673,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,120,1797,https://images.tcggo.com/tcggo/storage/1807/sharpedo-tef-43-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1797,https://www.tcggo.com/external/tcgplayer/1797,Sharpedo,Sharpedo 43,0.06,0.07,7010,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,Uncommon,sharpedo,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/sharpedo-43,sv5-43,542787,singles
2026-08-23T17:19:56+02:00,,417,satoma,satoma,TEF 44,44,760674,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,110,1798,https://images.tcggo.com/tcggo/storage/1808/keldeo-tef-44-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1798,https://www.tcggo.com/external/tcgplayer/1798,Keldeo,Keldeo 44,0.04,0.06,7886,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.12,Uncommon,keldeo,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/keldeo-44,sv5-44,542788,singles
2026-08-23T17:19:56+02:00,,365,Orca,orca,TEF 45,45,760675,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,50,1799,https://images.tcggo.com/tcggo/storage/1809/snom-tef-45-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1799,https://www.tcggo.com/external/tcgplayer/1799,Snom,Snom 45,0.04,0.05,10060,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.13,Common,snom,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/snom-45,sv5-45,542789,singles
2026-08-23T17:19:56+02:00,,403,rika,rika,TEF 46,46,760676,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,110,1800,https://images.tcggo.com/tcggo/storage/1810/frosmoth-tef-46-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1800,https://www.tcggo.com/external/tcgplayer/1800,Frosmoth,Frosmoth 46,0.05,0.06,5942,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,frosmoth,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/frosmoth-46,sv5-46,542790,singles
2026-08-23T17:19:56+02:00,,374,OKUBO,okubo,TEF 47,47,760677,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,60,1801,https://images.tcggo.com/tcggo/storage/21356/wiglett-tef-47-temporal-forces.png,https://www.tcggo.com/external/cm/1801,https://www.tcggo.com/external/tcgplayer/1801,Wiglett,Wiglett 47,0.03,0.03,10530,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.1,Common,wiglett,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/wiglett-47,sv5-47,542791,singles
2026-08-23T17:19:56+02:00,,359,HYOGONOSUKE,hyogonosuke,TEF 48,48,760678,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,80,1802,https://images.tcggo.com/tcggo/storage/1811/finizen-tef-48-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1802,https://www.tcggo.com/external/tcgplayer/1802,Finizen,Finizen 48,0.03,0.02,10527,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.1,Common,finizen,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/finizen-48,sv5-48,542792,singles
2026-08-23T17:19:56+02:00,,429,DOM,dom,TEF 49,49,760679,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,150,1803,https://images.tcggo.com/tcggo/storage/1812/palafin-tef-49-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1803,https://www.tcggo.com/external/tcgplayer/1803,Palafin,Palafin 49,0.03,0.03,8167,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.11,Uncommon,palafin,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/palafin-49,sv5-49,542793,singles
2026-08-23T17:19:56+02:00,,490,takuyoa,takuyoa,TEF 50,50,760680,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,220,1804,https://images.tcggo.com/tcggo/storage/1813/walking-wake-ex-tef-50-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1804,https://www.tcggo.com/external/tcgplayer/1804,Walking Wake ex,Walking Wake ex 50,0.61,0.58,1961,EUR,[],,,,,,,0.2,0.4,0.4,0.5,0.5,0.2,0.5,0.5,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.62,0.77,Double Rare,walking-wake-ex,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/walking-wake-ex-50,sv5-50,542794,singles
2026-08-23T17:19:56+02:00,,414,kodama,kodama,TEF 51,51,760681,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,70,1805,https://images.tcggo.com/tcggo/storage/21357/pikachu-tef-51-temporal-forces.png,https://www.tcggo.com/external/cm/1805,https://www.tcggo.com/external/tcgplayer/1805,Pikachu,Pikachu 51,0.14,0.11,,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.56,0.21,Common,pikachu,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/pikachu-51,sv5-51,542795,singles
2026-08-23T17:19:56+02:00,,448,cochi8i,cochi8i,TEF 52,52,760682,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,130,1806,https://images.tcggo.com/tcggo/storage/1814/raichu-tef-52-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1806,https://www.tcggo.com/external/tcgplayer/1806,Raichu,Raichu 52,0.08,0.06,4071,EUR,[],,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.15,Common,raichu,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/raichu-52,sv5-52,542796,singles
2026-08-23T17:19:56+02:00,,428,Uta,uta,TEF 53,53,760683,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,90,1807,https://images.tcggo.com/tcggo/storage/1815/electabuzz-tef-53-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1807,https://www.tcggo.com/external/tcgplayer/1807,Electabuzz,Electabuzz 53,0.03,0.03,10757,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,electabuzz,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/electabuzz-53,sv5-53,542797,singles
