captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.lang,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,lang,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-09-24T19:50:53+02:00,776,Yoshimi Miyoshi,yoshimi-miyoshi,30C 135,135,907743,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65658,https://images.tcggo.com/tcggo/storage/55108/morpeko-30c-135-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65658,https://www.tcggo.com/external/tcgplayer/65658,Morpeko,Morpeko 135,7.4,6.92,378,EUR,[],4,5,5,5.5,5.5,4,5.49,5.49,2.97,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,9.12,Illustration Rare,morpeko,,https://www.tcggo.com/pokemon/30th-celebration/morpeko-11,30C-135,716223,singles
2026-09-24T19:50:53+02:00,432,Whisker,whisker,30C 136,136,907744,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65659,https://images.tcggo.com/tcggo/storage/55109/drifloon-30c-136-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65659,https://www.tcggo.com/external/tcgplayer/65659,Drifloon,Drifloon 136,5.07,4.88,390,EUR,[],2.5,2.99,2.99,4.99,4.99,2.5,3.99,3.99,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,6.35,Illustration Rare,drifloon,,https://www.tcggo.com/pokemon/30th-celebration/drifloon-17,30C-136,696684,singles
2026-09-24T19:50:53+02:00,765,YASHIRO Nanaco,yashiro-nanaco,30C 137,137,907745,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65660,https://images.tcggo.com/tcggo/storage/55110/chandelure-30c-137-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65660,https://www.tcggo.com/external/tcgplayer/65660,Chandelure,Chandelure 137,3.8,3.8,398,EUR,[],1,2,2,3.75,3.75,1,3.5,3.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,5.01,Illustration Rare,chandelure,,https://www.tcggo.com/pokemon/30th-celebration/chandelure-17,30C-137,716224,singles
2026-09-24T19:50:53+02:00,831,Raita Kazama,raita-kazama,30C 138,138,907746,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65661,https://images.tcggo.com/tcggo/storage/55111/lycanroc-30c-138-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65661,https://www.tcggo.com/external/tcgplayer/65661,Lycanroc,Lycanroc 138,3.68,3.52,501,EUR,[],1.99,2.5,2.5,2.5,2.5,1.99,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3.09,Illustration Rare,lycanroc,,https://www.tcggo.com/pokemon/30th-celebration/lycanroc-12,30C-138,696685,singles
2026-09-24T19:50:53+02:00,374,OKUBO,okubo,30C 139,139,907747,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65662,https://images.tcggo.com/tcggo/storage/55112/alolan-meowth-30c-139-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65662,https://www.tcggo.com/external/tcgplayer/65662,Alolan Meowth,Alolan Meowth 139,10.48,10.12,413,EUR,[],5.88,7,7,7,7,5.88,8,8,2.98,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,10.8,Illustration Rare,alolan-meowth,,https://www.tcggo.com/pokemon/30th-celebration/alolan-meowth-3,30C-139,714360,singles
2026-09-24T19:50:53+02:00,373,GOSSAN,gossan,30C 140,140,907748,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65663,https://images.tcggo.com/tcggo/storage/55113/scraggy-30c-140-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65663,https://www.tcggo.com/external/tcgplayer/65663,Scraggy,Scraggy 140,2.9,2.9,451,EUR,[],1.33,0.8,0.8,2.45,2.45,1.5,2.74,2.75,1.15,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.58,Illustration Rare,scraggy,,https://www.tcggo.com/pokemon/30th-celebration/scraggy-18,30C-140,716225,singles
2026-09-24T19:50:53+02:00,374,OKUBO,okubo,30C 141,141,907749,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65664,https://images.tcggo.com/tcggo/storage/55114/galarian-meowth-30c-141-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65664,https://www.tcggo.com/external/tcgplayer/65664,Galarian Meowth,Galarian Meowth 141,10.18,9.81,363,EUR,[],4.8,7.3,7.3,6.5,6.5,4.8,9.4,9.4,4.97,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,12.28,Illustration Rare,galarian-meowth,,https://www.tcggo.com/pokemon/30th-celebration/galarian-meowth-5,30C-141,716226,singles
2026-09-24T19:50:53+02:00,369,toriyufu,toriyufu,30C 142,142,907750,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65665,https://images.tcggo.com/tcggo/storage/55115/gholdengo-30c-142-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65665,https://www.tcggo.com/external/tcgplayer/65665,Gholdengo,Gholdengo 142,2.93,2.82,499,EUR,[],1.8,1.95,2,2,2,1.8,2.5,2.5,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3,Illustration Rare,gholdengo,,https://www.tcggo.com/pokemon/30th-celebration/gholdengo-3,30C-142,716227,singles
2026-09-24T19:50:53+02:00,374,OKUBO,okubo,30C 144,144,907751,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65667,https://images.tcggo.com/tcggo/storage/55117/meowth-30c-144-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65667,https://www.tcggo.com/external/tcgplayer/65667,Meowth,Meowth 144,12.39,12.03,381,EUR,[],7,9,9.89,11,11,7,12.99,12.99,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,16.8,Illustration Rare,meowth,,https://www.tcggo.com/pokemon/30th-celebration/meowth-29,30C-144,714358,singles
2026-09-24T19:50:53+02:00,1309,313,313,30C 145,145,907752,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65668,https://images.tcggo.com/tcggo/storage/55118/hisuian-zorua-30c-145-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65668,https://www.tcggo.com/external/tcgplayer/65668,Hisuian Zorua,Hisuian Zorua 145,7.48,7.06,453,EUR,[],3.3,5,5,5,5,3.3,7,7,1.45,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,9.83,Illustration Rare,hisuian-zorua,,https://www.tcggo.com/pokemon/30th-celebration/hisuian-zorua-3,30C-145,696686,singles
2026-09-24T19:50:53+02:00,389,osare,osare,30C 146,146,907753,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11325.33,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65669,https://images.tcggo.com/tcggo/storage/55119/maushold-30c-146-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65669,https://www.tcggo.com/external/tcgplayer/65669,Maushold,Maushold 146,12.02,11.44,321,EUR,[],10,10.98,10.98,7.49,7.49,10,6,6,3,3,USD,,,,,,,,,,,,,106.84,1,,,,,,,,,,,EUR,22.09,Illustration Rare,maushold,,https://www.tcggo.com/pokemon/30th-celebration/maushold-4,30C-146,716228,singles
2026-09-24T19:50:53+02:00,460,Atsushi Furusawa,atsushi-furusawa,30C 147,147,907754,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65670,https://images.tcggo.com/tcggo/storage/55120/fuecoco-ex-30c-147-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65670,https://www.tcggo.com/external/tcgplayer/65670,Fuecoco ex,Fuecoco ex 147,19.78,19.45,270,EUR,[],15,16,16,14,14,15,20,20,13.9,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,19.15,Special Illustration Rare,fuecoco-ex,,https://www.tcggo.com/pokemon/30th-celebration/fuecoco-ex,30C-147,716229,singles
2026-09-24T19:50:53+02:00,459,GIDORA,gidora,30C 148,148,907755,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65671,https://images.tcggo.com/tcggo/storage/55121/greninja-ex-30c-148-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65671,https://www.tcggo.com/external/tcgplayer/65671,Greninja ex,Greninja ex 148,31.13,29.85,327,EUR,[],20.9,20,20,25,25,20.9,36.95,36.95,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,33.99,Special Illustration Rare,greninja-ex,,https://www.tcggo.com/pokemon/30th-celebration/greninja-ex-1,30C-148,716230,singles
2026-09-24T19:50:53+02:00,454,kantaro,kantaro,30C 149,149,907756,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65672,https://images.tcggo.com/tcggo/storage/55122/pikachu-ex-30c-149-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65672,https://www.tcggo.com/external/tcgplayer/65672,Pikachu ex,Pikachu ex 149,107.19,103.44,400,EUR,[],77,76.99,76.99,64.5,64.5,77,90,95,69.9,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,69.83,Special Illustration Rare,pikachu-ex,,https://www.tcggo.com/pokemon/30th-celebration/pikachu-ex-4,30C-149,712953,singles
2026-09-24T19:50:53+02:00,454,kantaro,kantaro,30C 150,150,907757,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65673,https://images.tcggo.com/tcggo/storage/55123/pikachu-ex-30c-150-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65673,https://www.tcggo.com/external/tcgplayer/65673,Pikachu ex,Pikachu ex 150,123.21,117.7,298,EUR,[],94.99,76.99,76.99,70,70,94.99,105,105,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,93.45,Special Illustration Rare,pikachu-ex,,https://www.tcggo.com/pokemon/30th-celebration/pikachu-ex-5,30C-150,712954,singles
2026-09-24T19:50:53+02:00,522,You Iribi,you-iribi,30C 153,153,907758,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65674,https://images.tcggo.com/tcggo/storage/55126/sylveon-ex-30c-153-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65674,https://www.tcggo.com/external/tcgplayer/65674,Sylveon ex,Sylveon ex 153,74.18,69.69,378,EUR,[],52.99,50,50,49.5,49.5,52.99,74.99,74.99,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,58.44,Special Illustration Rare,sylveon-ex,,https://www.tcggo.com/pokemon/30th-celebration/sylveon-ex-1,30C-153,716231,singles
2026-09-24T19:50:53+02:00,434,AKIRA EGAWA,akira-egawa,30C 155,155,907759,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65675,https://images.tcggo.com/tcggo/storage/55128/jirachi-ex-30c-155-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65675,https://www.tcggo.com/external/tcgplayer/65675,Jirachi ex,Jirachi ex 155,58.39,55.32,332,EUR,[],45,40,40,44.4,44.4,45,59,59,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,60.38,Special Illustration Rare,jirachi-ex,,https://www.tcggo.com/pokemon/30th-celebration/jirachi-ex,30C-155,716232,singles
2026-09-24T19:50:53+02:00,486,Ryota Murayama,ryota-murayama,30C 156,156,907760,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65676,https://images.tcggo.com/tcggo/storage/55129/salamence-ex-30c-156-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65676,https://www.tcggo.com/external/tcgplayer/65676,Salamence ex,Salamence ex 156,28.21,27.73,329,EUR,[],20.5,20.99,20.99,21,21,20.5,34,34,15,15,USD,,,,,,,,,,,,,89.03,1,,,,,,,,,,,EUR,23.33,Special Illustration Rare,salamence-ex,,https://www.tcggo.com/pokemon/30th-celebration/salamence-ex-1,30C-156,716233,singles
2026-09-24T19:50:53+02:00,1252,YOSHIROTTEN,yoshirotten,30C 157,157,907761,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65677,https://images.tcggo.com/tcggo/storage/55130/mewtwo-ex-30c-157-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65677,https://www.tcggo.com/external/tcgplayer/65677,Mewtwo ex,Mewtwo ex 157,93.67,89.09,458,EUR,[],59.95,50,50,48,48,59.95,85,85,68.88,68.88,USD,,,71.37,2,,,,,,,,,,,,,,,,,,,,,EUR,65.02,Futuristic Rare,mewtwo-ex,,https://www.tcggo.com/pokemon/30th-celebration/mewtwo-ex-1,30C-157,696687,singles
2026-09-24T19:50:53+02:00,1252,YOSHIROTTEN,yoshirotten,30C 158,158,907762,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65678,https://images.tcggo.com/tcggo/storage/55131/mew-ex-30c-158-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65678,https://www.tcggo.com/external/tcgplayer/65678,Mew ex,Mew ex 158,106.1,97.97,438,EUR,[],70,65,65,72,72,70,95,95,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,95.26,Futuristic Rare,mew-ex,,https://www.tcggo.com/pokemon/30th-celebration/mew-ex-1,30C-158,696688,singles
2026-09-24T19:50:53+02:00,430,akagi,akagi,30C 056,056,907663,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65679,https://images.tcggo.com/tcggo/storage/55029/zekrom-30c-056-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65679,https://www.tcggo.com/external/tcgplayer/65679,Zekrom,Zekrom 056,0.16,0.16,701,EUR,[],0.02,0.05,0.05,0.03,0.03,0.02,0.02,0.04,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,rare,zekrom,,https://www.tcggo.com/pokemon/30th-celebration/zekrom-9,30C-056,716456,singles
2026-09-24T19:50:53+02:00,502,Bun Toujo,bun-toujo,30C 057,057,907664,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65680,https://images.tcggo.com/tcggo/storage/55030/zeraora-30c-057-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65680,https://www.tcggo.com/external/tcgplayer/65680,Zeraora,Zeraora 057,0.15,0.15,629,EUR,[],0.02,0.04,0.04,0.05,0.05,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,Common,zeraora,,https://www.tcggo.com/pokemon/30th-celebration/zeraora-10,30C-057,696831,singles
2026-09-24T19:50:53+02:00,410,Shimaris Yukichi,shimaris-yukichi,30C 058,058,907665,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11325.33,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65681,https://images.tcggo.com/tcggo/storage/55031/toxel-30c-058-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65681,https://www.tcggo.com/external/tcgplayer/65681,Toxel,Toxel 058,0.11,0.11,803,EUR,[],0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,toxel,,https://www.tcggo.com/pokemon/30th-celebration/toxel-9,30C-058,716457,singles
2026-09-24T19:50:53+02:00,487,Haru Akasaka,haru-akasaka,30C 059,059,907666,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65682,https://images.tcggo.com/tcggo/storage/55032/toxtricity-30c-059-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65682,https://www.tcggo.com/external/tcgplayer/65682,Toxtricity,Toxtricity 059,0.12,0.11,670,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,Common,toxtricity,,https://www.tcggo.com/pokemon/30th-celebration/toxtricity-10,30C-059,716458,singles
2026-09-24T19:50:53+02:00,473,Yuriko Akase,yuriko-akase,30C 060,060,907667,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65683,https://images.tcggo.com/tcggo/storage/55033/toxtricity-30c-060-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65683,https://www.tcggo.com/external/tcgplayer/65683,Toxtricity,Toxtricity 060,0.13,0.13,633,EUR,[],0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,toxtricity,,https://www.tcggo.com/pokemon/30th-celebration/toxtricity-11,30C-060,716459,singles
2026-09-24T19:50:53+02:00,463,Naoki Saito,naoki-saito,30C 061,061,907668,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65684,https://images.tcggo.com/tcggo/storage/55034/morpeko-30c-061-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65684,https://www.tcggo.com/external/tcgplayer/65684,Morpeko,Morpeko 061,0.18,0.18,637,EUR,[],0.05,0.04,0.04,0.02,0.02,0.05,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,morpeko,,https://www.tcggo.com/pokemon/30th-celebration/morpeko-12,30C-061,716460,singles
2026-09-24T19:50:53+02:00,439,Kazumasa Yasukuni,kazumasa-yasukuni,30C 062,062,907669,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11325.33,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65685,https://images.tcggo.com/tcggo/storage/55035/miraidon-30c-062-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65685,https://www.tcggo.com/external/tcgplayer/65685,Miraidon,Miraidon 062,0.16,0.16,611,EUR,[],0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,rare,miraidon,,https://www.tcggo.com/pokemon/30th-celebration/miraidon-7,30C-062,716461,singles
2026-09-24T19:50:53+02:00,405,nagimiso,nagimiso,30C 063,063,907670,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11325.33,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65686,https://images.tcggo.com/tcggo/storage/55036/mewtwo-30c-063-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65686,https://www.tcggo.com/external/tcgplayer/65686,Mewtwo,Mewtwo 063,0.47,0.46,492,EUR,[],0.03,0.2,0.2,0.25,0.25,0.03,0.02,0.04,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.59,rare,mewtwo,,https://www.tcggo.com/pokemon/30th-celebration/mewtwo-19,30C-063,716462,singles
2026-09-24T19:50:53+02:00,380,5ban Graphics,5ban-graphics,30C 064,064,907671,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65687,https://images.tcggo.com/tcggo/storage/55037/mewtwo-ex-30c-064-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65687,https://www.tcggo.com/external/tcgplayer/65687,Mewtwo ex,Mewtwo ex 064,1.33,1.33,550,EUR,[],0.5,0.55,0.55,0.85,0.85,0.5,0.99,1,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.03,Double Rare,mewtwo-ex,,https://www.tcggo.com/pokemon/30th-celebration/mewtwo-ex-2,30C-064,716463,singles
2026-09-24T19:50:53+02:00,444,danciao,danciao,30C 065,065,907672,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11325.33,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65688,https://images.tcggo.com/tcggo/storage/55038/mew-30c-065-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65688,https://www.tcggo.com/external/tcgplayer/65688,Mew,Mew 065,0.73,0.73,437,EUR,[],0.19,0.36,0.36,0.1,0.1,0.19,0.15,0.15,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.95,rare,mew,,https://www.tcggo.com/pokemon/30th-celebration/mew-13,30C-065,716464,singles
2026-09-24T19:50:53+02:00,371,aky CG Works,aky-cg-works,30C 066,066,907673,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65689,https://images.tcggo.com/tcggo/storage/55039/mew-ex-30c-066-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65689,https://www.tcggo.com/external/tcgplayer/65689,Mew ex,Mew ex 066,6.18,5.52,361,EUR,[],2.9,3,3,4.39,4.39,2.9,3.2,3.2,1.35,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,6.39,Double Rare,mew-ex,,https://www.tcggo.com/pokemon/30th-celebration/mew-ex-2,30C-066,716465,singles
2026-09-24T19:50:53+02:00,360,Saya Tsuruta,saya-tsuruta,30C 067,067,907674,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11325.33,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65690,https://images.tcggo.com/tcggo/storage/55040/marill-30c-067-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65690,https://www.tcggo.com/external/tcgplayer/65690,Marill,Marill 067,0.13,0.13,801,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,Common,marill,,https://www.tcggo.com/pokemon/30th-celebration/marill-21,30C-067,716466,singles
