captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,TWM 25,25,769199,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,210,1553,https://images.tcggo.com/tcggo/storage/1561/teal-mask-ogerpon-ex-twm-25-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1553,https://www.tcggo.com/external/tcgplayer/1553,Teal Mask Ogerpon ex,Teal Mask Ogerpon ex 25,3.79,3.91,542,EUR,[],,,,,,,,,3,2,2,6,6,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3.39,2.69,Double Rare,teal-mask-ogerpon-ex,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/teal-mask-ogerpon-ex-25,sv6-25,550069,singles
2026-08-23T17:19:56+02:00,,381,sowsow,sowsow,TWM 26,26,769200,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,70,1554,https://images.tcggo.com/tcggo/storage/1562/vulpix-twm-26-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1554,https://www.tcggo.com/external/tcgplayer/1554,Vulpix,Vulpix 26,0.05,0.04,10139,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.13,Common,vulpix,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/vulpix-26,sv6-26,550070,singles
2026-08-23T17:19:56+02:00,,382,KEIICHIRO ITO,keiichiro-ito,TWM 27,27,769201,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,120,1555,https://images.tcggo.com/tcggo/storage/1563/ninetales-twm-27-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1555,https://www.tcggo.com/external/tcgplayer/1555,Ninetales,Ninetales 27,0.05,0.06,6150,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Common,ninetales,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/ninetales-27,sv6-27,550071,singles
2026-08-23T17:19:56+02:00,,383,Gapao,gapao,TWM 28,28,769202,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,80,1556,https://images.tcggo.com/tcggo/storage/1564/slugma-twm-28-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1556,https://www.tcggo.com/external/tcgplayer/1556,Slugma,Slugma 28,0.03,0.02,12281,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.1,Common,slugma,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/slugma-28,sv6-28,550072,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,TWM 29,29,769203,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,270,1557,https://images.tcggo.com/tcggo/storage/1565/magcargo-ex-twm-29-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1557,https://www.tcggo.com/external/tcgplayer/1557,Magcargo ex,Magcargo ex 29,0.68,0.61,2182,EUR,[],,,,,,,,,0.1,0.2,0.2,0.25,0.25,0.1,0.4,0.5,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.53,0.76,Double Rare,magcargo-ex,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/magcargo-ex-29,sv6-29,550073,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,TWM 30,30,769204,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,130,1558,https://images.tcggo.com/tcggo/storage/1566/torkoal-twm-30-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1558,https://www.tcggo.com/external/tcgplayer/1558,Torkoal,Torkoal 30,0.06,0.03,6449,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,torkoal,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/torkoal-30,sv6-30,550074,singles
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,TWM 31,31,769205,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,60,1559,https://images.tcggo.com/tcggo/storage/1567/chimchar-twm-31-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1559,https://www.tcggo.com/external/tcgplayer/1559,Chimchar,Chimchar 31,0.05,0.06,12049,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.11,Common,chimchar,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/chimchar-31,sv6-31,550075,singles
2026-08-23T17:19:56+02:00,,387,Scav,scav,TWM 32,32,769206,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,90,1560,https://images.tcggo.com/tcggo/storage/1568/monferno-twm-32-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1560,https://www.tcggo.com/external/tcgplayer/1560,Monferno,Monferno 32,0.07,0.05,7065,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.12,Common,monferno,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/monferno-32,sv6-32,550076,singles
2026-08-23T17:19:56+02:00,,388,Takumi Wada,takumi-wada,TWM 33,33,769207,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,140,1561,https://images.tcggo.com/tcggo/storage/1569/infernape-twm-33-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1561,https://www.tcggo.com/external/tcgplayer/1561,Infernape,Infernape 33,0.08,0.09,9375,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.14,rare,infernape,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/infernape-33,sv6-33,550077,singles
2026-08-23T17:19:56+02:00,,389,osare,osare,TWM 34,34,769208,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,80,1562,https://images.tcggo.com/tcggo/storage/1570/darumaka-twm-34-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1562,https://www.tcggo.com/external/tcgplayer/1562,Darumaka,Darumaka 34,0.03,0.03,11930,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,darumaka,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/darumaka-34,sv6-34,550078,singles
2026-08-23T17:19:56+02:00,,374,OKUBO,okubo,TWM 35,35,769209,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,140,1563,https://images.tcggo.com/tcggo/storage/1571/darmanitan-twm-35-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1563,https://www.tcggo.com/external/tcgplayer/1563,Darmanitan,Darmanitan 35,0.03,0.04,9635,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Uncommon,darmanitan,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/darmanitan-35,sv6-35,550079,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,TWM 36,36,769210,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,60,1564,https://images.tcggo.com/tcggo/storage/1572/litwick-twm-36-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1564,https://www.tcggo.com/external/tcgplayer/1564,Litwick,Litwick 36,0.03,0.03,12016,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,litwick,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/litwick-36,sv6-36,550080,singles
2026-08-23T17:19:56+02:00,,390,Rond,rond,TWM 37,37,769211,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,80,1565,https://images.tcggo.com/tcggo/storage/1573/lampent-twm-37-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1565,https://www.tcggo.com/external/tcgplayer/1565,Lampent,Lampent 37,0.04,0.04,7170,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.09,Common,lampent,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/lampent-37,sv6-37,550081,singles
2026-08-23T17:19:56+02:00,,391,saino misaki,saino-misaki,TWM 38,38,769212,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,130,1566,https://images.tcggo.com/tcggo/storage/1574/chandelure-twm-38-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1566,https://www.tcggo.com/external/tcgplayer/1566,Chandelure,Chandelure 38,0.07,0.06,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.13,rare,chandelure,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/chandelure-38,sv6-38,550082,singles
2026-08-23T17:19:56+02:00,,392,Oku,oku,TWM 39,39,769213,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,110,1567,https://images.tcggo.com/tcggo/storage/1575/chi-yu-twm-39-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1567,https://www.tcggo.com/external/tcgplayer/1567,Chi-Yu,Chi-Yu 39,0.04,0.04,7028,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.13,Uncommon,chi-yu,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/chi-yu-39,sv6-39,550083,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,TWM 40,40,769214,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,210,1568,https://images.tcggo.com/tcggo/storage/1576/hearthflame-mask-ogerpon-ex-twm-40-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1568,https://www.tcggo.com/external/tcgplayer/1568,Hearthflame Mask Ogerpon ex,Hearthflame Mask Ogerpon ex 40,0.59,0.53,2317,EUR,[],,,,,,,,,0.2,0.03,0.03,0.37,0.37,0.2,0.4,0.4,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,0.68,Double Rare,hearthflame-mask-ogerpon-ex,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/hearthflame-mask-ogerpon-ex-40,sv6-40,550084,singles
2026-08-23T17:19:56+02:00,,393,Kedamahadaitai Yawarakai,kedamahadaitai-yawarakai,TWM 41,41,769215,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,60,1569,https://images.tcggo.com/tcggo/storage/1577/poliwag-twm-41-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1569,https://www.tcggo.com/external/tcgplayer/1569,Poliwag,Poliwag 41,0.03,0.03,11153,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.09,Common,poliwag,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/poliwag-41,sv6-41,550085,singles
2026-08-23T17:19:56+02:00,,394,OKACHEKE,okacheke,TWM 42,42,769216,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,100,1570,https://images.tcggo.com/tcggo/storage/1578/poliwhirl-twm-42-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1570,https://www.tcggo.com/external/tcgplayer/1570,Poliwhirl,Poliwhirl 42,0.04,0.03,6310,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Common,poliwhirl,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/poliwhirl-42,sv6-42,550086,singles
2026-08-23T17:19:56+02:00,,395,Nisota Niso,nisota-niso,TWM 43,43,769217,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,170,1571,https://images.tcggo.com/tcggo/storage/1579/poliwrath-twm-43-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1571,https://www.tcggo.com/external/tcgplayer/1571,Poliwrath,Poliwrath 43,0.04,0.03,8430,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,poliwrath,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/poliwrath-43,sv6-43,550087,singles
2026-08-23T17:19:56+02:00,,391,saino misaki,saino-misaki,TWM 44,44,769218,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,50,1572,https://images.tcggo.com/tcggo/storage/1580/goldeen-twm-44-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1572,https://www.tcggo.com/external/tcgplayer/1572,Goldeen,Goldeen 44,0.04,0.06,10890,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.09,Common,goldeen,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/goldeen-44,sv6-44,550088,singles
2026-08-23T17:19:56+02:00,,396,Gemi,gemi,TWM 45,45,769219,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,90,1573,https://images.tcggo.com/tcggo/storage/1581/seaking-twm-45-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1573,https://www.tcggo.com/external/tcgplayer/1573,Seaking,Seaking 45,0.04,0.03,6753,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.1,Common,seaking,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/seaking-45,sv6-45,550089,singles
2026-08-23T17:19:56+02:00,,383,Gapao,gapao,TWM 46,46,769220,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,90,1574,https://images.tcggo.com/tcggo/storage/1582/jynx-twm-46-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1574,https://www.tcggo.com/external/tcgplayer/1574,Jynx,Jynx 46,0.04,0.03,6906,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.1,Common,jynx,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/jynx-46,sv6-46,550090,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,TWM 47,47,769221,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,80,1575,https://images.tcggo.com/tcggo/storage/1583/corphish-twm-47-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1575,https://www.tcggo.com/external/tcgplayer/1575,Corphish,Corphish 47,0.03,0.03,12468,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Common,corphish,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/corphish-47,sv6-47,550091,singles
2026-08-23T17:19:56+02:00,,397,Kurata So,kurata-so,TWM 48,48,769222,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,130,1576,https://images.tcggo.com/tcggo/storage/1584/crawdaunt-twm-48-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1576,https://www.tcggo.com/external/tcgplayer/1576,Crawdaunt,Crawdaunt 48,0.03,0.02,6984,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,crawdaunt,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/crawdaunt-48,sv6-48,550092,singles
2026-08-23T17:19:56+02:00,,387,Scav,scav,TWM 49,49,769223,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,30,1577,https://images.tcggo.com/tcggo/storage/1585/feebas-twm-49-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1577,https://www.tcggo.com/external/tcgplayer/1577,Feebas,Feebas 49,0.03,0.03,11468,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,feebas,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/feebas-49,sv6-49,550093,singles
2026-08-23T17:19:56+02:00,,398,Taira Akitsu,taira-akitsu,TWM 50,50,769224,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,120,1578,https://images.tcggo.com/tcggo/storage/1586/milotic-twm-50-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1578,https://www.tcggo.com/external/tcgplayer/1578,Milotic,Milotic 50,0.03,0.03,6848,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Uncommon,milotic,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/milotic-50,sv6-50,550094,singles
2026-08-23T17:19:56+02:00,,399,Mékayu,mekayu,TWM 51,51,769225,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,60,1579,https://images.tcggo.com/tcggo/storage/1587/snorunt-twm-51-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1579,https://www.tcggo.com/external/tcgplayer/1579,Snorunt,Snorunt 51,0.03,0.04,10273,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.15,Common,snorunt,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/snorunt-51,sv6-51,550095,singles
