captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.ars.10.median_price,prices.ebay.graded.ars.10.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.gma.10.median_price,prices.ebay.graded.gma.10.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,CRZ 23,23,691740,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,260,3646,https://images.tcggo.com/tcggo/storage/3665/simisear-vstar-crz-23-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3646,https://www.tcggo.com/external/tcgplayer/3646,Simisear VSTAR,Simisear VSTAR 23,1283,1283,3,EUR,[],,,,,,,,,,0.5,0.8,0.8,0.9,0.9,0.5,1.8,1.8,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.09,1.28,Rare Holo VSTAR,simisear-vstar,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/simisear-vstar-23,swsh12pt5-23,478106,singles
2026-08-23T17:19:56+02:00,,499,Tika Matsuno,tika-matsuno,CRZ 24,24,691741,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,80,3647,https://images.tcggo.com/tcggo/storage/3666/larvesta-crz-24-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3647,https://www.tcggo.com/external/tcgplayer/3647,Larvesta,Larvesta 24,0.03,0.03,12818,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.09,Common,larvesta,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/larvesta-24,swsh12pt5-24,478107,singles
2026-08-23T17:19:56+02:00,,491,Yuya Oka,yuya-oka,CRZ 25,25,691742,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,130,3648,https://images.tcggo.com/tcggo/storage/3667/volcarona-crz-25-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3648,https://www.tcggo.com/external/tcgplayer/3648,Volcarona,Volcarona 25,0.08,0.1,3793,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.13,rare,volcarona,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/volcarona-25,swsh12pt5-25,478120,singles
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,CRZ 26,26,691743,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,130,3649,https://images.tcggo.com/tcggo/storage/3668/volcanion-crz-26-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3649,https://www.tcggo.com/external/tcgplayer/3649,Volcanion,Volcanion 26,0.33,0.43,1292,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.05,0.05,0.02,0.2,0.2,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.21,Rare Holo,volcanion,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/volcanion-26,swsh12pt5-26,478124,singles
2026-08-23T17:19:56+02:00,,498,Sekio,sekio,CRZ 27,27,691744,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,70,3650,https://images.tcggo.com/tcggo/storage/3669/salandit-crz-27-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3650,https://www.tcggo.com/external/tcgplayer/3650,Salandit,Salandit 27,0.03,0.03,12936,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.09,Common,salandit,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/salandit-27,swsh12pt5-27,478125,singles
2026-08-23T17:19:56+02:00,,529,aoki,aoki,CRZ 28,28,691745,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,120,3651,https://images.tcggo.com/tcggo/storage/3670/salazzle-crz-28-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3651,https://www.tcggo.com/external/tcgplayer/3651,Salazzle,Salazzle 28,0.03,0.04,10884,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.09,Uncommon,salazzle,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/salazzle-28,swsh12pt5-28,478126,singles
2026-08-23T17:19:56+02:00,,484,Kagemaru Himeno,kagemaru-himeno,CRZ 29,29,691746,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,70,3652,https://images.tcggo.com/tcggo/storage/3671/seel-crz-29-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3652,https://www.tcggo.com/external/tcgplayer/3652,Seel,Seel 29,0.03,0.03,13130,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.09,Common,seel,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/seel-29,swsh12pt5-29,478128,singles
2026-08-23T17:19:56+02:00,,437,Shigenori Negishi,shigenori-negishi,CRZ 30,30,691747,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,80,3653,https://images.tcggo.com/tcggo/storage/3672/galarian-mr-mime-crz-30-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3653,https://www.tcggo.com/external/tcgplayer/3653,Galarian Mr. Mime,Galarian Mr. Mime 30,0.03,0.03,13045,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.09,Common,galarian-mr-mime,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/galarian-mr-mime-30,swsh12pt5-30,478129,singles
2026-08-23T17:19:56+02:00,,414,kodama,kodama,CRZ 31,31,691748,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,120,3654,https://images.tcggo.com/tcggo/storage/3673/wailmer-crz-31-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3654,https://www.tcggo.com/external/tcgplayer/3654,Wailmer,Wailmer 31,0.03,0.03,12876,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,0.12,Common,wailmer,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/wailmer-31,swsh12pt5-31,478130,singles
2026-08-23T17:19:56+02:00,,524,KIYOTAKA OSHIYAMA,kiyotaka-oshiyama,CRZ 32,32,691749,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,220,3655,https://images.tcggo.com/tcggo/storage/3674/wailord-crz-32-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3655,https://www.tcggo.com/external/tcgplayer/3655,Wailord,Wailord 32,0.11,0.11,3521,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.15,rare,wailord,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/wailord-32,swsh12pt5-32,478131,singles
2026-08-23T17:19:56+02:00,,507,0313,0313,CRZ 33,33,691750,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,70,3656,https://images.tcggo.com/tcggo/storage/3675/corphish-crz-33-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3656,https://www.tcggo.com/external/tcgplayer/3656,Corphish,Corphish 33,0.03,0.03,13309,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.09,Common,corphish,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/corphish-33,swsh12pt5-33,478132,singles
2026-08-23T17:19:56+02:00,,485,otumami,otumami,CRZ 34,34,691751,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,60,3657,https://images.tcggo.com/tcggo/storage/3676/snorunt-crz-34-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3657,https://www.tcggo.com/external/tcgplayer/3657,Snorunt,Snorunt 34,0.03,0.03,13435,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.33,0.09,Common,snorunt,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/snorunt-34,swsh12pt5-34,478133,singles
2026-08-23T17:19:56+02:00,,438,Miki Tanaka,miki-tanaka,CRZ 35,35,512605,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,70,3658,https://images.tcggo.com/tcggo/storage/3677/luvdisc-crz-35-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3658,https://www.tcggo.com/external/tcgplayer/3658,Luvdisc,Luvdisc 35,0.03,0.03,13486,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.34,0.09,Common,luvdisc,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/luvdisc-35,swsh12pt5-35,478134,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,CRZ 36,36,691753,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,140,3659,https://images.tcggo.com/tcggo/storage/3678/kyogre-crz-36-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3659,https://www.tcggo.com/external/tcgplayer/3659,Kyogre,Kyogre 36,2.03,6.6,1004,EUR,[],,,,,,,,,,0.09,0.08,0.08,0.19,0.19,0.09,0.8,0.9,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.39,0.25,Rare Holo,kyogre,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/kyogre-36,swsh12pt5-36,478135,singles
2026-08-23T17:19:56+02:00,,475,PLANETA Tsuji,planeta-tsuji,CRZ 37,37,691754,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,230,3660,https://images.tcggo.com/tcggo/storage/3679/kyogre-v-crz-37-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3660,https://www.tcggo.com/external/tcgplayer/3660,Kyogre V,Kyogre V 37,1.5,1.53,930,EUR,[],,,,,,,,,,0.9,1.3,1.3,1.5,1.5,0.9,1.9,1.9,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.86,0.81,Rare Holo V,kyogre-v,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/kyogre-v-37,swsh12pt5-37,477053,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,CRZ 38,38,586368,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,210,3661,https://images.tcggo.com/tcggo/storage/3680/glaceon-v-crz-38-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3661,https://www.tcggo.com/external/tcgplayer/3661,Glaceon V,Glaceon V 38,1.89,2.14,618,EUR,[],,,,,,,,,,0.8,1.39,1,1.35,1.35,0.8,2,2,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.29,1.73,Rare Holo V,glaceon-v,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/glaceon-v-38,swsh12pt5-38,478138,singles
2026-08-23T17:19:56+02:00,,416,Mina Nakai,mina-nakai,CRZ 39,39,691756,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,60,3662,https://images.tcggo.com/tcggo/storage/3681/shinx-crz-39-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3662,https://www.tcggo.com/external/tcgplayer/3662,Shinx,Shinx 39,0.03,0.02,12655,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.1,Common,shinx,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/shinx-39,swsh12pt5-39,478141,singles
2026-08-23T17:19:56+02:00,,507,0313,0313,CRZ 40,40,691757,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,60,3663,https://images.tcggo.com/tcggo/storage/3682/shinx-crz-40-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3663,https://www.tcggo.com/external/tcgplayer/3663,Shinx,Shinx 40,0.03,0.03,12747,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,0.11,Common,shinx,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/shinx-40,swsh12pt5-40,478144,singles
2026-08-23T17:19:56+02:00,,440,Shibuzoh.,shibuzoh,CRZ 41,41,691758,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,80,3664,https://images.tcggo.com/tcggo/storage/3683/luxio-crz-41-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3664,https://www.tcggo.com/external/tcgplayer/3664,Luxio,Luxio 41,0.04,0.04,10203,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.37,0.1,Uncommon,luxio,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/luxio-41,swsh12pt5-41,478145,singles
2026-08-23T17:19:56+02:00,,531,Eri Yamaki,eri-yamaki,CRZ 42,42,691759,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,90,3665,https://images.tcggo.com/tcggo/storage/3684/luxio-crz-42-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3665,https://www.tcggo.com/external/tcgplayer/3665,Luxio,Luxio 42,0.04,0.04,10344,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.09,Uncommon,luxio,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/luxio-42,swsh12pt5-42,478146,singles
2026-08-23T17:19:56+02:00,,503,sui,sui,CRZ 43,43,691760,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,150,3666,https://images.tcggo.com/tcggo/storage/3685/luxray-crz-43-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3666,https://www.tcggo.com/external/tcgplayer/3666,Luxray,Luxray 43,0.12,0.11,2703,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.36,0.15,rare,luxray,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/luxray-43,swsh12pt5-43,478147,singles
2026-08-23T17:19:56+02:00,,486,Ryota Murayama,ryota-murayama,CRZ 44,44,691761,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,160,3667,https://images.tcggo.com/tcggo/storage/3686/luxray-crz-44-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3667,https://www.tcggo.com/external/tcgplayer/3667,Luxray,Luxray 44,0.13,0.14,2261,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.17,rare,luxray,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/luxray-44,swsh12pt5-44,478148,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,CRZ 45,45,691762,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,190,3668,https://images.tcggo.com/tcggo/storage/3687/rotom-v-crz-45-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3668,https://www.tcggo.com/external/tcgplayer/3668,Rotom V,Rotom V 45,0.85,0.69,1060,EUR,[],,,,,,,,,,0.2,0.5,0.6,0.4,0.4,0.2,0.7,0.7,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.63,0.85,Rare Holo V,rotom-v,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/rotom-v-45,swsh12pt5-45,478150,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,CRZ 46,46,691763,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,250,3669,https://images.tcggo.com/tcggo/storage/3689/rotom-vstar-crz-46-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3669,https://www.tcggo.com/external/tcgplayer/3669,Rotom VSTAR,Rotom VSTAR 46,1.47,1.47,609,EUR,[],,,,,,,,,,0.7,0.7,0.7,1.49,1.49,0.7,1.2,1.2,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.15,1.28,Rare Holo VSTAR,rotom-vstar,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/rotom-vstar-46,swsh12pt5-46,477054,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,CRZ 47,47,691764,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,70,3670,https://images.tcggo.com/tcggo/storage/3688/emolga-crz-47-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3670,https://www.tcggo.com/external/tcgplayer/3670,Emolga,Emolga 47,0.04,0.03,12350,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.34,0.13,Common,emolga,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/emolga-47,swsh12pt5-47,478156,singles
2026-08-23T17:19:56+02:00,,536,NC Empire,nc-empire,CRZ 48,48,691765,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,80,3671,https://images.tcggo.com/tcggo/storage/3690/eelektrik-crz-48-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3671,https://www.tcggo.com/external/tcgplayer/3671,Eelektrik,Eelektrik 48,0.03,0.03,11206,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.09,Uncommon,eelektrik,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/eelektrik-48,swsh12pt5-48,478157,singles
