captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,496,Cona Nitanda,cona-nitanda,SCR 26,26,785879,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,70,1280,https://images.tcggo.com/tcggo/storage/1284/scorbunny-scr-26-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1280,https://www.tcggo.com/external/tcgplayer/1280,Scorbunny,Scorbunny 26,0.05,0.08,8670,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,scorbunny,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/scorbunny-26,sv7-26,567252,singles
2026-08-23T17:19:56+02:00,404,aspara,aspara,SCR 27,27,785880,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,90,1281,https://images.tcggo.com/tcggo/storage/1285/raboot-scr-27-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1281,https://www.tcggo.com/external/tcgplayer/1281,Raboot,Raboot 27,0.04,0.03,4308,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.14,Common,raboot,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/raboot-27,sv7-27,567253,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,SCR 28,28,785881,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,320,1282,https://images.tcggo.com/tcggo/storage/1286/cinderace-ex-scr-28-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1282,https://www.tcggo.com/external/tcgplayer/1282,Cinderace ex,Cinderace ex 28,1.03,1.06,1136,EUR,[],,,,,,,,0.45,0.64,0.64,0.39,0.39,0.45,1,1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.75,0.79,Double Rare,cinderace-ex,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/cinderace-ex-28,sv7-28,567254,singles
2026-08-23T17:19:56+02:00,511,PLANETA Igarashi,planeta-igarashi,SCR 30,30,785883,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,330,1283,https://images.tcggo.com/tcggo/storage/1287/blastoise-ex-scr-30-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1283,https://www.tcggo.com/external/tcgplayer/1283,Blastoise ex,Blastoise ex 30,2.39,2.5,,EUR,[],,,,,,,,1,2,2,1.8,1.8,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.38,1.8,Double Rare,blastoise-ex,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/blastoise-ex-30,sv7-30,567256,singles
2026-08-23T17:19:56+02:00,403,rika,rika,SCR 31,31,785884,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,130,1284,https://images.tcggo.com/tcggo/storage/1288/lapras-scr-31-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1284,https://www.tcggo.com/external/tcgplayer/1284,Lapras,Lapras 31,0.05,0.06,9163,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,USD,,,,,,,,,,,,,,,,,,,126.68,2,,,,,,,,,,,,,,,EUR,0.25,0.13,Uncommon,lapras,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/lapras-31,sv7-31,567257,singles
2026-08-23T17:19:56+02:00,442,Krgc,krgc,SCR 29,29,785882,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,70,1285,https://images.tcggo.com/tcggo/storage/1289/charcadet-scr-29-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1285,https://www.tcggo.com/external/tcgplayer/1285,Charcadet,Charcadet 29,0.03,0.04,9442,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.1,Common,charcadet,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/charcadet-29,sv7-29,567255,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,SCR 32,32,785886,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,220,1286,https://images.tcggo.com/tcggo/storage/1290/lapras-ex-scr-32-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1286,https://www.tcggo.com/external/tcgplayer/1286,Lapras ex,Lapras ex 32,1.43,1.39,907,EUR,[],,,,,,,,0.49,0.8,0.99,1,1,0.49,1.2,1.2,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.42,1.27,Double Rare,lapras-ex,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/lapras-ex-32,sv7-32,567258,singles
2026-08-23T17:19:56+02:00,455,MARINA Chikazawa,marina-chikazawa,SCR 33,33,785887,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,70,1287,https://images.tcggo.com/tcggo/storage/1291/marill-scr-33-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1287,https://www.tcggo.com/external/tcgplayer/1287,Marill,Marill 33,0.03,0.03,8839,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Common,marill,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/marill-33,sv7-33,567259,singles
2026-08-23T17:19:56+02:00,386,Jerky,jerky,SCR 34,34,785888,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,120,1288,https://images.tcggo.com/tcggo/storage/1292/azumarill-scr-34-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1288,https://www.tcggo.com/external/tcgplayer/1288,Azumarill,Azumarill 34,0.04,0.04,10317,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,0.09,Uncommon,azumarill,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/azumarill-34,sv7-34,567260,singles
2026-08-23T17:19:56+02:00,425,Yukiko Baba,yukiko-baba,SCR 35,35,785889,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,50,1289,https://images.tcggo.com/tcggo/storage/1293/finneon-scr-35-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1289,https://www.tcggo.com/external/tcgplayer/1289,Finneon,Finneon 35,0.03,0.04,9388,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.09,Common,finneon,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/finneon-35,sv7-35,567261,singles
2026-08-23T17:19:56+02:00,437,Shigenori Negishi,shigenori-negishi,SCR 36,36,785890,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,110,1290,https://images.tcggo.com/tcggo/storage/1294/lumineon-scr-36-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1290,https://www.tcggo.com/external/tcgplayer/1290,Lumineon,Lumineon 36,0.03,0.04,10376,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Uncommon,lumineon,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/lumineon-36,sv7-36,567262,singles
2026-08-23T17:19:56+02:00,446,takashi shiraishi,takashi-shiraishi,SCR 37,37,785891,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,100,1291,https://images.tcggo.com/tcggo/storage/1295/tirtouga-scr-37-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1291,https://www.tcggo.com/external/tcgplayer/1291,Tirtouga,Tirtouga 37,0.03,0.04,9276,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.09,Common,tirtouga,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/tirtouga-37,sv7-37,567263,singles
2026-08-23T17:19:56+02:00,358,LINNE,linne,SCR 38,38,785892,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,160,1292,https://images.tcggo.com/tcggo/storage/1296/carracosta-scr-38-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1292,https://www.tcggo.com/external/tcgplayer/1292,Carracosta,Carracosta 38,0.07,0.16,8965,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,rare,carracosta,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/carracosta-38,sv7-38,567264,singles
2026-08-23T17:19:56+02:00,376,MINAMINAMI Take,minaminami-take,SCR 39,39,785893,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,60,1293,https://images.tcggo.com/tcggo/storage/1297/froakie-scr-39-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1293,https://www.tcggo.com/external/tcgplayer/1293,Froakie,Froakie 39,0.03,0.03,8956,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,froakie,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/froakie-39,sv7-39,567265,singles
2026-08-23T17:19:56+02:00,518,Ryuta Fuse,ryuta-fuse,SCR 40,40,785894,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,90,1294,https://images.tcggo.com/tcggo/storage/1298/frogadier-scr-40-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1294,https://www.tcggo.com/external/tcgplayer/1294,Frogadier,Frogadier 40,0.04,0.07,10168,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.1,Uncommon,frogadier,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/frogadier-40,sv7-40,567266,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,SCR 41,41,785895,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,300,1295,https://images.tcggo.com/tcggo/storage/1299/greninja-ex-scr-41-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1295,https://www.tcggo.com/external/tcgplayer/1295,Greninja ex,Greninja ex 41,0.88,0.92,,EUR,[],,,,,,,,0.49,0.45,0.67,0.48,0.48,0.49,0.9,1.3,0.3,0.3,USD,,,,,,,,,,,,,,,,,13.67,1,,,,,,,,,,,,,,,,,EUR,1.09,0.85,Double Rare,greninja-ex,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/greninja-ex-41,sv7-41,567267,singles
2026-08-23T17:19:56+02:00,405,nagimiso,nagimiso,SCR 42,42,785896,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,160,1296,https://images.tcggo.com/tcggo/storage/1300/crabominable-scr-42-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1296,https://www.tcggo.com/external/tcgplayer/1296,Crabominable,Crabominable 42,0.03,0.03,11363,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Uncommon,crabominable,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/crabominable-42,sv7-42,567268,singles
2026-08-23T17:19:56+02:00,422,Dsuke,dsuke,SCR 44,44,785898,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,140,1297,https://images.tcggo.com/tcggo/storage/1301/drednaw-scr-44-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1297,https://www.tcggo.com/external/tcgplayer/1297,Drednaw,Drednaw 44,0.05,0.07,9129,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,rare,drednaw,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/drednaw-44,sv7-44,567270,singles
2026-08-23T17:19:56+02:00,401,Yuka Morii,yuka-morii,SCR 43,43,785897,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,80,1298,https://images.tcggo.com/tcggo/storage/1303/chewtle-scr-43-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1298,https://www.tcggo.com/external/tcgplayer/1298,Chewtle,Chewtle 43,0.06,0.06,4456,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.15,Common,chewtle,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/chewtle-43,sv7-43,567269,singles
2026-08-23T17:19:56+02:00,472,GOTO minori,goto-minori,SCR 45,45,785899,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,130,1299,https://images.tcggo.com/tcggo/storage/1302/veluza-scr-45-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1299,https://www.tcggo.com/external/tcgplayer/1299,Veluza,Veluza 45,0.03,0.02,14883,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Uncommon,veluza,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/veluza-45,sv7-45,567271,singles
2026-08-23T17:19:56+02:00,368,Oswaldo KATO,oswaldo-kato,SCR 46,46,785900,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,90,1300,https://images.tcggo.com/tcggo/storage/1304/electabuzz-scr-46-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1300,https://www.tcggo.com/external/tcgplayer/1300,Electabuzz,Electabuzz 46,0.03,0.03,9368,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Common,electabuzz,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/electabuzz-46,sv7-46,567272,singles
2026-08-23T17:19:56+02:00,500,chibi,chibi,SCR 47,47,785901,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,150,1301,https://images.tcggo.com/tcggo/storage/1305/electivire-scr-47-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1301,https://www.tcggo.com/external/tcgplayer/1301,Electivire,Electivire 47,0.03,0.03,10487,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Uncommon,electivire,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/electivire-47,sv7-47,567273,singles
2026-08-23T17:19:56+02:00,377,Souichirou Gunjima,souichirou-gunjima,SCR 48,48,785902,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,70,1302,https://images.tcggo.com/tcggo/storage/1306/chinchou-scr-48-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1302,https://www.tcggo.com/external/tcgplayer/1302,Chinchou,Chinchou 48,0.03,0.04,9611,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Common,chinchou,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/chinchou-48,sv7-48,567274,singles
2026-08-23T17:19:56+02:00,426,Akira Komayama,akira-komayama,SCR 49,49,785903,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,120,1303,https://images.tcggo.com/tcggo/storage/1307/lanturn-scr-49-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1303,https://www.tcggo.com/external/tcgplayer/1303,Lanturn,Lanturn 49,0.04,0.06,10675,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.09,0.09,Uncommon,lanturn,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/lanturn-49,sv7-49,567275,singles
2026-08-23T17:19:56+02:00,395,Nisota Niso,nisota-niso,SCR 50,50,785904,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,30,1304,https://images.tcggo.com/tcggo/storage/1308/joltik-scr-50-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1304,https://www.tcggo.com/external/tcgplayer/1304,Joltik,Joltik 50,0.07,0.08,7003,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,0.17,Common,joltik,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/joltik-50,sv7-50,567276,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,SCR 51,51,785905,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,260,1305,https://images.tcggo.com/tcggo/storage/1309/galvantula-ex-scr-51-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1305,https://www.tcggo.com/external/tcgplayer/1305,Galvantula ex,Galvantula ex 51,0.78,0.84,1432,EUR,[],,,,,,,,0.1,0.45,0.45,0.3,0.3,0.1,0.99,0.99,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.74,0.85,Double Rare,galvantula-ex,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/galvantula-ex-51,sv7-51,567277,singles
2026-08-23T17:19:56+02:00,400,Makura Tami,makura-tami,SCR 52,52,785906,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,80,1306,https://images.tcggo.com/tcggo/storage/1310/charjabug-scr-52-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1306,https://www.tcggo.com/external/tcgplayer/1306,Charjabug,Charjabug 52,0.03,0.04,9537,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.09,Common,charjabug,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/charjabug-52,sv7-52,567278,singles
2026-08-23T17:19:56+02:00,443,Shiburingaru,shiburingaru,SCR 53,53,785907,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,160,1307,https://images.tcggo.com/tcggo/storage/1311/vikavolt-scr-53-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1307,https://www.tcggo.com/external/tcgplayer/1307,Vikavolt,Vikavolt 53,0.03,0.02,10918,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Uncommon,vikavolt,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/vikavolt-53,sv7-53,567279,singles
2026-08-23T17:19:56+02:00,363,Anesaki Dynamic,anesaki-dynamic,SCR 55,55,785909,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,120,1308,https://images.tcggo.com/tcggo/storage/1312/zeraora-scr-55-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1308,https://www.tcggo.com/external/tcgplayer/1308,Zeraora,Zeraora 55,0.06,0.07,8826,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,rare,zeraora,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/zeraora-55,sv7-55,567281,singles
