captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,524,KIYOTAKA OSHIYAMA,kiyotaka-oshiyama,SVI 63,63,702359,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3261,https://images.tcggo.com/tcggo/storage/3277/magnemite-svi-63-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3261,https://www.tcggo.com/external/tcgplayer/3261,Magnemite,Magnemite 63,0.03,0.03,11653,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.12,Common,magnemite,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/magnemite-63-1,sv1-63,487916,singles
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,SVI 64,64,702360,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,90,3262,https://images.tcggo.com/tcggo/storage/3278/magneton-svi-64-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3262,https://www.tcggo.com/external/tcgplayer/3262,Magneton,Magneton 64,0.04,0.04,6462,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.13,Common,magneton,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/magneton-64-1,sv1-64,487917,singles
2026-08-23T17:19:56+02:00,,394,OKACHEKE,okacheke,SVI 62,62,702357,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,70,3263,https://images.tcggo.com/tcggo/storage/3279/tatsugiri-svi-62-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3263,https://www.tcggo.com/external/tcgplayer/3263,Tatsugiri,Tatsugiri 62,0.03,0.03,12674,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,tatsugiri,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/tatsugiri-62,sv1-62,487914,singles
2026-08-23T17:19:56+02:00,,395,Nisota Niso,nisota-niso,SVI 69,69,702365,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3264,https://images.tcggo.com/tcggo/storage/3280/rotom-svi-69-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3264,https://www.tcggo.com/external/tcgplayer/3264,Rotom,Rotom 69,0.03,0.05,4931,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.13,Common,rotom,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/rotom-69,sv1-69,487923,singles
2026-08-23T17:19:56+02:00,,406,Narumi Sato,narumi-sato,SVI 66,66,702362,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3265,https://images.tcggo.com/tcggo/storage/3281/mareep-svi-66-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3265,https://www.tcggo.com/external/tcgplayer/3265,Mareep,Mareep 66,0.04,0.04,6394,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,Common,mareep,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/mareep-66,sv1-66,487919,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,SVI 76,76,702372,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,130,3266,https://images.tcggo.com/tcggo/storage/3282/pawmot-svi-76-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3266,https://www.tcggo.com/external/tcgplayer/3266,Pawmot,Pawmot 76,0.17,0.16,1098,EUR,[],,,,,,,,,0.02,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.15,rare,pawmot,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/pawmot-76-1,sv1-76,487931,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,SVI 75,75,702371,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,90,3267,https://images.tcggo.com/tcggo/storage/3283/pawmo-svi-75-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3267,https://www.tcggo.com/external/tcgplayer/3267,Pawmo,Pawmo 75,0.04,0.05,,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,pawmo,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/pawmo-75-1,sv1-75,487930,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,SVI 80,80,702377,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,120,3268,https://images.tcggo.com/tcggo/storage/3284/miraidon-svi-80-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3268,https://www.tcggo.com/external/tcgplayer/3268,Miraidon,Miraidon 80,0.06,0.05,7422,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.14,rare,miraidon,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/miraidon-80,sv1-80,487942,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,SVI 77,77,702374,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,50,3269,https://images.tcggo.com/tcggo/storage/3285/wattrel-svi-77-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3269,https://www.tcggo.com/external/tcgplayer/3269,Wattrel,Wattrel 77,0.04,0.04,5158,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.11,Common,wattrel,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/wattrel-77,sv1-77,487932,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,SVI 81,81,689766,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,220,3270,https://images.tcggo.com/tcggo/storage/3286/miraidon-ex-svi-81-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3270,https://www.tcggo.com/external/tcgplayer/3270,Miraidon ex,Miraidon ex 81,0.6,0.59,2390,EUR,[],,,,,,,,,0.05,0.35,0.35,0.3,0.3,0.05,0.15,0.15,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.54,0.67,Double Rare,miraidon-ex,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/miraidon-ex-81,sv1-81,475420,singles
2026-08-23T17:19:56+02:00,,521,Shin Nagasawa,shin-nagasawa,SVI 78,78,702375,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3271,https://images.tcggo.com/tcggo/storage/3287/wattrel-svi-78-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3271,https://www.tcggo.com/external/tcgplayer/3271,Wattrel,Wattrel 78,0.03,0.03,4911,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.1,Common,wattrel,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/wattrel-78,sv1-78,487933,singles
2026-08-23T17:19:56+02:00,,364,Toshinao Aoki,toshinao-aoki,SVI 83,83,702379,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,110,3272,https://images.tcggo.com/tcggo/storage/3288/hypno-svi-83-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3272,https://www.tcggo.com/external/tcgplayer/3272,Hypno,Hypno 83,0.04,0.02,6970,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.12,Uncommon,hypno,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/hypno-83,sv1-83,487946,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,SVI 79,79,702376,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,120,3273,https://images.tcggo.com/tcggo/storage/3289/kilowattrel-svi-79-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3273,https://www.tcggo.com/external/tcgplayer/3273,Kilowattrel,Kilowattrel 79,0.04,0.05,7849,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.1,Uncommon,kilowattrel,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/kilowattrel-79,sv1-79,487935,singles
2026-08-23T17:19:56+02:00,,489,N-DESIGN Inc.,n-design-inc,SVI 86,86,702382,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,310,3274,https://images.tcggo.com/tcggo/storage/3290/gardevoir-ex-svi-86-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3274,https://www.tcggo.com/external/tcgplayer/3274,Gardevoir ex,Gardevoir ex 86,0.61,0.68,2281,EUR,[],,,,,,,,,0.08,0.3,0.3,0.59,0.59,0.08,0.45,0.45,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.6,0.85,Double Rare,gardevoir-ex,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/gardevoir-ex-86,sv1-86,487951,singles
2026-08-23T17:19:56+02:00,,546,zig,zig,SVI 94,94,702390,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,70,3275,https://images.tcggo.com/tcggo/storage/3291/dedenne-svi-94-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3275,https://www.tcggo.com/external/tcgplayer/3275,Dedenne,Dedenne 94,3.81,4.11,107,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,dedenne,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/dedenne-94,sv1-94,487961,singles
2026-08-23T17:19:56+02:00,,394,OKACHEKE,okacheke,SVI 82,82,702378,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,70,3276,https://images.tcggo.com/tcggo/storage/3292/drowzee-svi-82-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3276,https://www.tcggo.com/external/tcgplayer/3276,Drowzee,Drowzee 82,0.04,0.04,6766,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.13,Common,drowzee,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/drowzee-82,sv1-82,487944,singles
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,SVI 96,96,702392,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,70,3277,https://images.tcggo.com/tcggo/storage/3293/klefki-svi-96-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3277,https://www.tcggo.com/external/tcgplayer/3277,Klefki,Klefki 96,0.08,0.07,4696,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.21,rare,klefki,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/klefki-96,sv1-96,486602,singles
2026-08-23T17:19:56+02:00,,499,Tika Matsuno,tika-matsuno,SVI 84,84,702380,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,70,3278,https://images.tcggo.com/tcggo/storage/3294/ralts-svi-84-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3278,https://www.tcggo.com/external/tcgplayer/3278,Ralts,Ralts 84,0.04,0.05,9294,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.13,Common,ralts,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/ralts-84,sv1-84,487948,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,SVI 97,97,702393,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,50,3279,https://images.tcggo.com/tcggo/storage/3295/fidough-svi-97-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3279,https://www.tcggo.com/external/tcgplayer/3279,Fidough,Fidough 97,0.05,0.07,4361,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.13,Common,fidough,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/fidough-97,sv1-97,487968,singles
2026-08-23T17:19:56+02:00,,408,kawayoo,kawayoo,SVI 85,85,702381,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,90,3280,https://images.tcggo.com/tcggo/storage/3296/kirlia-svi-85-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3280,https://www.tcggo.com/external/tcgplayer/3280,Kirlia,Kirlia 85,0.04,0.03,5235,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.15,Common,kirlia,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/kirlia-85,sv1-85,487949,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,SVI 98,98,702394,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3281,https://images.tcggo.com/tcggo/storage/3297/fidough-svi-98-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3281,https://www.tcggo.com/external/tcgplayer/3281,Fidough,Fidough 98,0.04,0.04,,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.15,Common,fidough,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/fidough-98,sv1-98,487969,singles
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,SVI 87,87,702383,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3282,https://images.tcggo.com/tcggo/storage/3298/shuppet-svi-87-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3282,https://www.tcggo.com/external/tcgplayer/3282,Shuppet,Shuppet 87,0.03,0.03,10575,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.11,Common,shuppet,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/shuppet-87,sv1-87,487952,singles
2026-08-23T17:19:56+02:00,,499,Tika Matsuno,tika-matsuno,SVI 101,101,702397,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,40,3283,https://images.tcggo.com/tcggo/storage/3299/flittle-svi-101-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3283,https://www.tcggo.com/external/tcgplayer/3283,Flittle,Flittle 101,0.04,0.03,5190,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.13,Common,flittle,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/flittle-101,sv1-101,487975,singles
2026-08-23T17:19:56+02:00,,398,Taira Akitsu,taira-akitsu,SVI 89,89,702385,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,70,3284,https://images.tcggo.com/tcggo/storage/3300/drifloon-svi-89-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3284,https://www.tcggo.com/external/tcgplayer/3284,Drifloon,Drifloon 89,0.04,0.06,11349,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,Common,drifloon,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/drifloon-89,sv1-89,487955,singles
2026-08-23T17:19:56+02:00,,409,Yuu Nishida,yuu-nishida,SVI 90,90,702386,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,110,3285,https://images.tcggo.com/tcggo/storage/3301/drifblim-svi-90-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3285,https://www.tcggo.com/external/tcgplayer/3285,Drifblim,Drifblim 90,0.03,0.04,7592,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.12,Uncommon,drifblim,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/drifblim-90,sv1-90,487956,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,SVI 91,91,702387,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,40,3286,https://images.tcggo.com/tcggo/storage/3302/flabebe-svi-91-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3286,https://www.tcggo.com/external/tcgplayer/3286,Flabébé,Flabébé 91,0.03,0.03,11654,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.09,Common,flabebe,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/flabebe-91,sv1-91,487958,singles
2026-08-23T17:19:56+02:00,,462,hncl,hncl,SVI 65,65,702361,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,330,3287,https://images.tcggo.com/tcggo/storage/3303/magnezone-ex-svi-65-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3287,https://www.tcggo.com/external/tcgplayer/3287,Magnezone ex,Magnezone ex 65,0.6,0.56,2237,EUR,[],,,,,,,,,0.1,0.29,0.29,0.3,0.3,0.1,0.5,0.5,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.62,0.84,Double Rare,magnezone-ex,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/magnezone-ex-65,sv1-65,486612,singles
