captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,429,DOM,dom,PAF 26,26,751559,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,100,1998,https://images.tcggo.com/tcggo/storage/2008/xatu-paf-26-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1998,https://www.tcggo.com/external/tcgplayer/1998,Xatu,Xatu 26,0.1,0.2,10391,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.15,rare,xatu,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/xatu-26,sv4pt5-26,534171,singles
2026-08-23T17:19:56+02:00,489,N-DESIGN Inc.,n-design-inc,PAF 29,29,751562,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,310,1999,https://images.tcggo.com/tcggo/storage/2009/gardevoir-ex-paf-29-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1999,https://www.tcggo.com/external/tcgplayer/1999,Gardevoir ex,Gardevoir ex 29,0.74,0.66,2362,EUR,[],,,,,,,,,0.3,0.49,0.49,0.5,0.5,0.3,0.5,0.5,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.6,0.85,Double Rare,gardevoir-ex,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/gardevoir-ex-29,sv4pt5-29,534175,singles
2026-08-23T17:19:56+02:00,503,sui,sui,PAF 30,30,751563,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,2000,https://images.tcggo.com/tcggo/storage/2010/chimecho-paf-30-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2000,https://www.tcggo.com/external/tcgplayer/2000,Chimecho,Chimecho 30,0.03,0.02,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,chimecho,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/chimecho-30,sv4pt5-30,534176,singles
2026-08-23T17:19:56+02:00,378,Kouki Saitou,kouki-saitou,PAF 43,43,751580,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,140,2001,https://images.tcggo.com/tcggo/storage/2011/houndstone-paf-43-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2001,https://www.tcggo.com/external/tcgplayer/2001,Houndstone,Houndstone 43,0.05,0.05,10971,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,rare,houndstone,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/houndstone-43,sv4pt5-43,534190,singles
2026-08-23T17:19:56+02:00,363,Anesaki Dynamic,anesaki-dynamic,PAF 47,47,751584,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,140,2002,https://images.tcggo.com/tcggo/storage/2012/annihilape-paf-47-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2002,https://www.tcggo.com/external/tcgplayer/2002,Annihilape,Annihilape 47,0.06,0.05,10368,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,rare,annihilape,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/annihilape-47,sv4pt5-47,534197,singles
2026-08-23T17:19:56+02:00,381,sowsow,sowsow,PAF 60,60,751598,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,2003,https://images.tcggo.com/tcggo/storage/2013/scraggy-paf-60-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2003,https://www.tcggo.com/external/tcgplayer/2003,Scraggy,Scraggy 60,0.03,0.03,18428,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Common,scraggy,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/scraggy-60,sv4pt5-60,534422,singles
2026-08-23T17:19:56+02:00,484,Kagemaru Himeno,kagemaru-himeno,PAF 32,32,751568,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,60,2004,https://images.tcggo.com/tcggo/storage/2014/woobat-paf-32-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2004,https://www.tcggo.com/external/tcgplayer/2004,Woobat,Woobat 32,0.02,0.02,18573,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.09,Common,woobat,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/woobat-32,sv4pt5-32,534178,singles
2026-08-23T17:19:56+02:00,416,Mina Nakai,mina-nakai,PAF 71,71,751609,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,2005,https://images.tcggo.com/tcggo/storage/2015/lechonk-paf-71-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2005,https://www.tcggo.com/external/tcgplayer/2005,Lechonk,Lechonk 71,0.03,0.02,17976,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,0.09,Common,lechonk,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/lechonk-71,sv4pt5-71,534433,singles
2026-08-23T17:19:56+02:00,458,Toyste Beach,toyste-beach,PAF 79,79,751617,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,0,2006,https://images.tcggo.com/tcggo/storage/2016/electric-generator-paf-79-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2006,https://www.tcggo.com/external/tcgplayer/2006,Electric Generator,Electric Generator 79,0.04,0.05,18365,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,electric-generator,Trainer,https://www.tcggo.com/pokemon/paldean-fates/electric-generator-79,sv4pt5-79,534441,singles
2026-08-23T17:19:56+02:00,406,Narumi Sato,narumi-sato,PAF 33,33,751570,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,90,2007,https://images.tcggo.com/tcggo/storage/2017/swoobat-paf-33-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2007,https://www.tcggo.com/external/tcgplayer/2007,Swoobat,Swoobat 33,0.03,0.02,18341,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Uncommon,swoobat,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/swoobat-33,sv4pt5-33,534179,singles
2026-08-23T17:19:56+02:00,458,Toyste Beach,toyste-beach,PAF 84,84,751623,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,0,2008,https://images.tcggo.com/tcggo/storage/2018/nest-ball-paf-84-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2008,https://www.tcggo.com/external/tcgplayer/2008,Nest Ball,Nest Ball 84,0.14,0.11,9345,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.36,0.21,Uncommon,nest-ball,Trainer,https://www.tcggo.com/pokemon/paldean-fates/nest-ball-84,sv4pt5-84,534446,singles
2026-08-23T17:19:56+02:00,499,Tika Matsuno,tika-matsuno,PAF 36,36,751573,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,2009,https://images.tcggo.com/tcggo/storage/2019/dedenne-paf-36-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2009,https://www.tcggo.com/external/tcgplayer/2009,Dedenne,Dedenne 36,0.04,0.03,16910,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.1,Common,dedenne,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/dedenne-36,sv4pt5-36,534182,singles
2026-08-23T17:19:56+02:00,496,Cona Nitanda,cona-nitanda,PAF 85,85,751624,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,0,2010,https://images.tcggo.com/tcggo/storage/2020/paldean-student-paf-85-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2010,https://www.tcggo.com/external/tcgplayer/2010,Paldean Student,Paldean Student 85,0.03,0.03,22735,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,0.09,Common,paldean-student,Trainer,https://www.tcggo.com/pokemon/paldean-fates/paldean-student-85,sv4pt5-85,534447,singles
2026-08-23T17:19:56+02:00,482,Mizue,mizue,PAF 38,38,794905,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,50,2011,https://images.tcggo.com/tcggo/storage/2021/fidough-paf-38-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2011,https://www.tcggo.com/external/tcgplayer/2011,Fidough,Fidough 38,0.03,0.03,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.11,Common,fidough,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/fidough-38,sv4pt5-38,534184,singles
2026-08-23T17:19:56+02:00,463,Naoki Saito,naoki-saito,PAF 86,86,751625,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,0,2012,https://images.tcggo.com/tcggo/storage/2022/paldean-student-paf-86-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2012,https://www.tcggo.com/external/tcgplayer/2012,Paldean Student,Paldean Student 86,0.03,0.02,22388,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Common,paldean-student,Trainer,https://www.tcggo.com/pokemon/paldean-fates/paldean-student-86,sv4pt5-86,534448,singles
2026-08-23T17:19:56+02:00,522,You Iribi,you-iribi,PAF 39,39,751576,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,90,2013,https://images.tcggo.com/tcggo/storage/2023/dachsbun-paf-39-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2013,https://www.tcggo.com/external/tcgplayer/2013,Dachsbun,Dachsbun 39,0.03,0.03,17688,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Uncommon,dachsbun,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/dachsbun-39,sv4pt5-39,534185,singles
2026-08-23T17:19:56+02:00,461,Studio Bora Inc.,studio-bora-inc,PAF 90,90,751629,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,0,2014,https://images.tcggo.com/tcggo/storage/2024/technical-machine-crisis-punch-paf-90-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2014,https://www.tcggo.com/external/tcgplayer/2014,Technical Machine: Crisis Punch,Technical Machine: Crisis Punch 90,0.02,0.03,23714,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Uncommon,technical-machine-crisis-punch,Trainer,https://www.tcggo.com/pokemon/paldean-fates/technical-machine-crisis-punch-90,sv4pt5-90,534452,singles
2026-08-23T17:19:56+02:00,408,kawayoo,kawayoo,PAF 41,41,751578,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,30,2015,https://images.tcggo.com/tcggo/storage/2025/flittle-paf-41-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2015,https://www.tcggo.com/external/tcgplayer/2015,Flittle,Flittle 41,0.02,0.03,18538,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Common,flittle,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/flittle-41,sv4pt5-41,534187,singles
2026-08-23T17:19:56+02:00,517,Ayaka Yoshida,ayaka-yoshida,PAF 91,91,751630,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,0,2016,https://images.tcggo.com/tcggo/storage/2026/ultra-ball-paf-91-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2016,https://www.tcggo.com/external/tcgplayer/2016,Ultra Ball,Ultra Ball 91,0.1,0.07,12977,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.66,0.17,Uncommon,ultra-ball,Trainer,https://www.tcggo.com/pokemon/paldean-fates/ultra-ball-91,sv4pt5-91,534453,singles
2026-08-23T17:19:56+02:00,374,OKUBO,okubo,PAF 44,44,751581,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,50,2017,https://images.tcggo.com/tcggo/storage/2027/gimmighoul-paf-44-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2017,https://www.tcggo.com/external/tcgplayer/2017,Gimmighoul,Gimmighoul 44,0.03,0.03,18150,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,0.09,Common,gimmighoul,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/gimmighoul-44,sv4pt5-44,534191,singles
2026-08-23T17:19:56+02:00,402,Hitoshi Ariga,hitoshi-ariga,PAF 95,95,751634,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,80,2018,https://images.tcggo.com/tcggo/storage/2028/scyther-paf-95-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2018,https://www.tcggo.com/external/tcgplayer/2018,Scyther,Scyther 95,7.24,8.04,189,EUR,,,,,39,,140,,,6,5.5,6.98,8.99,8.99,6,10.5,10.5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,9.21,6.15,Shiny Rare,scyther,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/scyther-95,sv4pt5-95,534463,singles
2026-08-23T17:19:56+02:00,513,ryoma uratsuka,ryoma-uratsuka,PAF 50,50,751587,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,2019,https://images.tcggo.com/tcggo/storage/2029/barboach-paf-50-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2019,https://www.tcggo.com/external/tcgplayer/2019,Barboach,Barboach 50,0.03,0.03,18079,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,Common,barboach,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/barboach-50,sv4pt5-50,534211,singles
2026-08-23T17:19:56+02:00,387,Scav,scav,PAF 99,99,751638,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,2020,https://images.tcggo.com/tcggo/storage/2030/pineco-paf-99-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2020,https://www.tcggo.com/external/tcgplayer/2020,Pineco,Pineco 99,2.76,3.03,250,EUR,[],,,,,,,,,2,1.79,1.79,4.5,4.5,2,3.8,3.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.36,2.01,Shiny Rare,pineco,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/pineco-99,sv4pt5-99,534470,singles
2026-08-23T17:19:56+02:00,393,Kedamahadaitai Yawarakai,kedamahadaitai-yawarakai,PAF 51,51,751588,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,2021,https://images.tcggo.com/tcggo/storage/2031/clobbopus-paf-51-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2021,https://www.tcggo.com/external/tcgplayer/2021,Clobbopus,Clobbopus 51,0.03,0.02,18159,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Common,clobbopus,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/clobbopus-51,sv4pt5-51,534387,singles
2026-08-23T17:19:56+02:00,360,Saya Tsuruta,saya-tsuruta,PAF 100,100,751639,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,90,2022,https://images.tcggo.com/tcggo/storage/2032/snover-paf-100-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2022,https://www.tcggo.com/external/tcgplayer/2022,Snover,Snover 100,2.51,2.14,291,EUR,[],,,,,,,,,1.4,2,2,4,4,1.4,3,3,1.72,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.25,2.15,Shiny Rare,snover,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/snover-100,sv4pt5-100,534471,singles
2026-08-23T17:19:56+02:00,379,Sanosuke Sakuma,sanosuke-sakuma,PAF 52,52,751589,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,120,2023,https://images.tcggo.com/tcggo/storage/2033/grapploct-paf-52-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2023,https://www.tcggo.com/external/tcgplayer/2023,Grapploct,Grapploct 52,0.03,0.03,17963,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Uncommon,grapploct,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/grapploct-52,sv4pt5-52,534414,singles
2026-08-23T17:19:56+02:00,402,Hitoshi Ariga,hitoshi-ariga,PAF 101,101,751640,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,150,2024,https://images.tcggo.com/tcggo/storage/2034/abomasnow-paf-101-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2024,https://www.tcggo.com/external/tcgplayer/2024,Abomasnow,Abomasnow 101,2.21,1.61,252,EUR,[],,,,,,,,,1.25,1.5,1.5,2,2,1.25,4,4,1.28,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.1,1.71,Shiny Rare,abomasnow,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/abomasnow-101,sv4pt5-101,534472,singles
2026-08-23T17:19:56+02:00,378,Kouki Saitou,kouki-saitou,PAF 58,58,751596,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,60,2025,https://images.tcggo.com/tcggo/storage/2035/paldean-wooper-paf-58-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/2025,https://www.tcggo.com/external/tcgplayer/2025,Paldean Wooper,Paldean Wooper 58,0.03,0.03,18431,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,paldean-wooper,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/paldean-wooper-58,sv4pt5-58,534420,singles
