captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,389,osare,osare,SFA 27,27,780922,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,50,1456,https://images.tcggo.com/tcggo/storage/1461/zubat-sfa-27-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1456,https://www.tcggo.com/external/tcgplayer/1456,Zubat,Zubat 27,0.03,0.03,17453,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,zubat,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/zubat-27,sv6pt5-27,560337,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,SFA 28,28,780923,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,80,1457,https://images.tcggo.com/tcggo/storage/1462/golbat-sfa-28-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1457,https://www.tcggo.com/external/tcgplayer/1457,Golbat,Golbat 28,0.04,0.04,13934,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.1,Common,golbat,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/golbat-28,sv6pt5-28,560338,singles
2026-08-23T17:19:56+02:00,,395,Nisota Niso,nisota-niso,SFA 29,29,780924,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,130,1458,https://images.tcggo.com/tcggo/storage/1463/crobat-sfa-29-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1458,https://www.tcggo.com/external/tcgplayer/1458,Crobat,Crobat 29,0.03,0.02,16182,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Uncommon,crobat,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/crobat-29,sv6pt5-29,560339,singles
2026-08-23T17:19:56+02:00,,403,rika,rika,SFA 30,30,780925,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,110,1459,https://images.tcggo.com/tcggo/storage/1464/absol-sfa-30-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1459,https://www.tcggo.com/external/tcgplayer/1459,Absol,Absol 30,0.03,0.03,14080,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.1,Common,absol,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/absol-30,sv6pt5-30,560340,singles
2026-08-23T17:19:56+02:00,,409,Yuu Nishida,yuu-nishida,SFA 31,31,780926,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,70,1460,https://images.tcggo.com/tcggo/storage/1465/zorua-sfa-31-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1460,https://www.tcggo.com/external/tcgplayer/1460,Zorua,Zorua 31,0.03,0.03,15461,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.11,Common,zorua,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/zorua-31,sv6pt5-31,560341,singles
2026-08-23T17:19:56+02:00,,405,nagimiso,nagimiso,SFA 32,32,780927,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,120,1461,https://images.tcggo.com/tcggo/storage/1466/zoroark-sfa-32-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1461,https://www.tcggo.com/external/tcgplayer/1461,Zoroark,Zoroark 32,0.06,0.06,14704,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.14,rare,zoroark,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/zoroark-32,sv6pt5-32,560342,singles
2026-08-23T17:19:56+02:00,,783,Mori Yuu,mori-yuu,SFA 33,33,780928,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,60,1462,https://images.tcggo.com/tcggo/storage/1467/inkay-sfa-33-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1462,https://www.tcggo.com/external/tcgplayer/1462,Inkay,Inkay 33,0.03,0.03,14759,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.09,Common,inkay,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/inkay-33,sv6pt5-33,560343,singles
2026-08-23T17:19:56+02:00,,430,akagi,akagi,SFA 34,34,780929,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,120,1463,https://images.tcggo.com/tcggo/storage/1469/malamar-sfa-34-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1463,https://www.tcggo.com/external/tcgplayer/1463,Malamar,Malamar 34,0.03,0.02,16793,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Uncommon,malamar,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/malamar-34,sv6pt5-34,560344,singles
2026-08-23T17:19:56+02:00,,433,SIE NANAHARA,sie-nanahara,SFA 35,35,780930,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,120,1464,https://images.tcggo.com/tcggo/storage/1470/yveltal-sfa-35-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1464,https://www.tcggo.com/external/tcgplayer/1464,Yveltal,Yveltal 35,0.04,0.05,15925,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Uncommon,yveltal,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/yveltal-35,sv6pt5-35,560345,singles
2026-08-23T17:19:56+02:00,,490,takuyoa,takuyoa,SFA 36,36,780931,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,250,1465,https://images.tcggo.com/tcggo/storage/1471/okidogi-ex-sfa-36-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1465,https://www.tcggo.com/external/tcgplayer/1465,Okidogi ex,Okidogi ex 36,0.6,0.72,2564,EUR,[],,,,,,,,0.2,0.28,0.28,0.49,0.49,0.2,0.39,0.49,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.74,0.77,Double Rare,okidogi-ex,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/okidogi-ex-36,sv6pt5-36,560346,singles
2026-08-23T17:19:56+02:00,,490,takuyoa,takuyoa,SFA 37,37,780932,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,210,1466,https://images.tcggo.com/tcggo/storage/1472/munkidori-ex-sfa-37-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1466,https://www.tcggo.com/external/tcgplayer/1466,Munkidori ex,Munkidori ex 37,0.55,0.5,3312,EUR,[],,,,,,,,0.1,0.09,0.09,0.3,0.3,0.1,0.25,0.25,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.66,0.83,Double Rare,munkidori-ex,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/munkidori-ex-37,sv6pt5-37,560347,singles
2026-08-23T17:19:56+02:00,,490,takuyoa,takuyoa,SFA 38,38,780933,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,210,1467,https://images.tcggo.com/tcggo/storage/1473/fezandipiti-ex-sfa-38-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1467,https://www.tcggo.com/external/tcgplayer/1467,Fezandipiti ex,Fezandipiti ex 38,2.6,2.63,1037,EUR,[],,,,,,,,1.79,1.15,1.5,5,5,1.79,1,1,1.79,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3.05,4.68,Double Rare,fezandipiti-ex,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/fezandipiti-ex-38,sv6pt5-38,560348,singles
2026-08-23T17:19:56+02:00,,371,aky CG Works,aky-cg-works,SFA 39,39,780934,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,190,1468,https://images.tcggo.com/tcggo/storage/1474/pecharunt-ex-sfa-39-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1468,https://www.tcggo.com/external/tcgplayer/1468,Pecharunt ex,Pecharunt ex 39,1.6,1.53,974,EUR,[],,,,,,,,0.02,0.95,0.95,1,1,0.02,0.77,0.77,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,5.48,3.97,Double Rare,pecharunt-ex,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/pecharunt-ex-39,sv6pt5-39,560349,singles
2026-08-23T17:19:56+02:00,,439,Kazumasa Yasukuni,kazumasa-yasukuni,SFA 40,40,780936,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,110,1469,https://images.tcggo.com/tcggo/storage/1475/genesect-sfa-40-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1469,https://www.tcggo.com/external/tcgplayer/1469,Genesect,Genesect 40,0.07,0.08,14923,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,genesect,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/genesect-40,sv6pt5-40,560350,singles
2026-08-23T17:19:56+02:00,,786,Shinya Mizuno,shinya-mizuno,SFA 41,41,780937,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,100,1470,https://images.tcggo.com/tcggo/storage/1476/cufant-sfa-41-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1470,https://www.tcggo.com/external/tcgplayer/1470,Cufant,Cufant 41,0.03,0.05,16095,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Common,cufant,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/cufant-41,sv6pt5-41,560351,singles
2026-08-23T17:19:56+02:00,,408,kawayoo,kawayoo,SFA 42,42,780938,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,200,1471,https://images.tcggo.com/tcggo/storage/1477/copperajah-sfa-42-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1471,https://www.tcggo.com/external/tcgplayer/1471,Copperajah,Copperajah 42,0.06,0.05,15534,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,rare,copperajah,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/copperajah-42,sv6pt5-42,560352,singles
2026-08-23T17:19:56+02:00,,1251,HAGIYA Kaoru,hagiya-kaoru,SFA 43,43,780939,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,70,1472,https://images.tcggo.com/tcggo/storage/1479/varoom-sfa-43-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1472,https://www.tcggo.com/external/tcgplayer/1472,Varoom,Varoom 43,0.03,0.02,18524,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.09,Common,varoom,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/varoom-43,sv6pt5-43,560353,singles
2026-08-23T17:19:56+02:00,,365,Orca,orca,SFA 44,44,780940,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,70,1473,https://images.tcggo.com/tcggo/storage/1478/axew-sfa-44-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1473,https://www.tcggo.com/external/tcgplayer/1473,Axew,Axew 44,0.03,0.03,18533,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,axew,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/axew-44,sv6pt5-44,560354,singles
2026-08-23T17:19:56+02:00,,419,Uninori,uninori,SFA 45,45,780941,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,100,1474,https://images.tcggo.com/tcggo/storage/1480/fraxure-sfa-45-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1474,https://www.tcggo.com/external/tcgplayer/1474,Fraxure,Fraxure 45,0.03,0.03,16166,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Common,fraxure,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/fraxure-45,sv6pt5-45,560355,singles
2026-08-23T17:19:56+02:00,,788,Tsuyoshi Nagano,tsuyoshi-nagano,SFA 46,46,780942,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,170,1475,https://images.tcggo.com/tcggo/storage/1481/haxorus-sfa-46-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1475,https://www.tcggo.com/external/tcgplayer/1475,Haxorus,Haxorus 46,0.06,0.06,14649,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.15,rare,haxorus,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/haxorus-46,sv6pt5-46,560356,singles
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,SFA 47,47,780943,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,130,1476,https://images.tcggo.com/tcggo/storage/1483/kyurem-sfa-47-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1476,https://www.tcggo.com/external/tcgplayer/1476,Kyurem,Kyurem 47,0.08,0.09,15912,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,Uncommon,kyurem,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/kyurem-47,sv6pt5-47,560358,singles
2026-08-23T17:19:56+02:00,,503,sui,sui,SFA 48,48,780944,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,70,1477,https://images.tcggo.com/tcggo/storage/1482/meowth-sfa-48-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1477,https://www.tcggo.com/external/tcgplayer/1477,Meowth,Meowth 48,0.04,0.05,14138,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,Common,meowth,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/meowth-48,sv6pt5-48,560359,singles
2026-08-23T17:19:56+02:00,,536,NC Empire,nc-empire,SFA 49,49,780945,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,110,1478,https://images.tcggo.com/tcggo/storage/1484/persian-sfa-49-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1478,https://www.tcggo.com/external/tcgplayer/1478,Persian,Persian 49,0.03,0.05,15239,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,persian,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/persian-49,sv6pt5-49,560360,singles
2026-08-23T17:19:56+02:00,,452,Susumu Maeya,susumu-maeya,SFA 50,50,780946,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,70,1479,https://images.tcggo.com/tcggo/storage/1485/eevee-sfa-50-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1479,https://www.tcggo.com/external/tcgplayer/1479,Eevee,Eevee 50,0.06,0.07,13736,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.52,0.21,Common,eevee,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/eevee-50,sv6pt5-50,560361,singles
2026-08-23T17:19:56+02:00,,466,Shinya Komatsu,shinya-komatsu,SFA 51,51,780947,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,100,1480,https://images.tcggo.com/tcggo/storage/1486/furfrou-sfa-51-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1480,https://www.tcggo.com/external/tcgplayer/1480,Furfrou,Furfrou 51,0.03,0.02,15996,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.09,0.09,Common,furfrou,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/furfrou-51,sv6pt5-51,560362,singles
2026-08-23T17:19:56+02:00,,513,ryoma uratsuka,ryoma-uratsuka,SFA 52,52,780948,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,80,1481,https://images.tcggo.com/tcggo/storage/1487/stufful-sfa-52-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1481,https://www.tcggo.com/external/tcgplayer/1481,Stufful,Stufful 52,0.03,0.03,15955,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,stufful,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/stufful-52,sv6pt5-52,560363,singles
2026-08-23T17:19:56+02:00,,436,Takeshi Nakamura,takeshi-nakamura,SFA 53,53,780949,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,130,1482,https://images.tcggo.com/tcggo/storage/1488/bewear-sfa-53-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1482,https://www.tcggo.com/external/tcgplayer/1482,Bewear,Bewear 53,0.03,0.03,14681,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,bewear,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/bewear-53,sv6pt5-53,560364,singles
2026-08-23T17:19:56+02:00,,453,AYUMI ODASHIMA,ayumi-odashima,SFA 54,54,780950,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,0,1483,https://images.tcggo.com/tcggo/storage/1489/academy-at-night-sfa-54-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1483,https://www.tcggo.com/external/tcgplayer/1483,Academy at Night,Academy at Night 54,0.1,0.1,16671,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,Uncommon,academy-at-night,Trainer,https://www.tcggo.com/pokemon/shrouded-fable/academy-at-night-54,sv6pt5-54,560365,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,SFA 55,55,780951,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,0,1484,https://images.tcggo.com/tcggo/storage/1490/binding-mochi-sfa-55-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1484,https://www.tcggo.com/external/tcgplayer/1484,Binding Mochi,Binding Mochi 55,0.05,0.06,21037,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,binding-mochi,Trainer,https://www.tcggo.com/pokemon/shrouded-fable/binding-mochi-55,sv6pt5-55,560366,singles
