captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10black,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,449,miki kudo,miki-kudo,DRI 61,61,825935,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,80,22137,https://images.tcggo.com/tcggo/storage/22166/wash-rotom-dri-61-destined-rivals.png,https://www.tcggo.com/external/cm/22137,https://www.tcggo.com/external/tcgplayer/22137,Wash Rotom,Wash Rotom 61,0.04,0.03,8957,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.13,Common,wash-rotom,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/wash-rotom-61,sv10-61,632874,singles
2026-08-23T17:19:56+02:00,,374,OKUBO,okubo,DRI 62,62,825936,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22138,https://images.tcggo.com/tcggo/storage/22167/arrokuda-dri-62-destined-rivals.png,https://www.tcggo.com/external/cm/22138,https://www.tcggo.com/external/tcgplayer/22138,Arrokuda,Arrokuda 62,0.03,0.03,9258,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Common,arrokuda,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/arrokuda-62,sv10-62,632875,singles
2026-08-23T17:19:56+02:00,,483,Kyoko Umemoto,kyoko-umemoto,DRI 63,63,825937,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22139,https://images.tcggo.com/tcggo/storage/22168/barraskewda-dri-63-destined-rivals.png,https://www.tcggo.com/external/cm/22139,https://www.tcggo.com/external/tcgplayer/22139,Barraskewda,Barraskewda 63,0.04,0.05,10024,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.1,Uncommon,barraskewda,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/barraskewda-63,sv10-63,632876,singles
2026-08-23T17:19:56+02:00,,503,sui,sui,DRI 64,64,825938,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,100,22140,https://images.tcggo.com/tcggo/storage/22169/cetoddle-dri-64-destined-rivals.png,https://www.tcggo.com/external/cm/22140,https://www.tcggo.com/external/tcgplayer/22140,Cetoddle,Cetoddle 64,0.02,0.03,16563,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,cetoddle,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/cetoddle-64,sv10-64,632877,singles
2026-08-23T17:19:56+02:00,,408,kawayoo,kawayoo,DRI 65,65,825939,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,300,22141,https://images.tcggo.com/tcggo/storage/22170/cetitan-ex-dri-65-destined-rivals.png,https://www.tcggo.com/external/cm/22141,https://www.tcggo.com/external/tcgplayer/22141,Cetitan ex,Cetitan ex 65,0.4,0.39,3439,EUR,[],,,,,,,,,,,0.02,0.19,0.19,0.09,0.09,0.02,0.25,0.25,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.48,0.56,Double Rare,cetitan-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/cetitan-ex-65,sv10-65,632878,singles
2026-08-23T17:19:56+02:00,,489,N-DESIGN Inc.,n-design-inc,DRI 66,66,825940,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,260,22142,https://images.tcggo.com/tcggo/storage/22171/dondozo-ex-dri-66-destined-rivals.png,https://www.tcggo.com/external/cm/22142,https://www.tcggo.com/external/tcgplayer/22142,Dondozo ex,Dondozo ex 66,0.35,0.35,4164,EUR,[],,,,,,,,,,,0.1,0.08,0.08,0.1,0.1,0.1,0.1,0.1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.44,0.59,Double Rare,dondozo-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/dondozo-ex-66,sv10-66,632879,singles
2026-08-23T17:19:56+02:00,,403,rika,rika,DRI 67,67,825941,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,110,22143,https://images.tcggo.com/tcggo/storage/22172/wellspring-mask-ogerpon-dri-67-destined-rivals.png,https://www.tcggo.com/external/cm/22143,https://www.tcggo.com/external/tcgplayer/22143,Wellspring Mask Ogerpon,Wellspring Mask Ogerpon 67,0.04,0.04,9698,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.13,Uncommon,wellspring-mask-ogerpon,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/wellspring-mask-ogerpon-67,sv10-67,632880,singles
2026-08-23T17:19:56+02:00,,545,Amelicart,amelicart,DRI 68,68,825942,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,90,22144,https://images.tcggo.com/tcggo/storage/22173/electabuzz-dri-68-destined-rivals.png,https://www.tcggo.com/external/cm/22144,https://www.tcggo.com/external/tcgplayer/22144,Electabuzz,Electabuzz 68,0.03,0.03,16209,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,electabuzz,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/electabuzz-68,sv10-68,632881,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,DRI 69,69,825943,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,280,22145,https://images.tcggo.com/tcggo/storage/22174/electivire-ex-dri-69-destined-rivals.png,https://www.tcggo.com/external/cm/22145,https://www.tcggo.com/external/tcgplayer/22145,Electivire ex,Electivire ex 69,0.5,0.54,3039,EUR,[],,,,,,,,,,,0.1,0.2,0.2,0.27,0.27,0.1,0.45,0.45,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,0.62,Double Rare,electivire-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/electivire-ex-69,sv10-69,632882,singles
2026-08-23T17:19:56+02:00,,510,Nurikabe,nurikabe,DRI 70,70,865578,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,120,22146,https://images.tcggo.com/tcggo/storage/22175/team-rockets-zapdos-dri-70-destined-rivals.png,https://www.tcggo.com/external/cm/22146,https://www.tcggo.com/external/tcgplayer/22146,Team Rocket's Zapdos,Team Rocket's Zapdos 70,0.12,0.14,9083,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,0.19,rare,team-rockets-zapdos,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-zapdos-70,sv10-70,630818,singles
2026-08-23T17:19:56+02:00,,406,Narumi Sato,narumi-sato,DRI 71,71,825945,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,30,22147,https://images.tcggo.com/tcggo/storage/22176/ethans-pichu-dri-71-destined-rivals.png,https://www.tcggo.com/external/cm/22147,https://www.tcggo.com/external/tcgplayer/22147,Ethan's Pichu,Ethan's Pichu 71,0.05,0.05,13046,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.15,Common,ethans-pichu,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/ethans-pichu-71,sv10-71,630819,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,DRI 72,72,825946,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22148,https://images.tcggo.com/tcggo/storage/22177/team-rockets-mareep-dri-72-destined-rivals.png,https://www.tcggo.com/external/cm/22148,https://www.tcggo.com/external/tcgplayer/22148,Team Rocket's Mareep,Team Rocket's Mareep 72,0.03,0.02,15491,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.1,Common,team-rockets-mareep,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-mareep-72,sv10-72,630820,singles
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,DRI 73,73,825947,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,90,22149,https://images.tcggo.com/tcggo/storage/22178/team-rockets-flaaffy-dri-73-destined-rivals.png,https://www.tcggo.com/external/cm/22149,https://www.tcggo.com/external/tcgplayer/22149,Team Rocket's Flaaffy,Team Rocket's Flaaffy 73,0.04,0.04,8689,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,team-rockets-flaaffy,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-flaaffy-73,sv10-73,632883,singles
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,DRI 74,74,825948,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,140,22150,https://images.tcggo.com/tcggo/storage/22179/team-rockets-ampharos-dri-74-destined-rivals.png,https://www.tcggo.com/external/cm/22150,https://www.tcggo.com/external/tcgplayer/22150,Team Rocket's Ampharos,Team Rocket's Ampharos 74,0.04,0.03,9291,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Uncommon,team-rockets-ampharos,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-ampharos-74,sv10-74,632884,singles
2026-08-23T17:19:56+02:00,,774,Narano,narano,DRI 75,75,825949,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22151,https://images.tcggo.com/tcggo/storage/22180/electrike-dri-75-destined-rivals.png,https://www.tcggo.com/external/cm/22151,https://www.tcggo.com/external/tcgplayer/22151,Electrike,Electrike 75,0.03,0.04,9331,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Common,electrike,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/electrike-75,sv10-75,632885,singles
2026-08-23T17:19:56+02:00,,775,Izucch,izucch,DRI 76,76,825950,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,120,22152,https://images.tcggo.com/tcggo/storage/22181/manectric-dri-76-destined-rivals.png,https://www.tcggo.com/external/cm/22152,https://www.tcggo.com/external/tcgplayer/22152,Manectric,Manectric 76,0.04,0.05,9956,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.1,Uncommon,manectric,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/manectric-76,sv10-76,632886,singles
2026-08-23T17:19:56+02:00,,776,Yoshimi Miyoshi,yoshimi-miyoshi,DRI 77,77,825951,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22153,https://images.tcggo.com/tcggo/storage/22182/rotom-dri-77-destined-rivals.png,https://www.tcggo.com/external/cm/22153,https://www.tcggo.com/external/tcgplayer/22153,Rotom,Rotom 77,0.03,0.03,8947,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,rotom,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/rotom-77,sv10-77,632887,singles
2026-08-23T17:19:56+02:00,,518,Ryuta Fuse,ryuta-fuse,DRI 78,78,825952,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,100,22154,https://images.tcggo.com/tcggo/storage/22183/zeraora-dri-78-destined-rivals.png,https://www.tcggo.com/external/cm/22154,https://www.tcggo.com/external/tcgplayer/22154,Zeraora,Zeraora 78,0.09,0.08,9962,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,0.15,rare,zeraora,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/zeraora-78,sv10-78,632888,singles
2026-08-23T17:19:56+02:00,,468,matazo,matazo,DRI 79,79,825953,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,80,22155,https://images.tcggo.com/tcggo/storage/22184/team-rockets-drowzee-dri-79-destined-rivals.png,https://www.tcggo.com/external/cm/22155,https://www.tcggo.com/external/tcgplayer/22155,Team Rocket's Drowzee,Team Rocket's Drowzee 79,0.03,0.03,,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.11,Common,team-rockets-drowzee,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-drowzee-79,sv10-79,632889,singles
2026-08-23T17:19:56+02:00,,491,Yuya Oka,yuya-oka,DRI 80,80,825954,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22156,https://images.tcggo.com/tcggo/storage/22185/team-rockets-hypno-dri-80-destined-rivals.png,https://www.tcggo.com/external/cm/22156,https://www.tcggo.com/external/tcgplayer/22156,Team Rocket's Hypno,Team Rocket's Hypno 80,0.04,0.04,9736,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Uncommon,team-rockets-hypno,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-hypno-80,sv10-80,632890,singles
2026-08-23T17:19:56+02:00,,371,aky CG Works,aky-cg-works,DRI 81,81,825955,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,280,22157,https://images.tcggo.com/tcggo/storage/22186/team-rockets-mewtwo-ex-dri-81-destined-rivals.png,https://www.tcggo.com/external/cm/22157,https://www.tcggo.com/external/tcgplayer/22157,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex 81,0.97,1.03,2244,EUR,[],,,,,,,,,,,0.4,0.4,0.4,0.75,0.75,0.5,0.5,0.8,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.58,1.28,Double Rare,team-rockets-mewtwo-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-mewtwo-ex-81,sv10-81,632891,singles
2026-08-23T17:19:56+02:00,,439,Kazumasa Yasukuni,kazumasa-yasukuni,DRI 82,82,825956,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,110,22158,https://images.tcggo.com/tcggo/storage/22187/team-rockets-wobbuffet-dri-82-destined-rivals.png,https://www.tcggo.com/external/cm/22158,https://www.tcggo.com/external/tcgplayer/22158,Team Rocket's Wobbuffet,Team Rocket's Wobbuffet 82,0.08,0.08,9330,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.17,rare,team-rockets-wobbuffet,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-wobbuffet-82,sv10-82,632892,singles
2026-08-23T17:19:56+02:00,,471,Tonji Matsuno,tonji-matsuno,DRI 83,83,825958,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22159,https://images.tcggo.com/tcggo/storage/22188/stevens-baltoy-dri-83-destined-rivals.png,https://www.tcggo.com/external/cm/22159,https://www.tcggo.com/external/tcgplayer/22159,Steven's Baltoy,Steven's Baltoy 83,0.03,0.03,9435,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.12,Common,stevens-baltoy,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/stevens-baltoy-83,sv10-83,632893,singles
2026-08-23T17:19:56+02:00,,405,nagimiso,nagimiso,DRI 84,84,825958,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,120,22160,https://images.tcggo.com/tcggo/storage/22189/stevens-claydol-dri-84-destined-rivals.png,https://www.tcggo.com/external/cm/22160,https://www.tcggo.com/external/tcgplayer/22160,Steven's Claydol,Steven's Claydol 84,0.03,0.05,10351,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.11,Uncommon,stevens-claydol,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/stevens-claydol-84,sv10-84,632894,singles
2026-08-23T17:19:56+02:00,,416,Mina Nakai,mina-nakai,DRI 85,85,825959,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,30,22161,https://images.tcggo.com/tcggo/storage/22190/team-rockets-chingling-dri-85-destined-rivals.png,https://www.tcggo.com/external/cm/22161,https://www.tcggo.com/external/tcgplayer/22161,Team Rocket's Chingling,Team Rocket's Chingling 85,0.03,0.05,15569,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.13,Common,team-rockets-chingling,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-chingling-85,sv10-85,632895,singles
2026-08-23T17:19:56+02:00,,407,Ligton,ligton,DRI 86,86,825960,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,80,22162,https://images.tcggo.com/tcggo/storage/22191/stevens-carbink-dri-86-destined-rivals.png,https://www.tcggo.com/external/cm/22162,https://www.tcggo.com/external/tcgplayer/22162,Steven's Carbink,Steven's Carbink 86,0.04,0.05,9419,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,stevens-carbink,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/stevens-carbink-86,sv10-86,632896,singles
2026-08-23T17:19:56+02:00,,429,DOM,dom,DRI 87,87,825961,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22163,https://images.tcggo.com/tcggo/storage/22192/team-rockets-mimikyu-dri-87-destined-rivals.png,https://www.tcggo.com/external/cm/22163,https://www.tcggo.com/external/tcgplayer/22163,Team Rocket's Mimikyu,Team Rocket's Mimikyu 87,0.06,0.06,7526,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.35,0.19,Uncommon,team-rockets-mimikyu,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-mimikyu-87,sv10-87,630821,singles
