captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,466,Shinya Komatsu,shinya-komatsu,PFL 24,24,857599,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,100,24031,https://images.tcggo.com/tcggo/storage/24068/piloswine-pfl-24-phantasmal-flames.png,https://www.tcggo.com/external/cm/24031,https://www.tcggo.com/external/tcgplayer/24031,Piloswine,Piloswine 24,,0.03,0.03,24275,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,piloswine,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/piloswine-24-1,me2-24,662213,singles
2026-08-23T17:06:43+02:00,,388,Takumi Wada,takumi-wada,PFL 25,25,857600,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,180,24032,https://images.tcggo.com/tcggo/storage/24076/mamoswine-pfl-25-phantasmal-flames.png,https://www.tcggo.com/external/cm/24032,https://www.tcggo.com/external/tcgplayer/24032,Mamoswine,Mamoswine 25,,0.02,0.02,23521,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Uncommon,mamoswine,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/mamoswine-25,me2-25,662181,singles
2026-08-23T17:06:43+02:00,,436,Takeshi Nakamura,takeshi-nakamura,PFL 26,26,857601,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,130,24033,https://images.tcggo.com/tcggo/storage/24084/suicune-pfl-26-phantasmal-flames.png,https://www.tcggo.com/external/cm/24033,https://www.tcggo.com/external/tcgplayer/24033,Suicune,Suicune 26,,0.05,0.05,19940,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,rare,suicune,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/suicune-26,me2-26,662229,singles
2026-08-23T17:06:43+02:00,,456,Hideki Ishikawa,hideki-ishikawa,PFL 27,27,857602,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,70,24034,https://images.tcggo.com/tcggo/storage/24092/piplup-pfl-27-phantasmal-flames.png,https://www.tcggo.com/external/cm/24034,https://www.tcggo.com/external/tcgplayer/24034,Piplup,Piplup 27,,0.04,0.03,21253,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,piplup,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/piplup-27-1,me2-27,662214,singles
2026-08-23T17:06:43+02:00,,413,Atsuya Uki,atsuya-uki,PFL 28,28,857603,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,100,24035,https://images.tcggo.com/tcggo/storage/24100/prinplup-pfl-28-phantasmal-flames.png,https://www.tcggo.com/external/cm/24035,https://www.tcggo.com/external/tcgplayer/24035,Prinplup,Prinplup 28,,0.03,0.03,23268,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,prinplup,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/prinplup-28-1,me2-28,662216,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,PFL 29,29,857604,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,190,24036,https://images.tcggo.com/tcggo/storage/24108/rotom-ex-pfl-29-phantasmal-flames.png,https://www.tcggo.com/external/cm/24036,https://www.tcggo.com/external/tcgplayer/24036,Rotom ex,Rotom ex 29,,0.35,0.34,6206,EUR,[],,,,,,,,,0.03,0.09,0.09,0.04,0.04,0.03,0.05,0.08,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.48,Double Rare,rotom-ex,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/rotom-ex-29,me2-29,662220,singles
2026-08-23T17:06:43+02:00,,772,Ayako Ozaki,ayako-ozaki,PFL 30,30,857605,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,70,24037,https://images.tcggo.com/tcggo/storage/24116/yamper-pfl-30-phantasmal-flames.png,https://www.tcggo.com/external/cm/24037,https://www.tcggo.com/external/tcgplayer/24037,Yamper,Yamper 30,,0.02,0.02,23863,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Common,yamper,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/yamper-30,me2-30,662242,singles
2026-08-23T17:06:43+02:00,,365,Orca,orca,PFL 31,31,857606,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,130,24038,https://images.tcggo.com/tcggo/storage/24124/boltund-pfl-31-phantasmal-flames.png,https://www.tcggo.com/external/cm/24038,https://www.tcggo.com/external/tcgplayer/24038,Boltund,Boltund 31,,0.02,0.02,24049,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,boltund,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/boltund-31,me2-31,662134,singles
2026-08-23T17:06:43+02:00,,410,Shimaris Yukichi,shimaris-yukichi,PFL 32,32,857607,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,60,24039,https://images.tcggo.com/tcggo/storage/24132/pawmi-pfl-32-phantasmal-flames.png,https://www.tcggo.com/external/cm/24039,https://www.tcggo.com/external/tcgplayer/24039,Pawmi,Pawmi 32,,0.03,0.02,23590,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,pawmi,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/pawmi-32,me2-32,662210,singles
2026-08-23T17:06:43+02:00,,412,Taiga Kayama,taiga-kayama,PFL 33,33,857608,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,90,24040,https://images.tcggo.com/tcggo/storage/24141/pawmo-pfl-33-phantasmal-flames.png,https://www.tcggo.com/external/cm/24040,https://www.tcggo.com/external/tcgplayer/24040,Pawmo,Pawmo 33,,0.02,0.02,24103,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Common,pawmo,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/pawmo-33,me2-33,662211,singles
2026-08-23T17:06:43+02:00,,417,satoma,satoma,PFL 34,34,857609,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,140,24041,https://images.tcggo.com/tcggo/storage/24150/pawmot-pfl-34-phantasmal-flames.png,https://www.tcggo.com/external/cm/24041,https://www.tcggo.com/external/tcgplayer/24041,Pawmot,Pawmot 34,,0.04,0.05,22766,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,rare,pawmot,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/pawmot-34,me2-34,662212,singles
2026-08-23T17:06:43+02:00,,424,Mousho,mousho,PFL 35,35,857610,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,70,24042,https://images.tcggo.com/tcggo/storage/24029/misdreavus-pfl-35-phantasmal-flames.png,https://www.tcggo.com/external/cm/24042,https://www.tcggo.com/external/tcgplayer/24042,Misdreavus,Misdreavus 35,,0.02,0.02,21393,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,misdreavus,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/misdreavus-35,me2-35,662198,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,PFL 36,36,857611,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,260,24043,https://images.tcggo.com/tcggo/storage/24037/mismagius-ex-pfl-36-phantasmal-flames.png,https://www.tcggo.com/external/cm/24043,https://www.tcggo.com/external/tcgplayer/24043,Mismagius ex,Mismagius ex 36,,0.36,0.33,6199,EUR,[],,,,,,,,,0.04,0.09,0.05,0.05,0.05,0.05,0.03,0.05,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.44,Double Rare,mismagius-ex,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/mismagius-ex-36,me2-36,662199,singles
2026-08-23T17:06:43+02:00,,383,Gapao,gapao,PFL 37,37,857612,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,70,24044,https://images.tcggo.com/tcggo/storage/24045/snubbull-pfl-37-phantasmal-flames.png,https://www.tcggo.com/external/cm/24044,https://www.tcggo.com/external/tcgplayer/24044,Snubbull,Snubbull 37,,0.03,0.03,14479,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,snubbull,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/snubbull-37,me2-37,662228,singles
2026-08-23T17:06:43+02:00,,518,Ryuta Fuse,ryuta-fuse,PFL 38,38,857613,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,130,24045,https://images.tcggo.com/tcggo/storage/24053/granbull-pfl-38-phantasmal-flames.png,https://www.tcggo.com/external/cm/24045,https://www.tcggo.com/external/tcgplayer/24045,Granbull,Granbull 38,,0.02,0.02,24050,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Uncommon,granbull,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/granbull-38,me2-38,662165,singles
2026-08-23T17:06:43+02:00,,831,Raita Kazama,raita-kazama,PFL 39,39,857614,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,120,24046,https://images.tcggo.com/tcggo/storage/24061/cresselia-pfl-39-phantasmal-flames.png,https://www.tcggo.com/external/cm/24046,https://www.tcggo.com/external/tcgplayer/24046,Cresselia,Cresselia 39,,0.03,0.03,23663,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Uncommon,cresselia,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/cresselia-39,me2-39,662145,singles
2026-08-23T17:06:43+02:00,,376,MINAMINAMI Take,minaminami-take,PFL 40,40,857615,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,90,24047,https://images.tcggo.com/tcggo/storage/24069/meloetta-pfl-40-phantasmal-flames.png,https://www.tcggo.com/external/cm/24047,https://www.tcggo.com/external/tcgplayer/24047,Meloetta,Meloetta 40,,0.02,0.03,21242,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,Uncommon,meloetta,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/meloetta-40,me2-40,662194,singles
2026-08-23T17:06:43+02:00,,371,aky CG Works,aky-cg-works,PFL 41,41,857616,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,270,24048,https://images.tcggo.com/tcggo/storage/24077/mega-diancie-ex-pfl-41-phantasmal-flames.png,https://www.tcggo.com/external/cm/24048,https://www.tcggo.com/external/tcgplayer/24048,Mega Diancie ex,Mega Diancie ex 41,,0.49,0.46,5200,EUR,[],,,,,,,,,0.07,0.1,0.1,0.1,0.1,0.07,0.05,0.05,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.57,Double Rare,mega-diancie-ex,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/mega-diancie-ex-41,me2-41,660379,singles
2026-08-23T17:06:43+02:00,,449,miki kudo,miki-kudo,PFL 42,42,857617,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,70,24049,https://images.tcggo.com/tcggo/storage/24085/mimikyu-pfl-42-phantasmal-flames.png,https://www.tcggo.com/external/cm/24049,https://www.tcggo.com/external/tcgplayer/24049,Mimikyu,Mimikyu 42,,0.04,0.03,12910,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,Common,mimikyu,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/mimikyu-42,me2-42,662197,singles
2026-08-23T17:06:43+02:00,,412,Taiga Kayama,taiga-kayama,PFL 43,43,857618,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,50,24050,https://images.tcggo.com/tcggo/storage/24093/milcery-pfl-43-phantasmal-flames.png,https://www.tcggo.com/external/cm/24050,https://www.tcggo.com/external/tcgplayer/24050,Milcery,Milcery 43,,0.02,0.02,25007,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Common,milcery,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/milcery-43,me2-43,662196,singles
2026-08-23T17:06:43+02:00,,406,Narumi Sato,narumi-sato,PFL 44,44,857619,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,90,24051,https://images.tcggo.com/tcggo/storage/24101/alcremie-pfl-44-phantasmal-flames.png,https://www.tcggo.com/external/cm/24051,https://www.tcggo.com/external/tcgplayer/24051,Alcremie,Alcremie 44,,0.03,0.03,24660,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Uncommon,alcremie,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/alcremie-44,me2-44,660384,singles
2026-08-23T17:06:43+02:00,,408,kawayoo,kawayoo,PFL 45,45,857620,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,130,24052,https://images.tcggo.com/tcggo/storage/24109/zacian-pfl-45-phantasmal-flames.png,https://www.tcggo.com/external/cm/24052,https://www.tcggo.com/external/tcgplayer/24052,Zacian,Zacian 45,,0.05,0.08,18324,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,rare,zacian,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/zacian-45,me2-45,662244,singles
2026-08-23T17:06:43+02:00,,436,Takeshi Nakamura,takeshi-nakamura,PFL 46,46,857621,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,50,24053,https://images.tcggo.com/tcggo/storage/24117/bramblin-pfl-46-phantasmal-flames.png,https://www.tcggo.com/external/cm/24053,https://www.tcggo.com/external/tcgplayer/24053,Bramblin,Bramblin 46,,0.03,0.04,17544,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,bramblin,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/bramblin-46,me2-46,662136,singles
2026-08-23T17:06:43+02:00,,431,Tetsu Kayama,tetsu-kayama,PFL 47,47,857622,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,100,24054,https://images.tcggo.com/tcggo/storage/24125/brambleghast-pfl-47-phantasmal-flames.png,https://www.tcggo.com/external/cm/24054,https://www.tcggo.com/external/tcgplayer/24054,Brambleghast,Brambleghast 47,,0.02,0.04,24133,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Uncommon,brambleghast,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/brambleghast-47,me2-47,662135,singles
2026-08-23T17:06:43+02:00,,377,Souichirou Gunjima,souichirou-gunjima,PFL 48,48,857623,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,130,24055,https://images.tcggo.com/tcggo/storage/24133/paldean-tauros-pfl-48-phantasmal-flames.png,https://www.tcggo.com/external/cm/24055,https://www.tcggo.com/external/tcgplayer/24055,Paldean Tauros,Paldean Tauros 48,,0.03,0.03,23683,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Uncommon,paldean-tauros,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/paldean-tauros-48,me2-48,662208,singles
2026-08-23T17:06:43+02:00,,439,Kazumasa Yasukuni,kazumasa-yasukuni,PFL 49,49,857624,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,70,24056,https://images.tcggo.com/tcggo/storage/24142/gligar-pfl-49-phantasmal-flames.png,https://www.tcggo.com/external/cm/24056,https://www.tcggo.com/external/tcgplayer/24056,Gligar,Gligar 49,,0.03,0.02,24094,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,gligar,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/gligar-49-1,me2-49,662162,singles
