captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.gma.10.median_price,prices.ebay.graded.gma.10.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,379,Sanosuke Sakuma,sanosuke-sakuma,SSP 63,63,794343,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,130,20851,https://images.tcggo.com/tcggo/storage/21017/zebstrika-ssp-63-surging-sparks.png,https://www.tcggo.com/external/cm/20851,https://www.tcggo.com/external/tcgplayer/20851,Zebstrika,Zebstrika 63,0.03,0.03,9322,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,zebstrika,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/zebstrika-63-1,sv8-63,590100,singles
2026-08-23T17:19:56+02:00,,438,Miki Tanaka,miki-tanaka,SSP 64,64,794345,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,110,20852,https://images.tcggo.com/tcggo/storage/21018/stunfisk-ssp-64-surging-sparks.png,https://www.tcggo.com/external/cm/20852,https://www.tcggo.com/external/tcgplayer/20852,Stunfisk,Stunfisk 64,0.03,0.03,9701,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,stunfisk,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/stunfisk-64,sv8-64,590064,singles
2026-08-23T17:19:56+02:00,,377,Souichirou Gunjima,souichirou-gunjima,SSP 65,65,794346,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,120,20853,https://images.tcggo.com/tcggo/storage/21019/tapu-koko-ssp-65-surging-sparks.png,https://www.tcggo.com/external/cm/20853,https://www.tcggo.com/external/tcgplayer/20853,Tapu Koko,Tapu Koko 65,0.06,0.06,11292,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.13,rare,tapu-koko,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/tapu-koko-65,sv8-65,590071,singles
2026-08-23T17:19:56+02:00,,516,Pani Kobayashi,pani-kobayashi,SSP 66,66,794347,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,60,20854,https://images.tcggo.com/tcggo/storage/21020/wattrel-ssp-66-surging-sparks.png,https://www.tcggo.com/external/cm/20854,https://www.tcggo.com/external/tcgplayer/20854,Wattrel,Wattrel 66,0.02,0.03,15713,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Common,wattrel,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/wattrel-66,sv8-66,590094,singles
2026-08-23T17:19:56+02:00,,382,KEIICHIRO ITO,keiichiro-ito,SSP 67,67,794349,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,120,20855,https://images.tcggo.com/tcggo/storage/21021/kilowattrel-ssp-67-surging-sparks.png,https://www.tcggo.com/external/cm/20855,https://www.tcggo.com/external/tcgplayer/20855,Kilowattrel,Kilowattrel 67,0.03,0.03,10375,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.09,Uncommon,kilowattrel,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/kilowattrel-67,sv8-67,589976,singles
2026-08-23T17:19:56+02:00,,411,PLANETA Yamashita,planeta-yamashita,SSP 68,68,794350,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,260,20856,https://images.tcggo.com/tcggo/storage/21022/kilowattrel-ex-ssp-68-surging-sparks.png,https://www.tcggo.com/external/cm/20856,https://www.tcggo.com/external/tcgplayer/20856,Kilowattrel ex,Kilowattrel ex 68,0.49,0.51,2469,EUR,[],,,,,,,,,0.19,0.2,0.25,0.15,0.15,0.19,0.29,0.29,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.89,0.65,Double Rare,kilowattrel-ex,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/kilowattrel-ex-68,sv8-68,589977,singles
2026-08-23T17:19:56+02:00,,510,Nurikabe,nurikabe,SSP 69,69,794352,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,120,20857,https://images.tcggo.com/tcggo/storage/21023/miraidon-ssp-69-surging-sparks.png,https://www.tcggo.com/external/cm/20857,https://www.tcggo.com/external/tcgplayer/20857,Miraidon,Miraidon 69,0.03,0.03,9756,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.09,Uncommon,miraidon,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/miraidon-69,sv8-69,590008,singles
2026-08-23T17:19:56+02:00,,829,Yoko Hishida,yoko-hishida,SSP 70,70,794359,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,50,20858,https://images.tcggo.com/tcggo/storage/21024/togepi-ssp-70-surging-sparks.png,https://www.tcggo.com/external/cm/20858,https://www.tcggo.com/external/tcgplayer/20858,Togepi,Togepi 70,0.03,0.03,14012,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.11,Common,togepi,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/togepi-70-1,sv8-70,590079,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,SSP 71,71,794360,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,90,20859,https://images.tcggo.com/tcggo/storage/21025/togetic-ssp-71-surging-sparks.png,https://www.tcggo.com/external/cm/20859,https://www.tcggo.com/external/tcgplayer/20859,Togetic,Togetic 71,0.04,0.06,8145,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,togetic,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/togetic-71,sv8-71,590080,singles
2026-08-23T17:19:56+02:00,,774,Narano,narano,SSP 72,72,794362,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,140,20860,https://images.tcggo.com/tcggo/storage/21026/togekiss-ssp-72-surging-sparks.png,https://www.tcggo.com/external/cm/20860,https://www.tcggo.com/external/tcgplayer/20860,Togekiss,Togekiss 72,0.07,0.05,,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.34,0.16,rare,togekiss,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/togekiss-72,sv8-72,590078,singles
2026-08-23T17:19:56+02:00,,410,Shimaris Yukichi,shimaris-yukichi,SSP 73,73,794365,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,60,20861,https://images.tcggo.com/tcggo/storage/21027/marill-ssp-73-surging-sparks.png,https://www.tcggo.com/external/cm/20861,https://www.tcggo.com/external/tcgplayer/20861,Marill,Marill 73,0.03,0.03,14596,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.1,Common,marill,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/marill-73,sv8-73,589997,singles
2026-08-23T17:19:56+02:00,,365,Orca,orca,SSP 74,74,794367,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,120,20862,https://images.tcggo.com/tcggo/storage/21028/azumarill-ssp-74-surging-sparks.png,https://www.tcggo.com/external/cm/20862,https://www.tcggo.com/external/tcgplayer/20862,Azumarill,Azumarill 74,0.03,0.03,8770,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.11,Uncommon,azumarill,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/azumarill-74,sv8-74,589872,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,SSP 75,75,794369,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,30,20863,https://images.tcggo.com/tcggo/storage/21029/smoochum-ssp-75-surging-sparks.png,https://www.tcggo.com/external/cm/20863,https://www.tcggo.com/external/tcgplayer/20863,Smoochum,Smoochum 75,0.07,0.09,4441,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.17,Common,smoochum,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/smoochum-75,sv8-75,590059,singles
2026-08-23T17:19:56+02:00,,490,takuyoa,takuyoa,SSP 76,76,794373,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,210,20864,https://images.tcggo.com/tcggo/storage/21030/latias-ex-ssp-76-surging-sparks.png,https://www.tcggo.com/external/cm/20864,https://www.tcggo.com/external/tcgplayer/20864,Latias ex,Latias ex 76,4.97,5,506,EUR,[],,,,,,,,,4,3.97,3.97,6.5,6.5,4,3.7,3.7,3,3,USD,,,,,,,,,,,,,,,,,,,,,,,21.56,1,,,,,6.88,2,,,,,,,,,,,,,,,EUR,4.97,3.42,Double Rare,latias-ex,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/latias-ex-76,sv8-76,589983,singles
2026-08-23T17:19:56+02:00,,454,kantaro,kantaro,SSP 77,77,794375,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,120,20865,https://images.tcggo.com/tcggo/storage/21031/latios-ssp-77-surging-sparks.png,https://www.tcggo.com/external/cm/20865,https://www.tcggo.com/external/tcgplayer/20865,Latios,Latios 77,0.03,0.03,9386,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.09,Uncommon,latios,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/latios-77,sv8-77,589986,singles
2026-08-23T17:19:56+02:00,,359,HYOGONOSUKE,hyogonosuke,SSP 78,78,794377,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20866,https://images.tcggo.com/tcggo/storage/21032/uxie-ssp-78-surging-sparks.png,https://www.tcggo.com/external/cm/20866,https://www.tcggo.com/external/tcgplayer/20866,Uxie,Uxie 78,0.05,0.05,5072,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.38,0.13,Common,uxie,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/uxie-78,sv8-78,590084,singles
2026-08-23T17:19:56+02:00,,359,HYOGONOSUKE,hyogonosuke,SSP 79,79,794379,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20867,https://images.tcggo.com/tcggo/storage/21033/mesprit-ssp-79-surging-sparks.png,https://www.tcggo.com/external/cm/20867,https://www.tcggo.com/external/tcgplayer/20867,Mesprit,Mesprit 79,0.05,0.04,5487,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.13,Common,mesprit,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/mesprit-79,sv8-79,590002,singles
2026-08-23T17:19:56+02:00,,359,HYOGONOSUKE,hyogonosuke,SSP 80,80,794380,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20868,https://images.tcggo.com/tcggo/storage/21034/azelf-ssp-80-surging-sparks.png,https://www.tcggo.com/external/cm/20868,https://www.tcggo.com/external/tcgplayer/20868,Azelf,Azelf 80,0.05,0.04,5257,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.13,Common,azelf,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/azelf-80,sv8-80,589871,singles
2026-08-23T17:19:56+02:00,,764,svlt,svlt,SSP 81,81,794381,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,110,20869,https://images.tcggo.com/tcggo/storage/21035/sigilyph-ssp-81-surging-sparks.png,https://www.tcggo.com/external/cm/20869,https://www.tcggo.com/external/tcgplayer/20869,Sigilyph,Sigilyph 81,0.03,0.03,6603,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.09,Common,sigilyph,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/sigilyph-81,sv8-81,590048,singles
2026-08-23T17:19:56+02:00,,766,IKEDA Saki,ikeda-saki,SSP 82,82,794382,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20870,https://images.tcggo.com/tcggo/storage/21036/yamask-ssp-82-surging-sparks.png,https://www.tcggo.com/external/cm/20870,https://www.tcggo.com/external/tcgplayer/20870,Yamask,Yamask 82,0.03,0.03,15583,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,yamask,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/yamask-82,sv8-82,590097,singles
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,SSP 83,83,794384,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,120,20871,https://images.tcggo.com/tcggo/storage/21037/cofagrigus-ssp-83-surging-sparks.png,https://www.tcggo.com/external/cm/20871,https://www.tcggo.com/external/tcgplayer/20871,Cofagrigus,Cofagrigus 83,0.07,0.07,13079,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.14,rare,cofagrigus,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/cofagrigus-83,sv8-83,589905,singles
2026-08-23T17:19:56+02:00,,528,Natsumi Yoshida,natsumi-yoshida,SSP 84,84,794386,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,60,20872,https://images.tcggo.com/tcggo/storage/21038/espurr-ssp-84-surging-sparks.png,https://www.tcggo.com/external/cm/20872,https://www.tcggo.com/external/tcgplayer/20872,Espurr,Espurr 84,0.03,0.02,14906,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.36,0.12,Common,espurr,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/espurr-84,sv8-84,589936,singles
2026-08-23T17:19:56+02:00,,357,Yoriyuki Ikegami,yoriyuki-ikegami,SSP 85,85,794388,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,90,20873,https://images.tcggo.com/tcggo/storage/21039/meowstic-ssp-85-surging-sparks.png,https://www.tcggo.com/external/cm/20873,https://www.tcggo.com/external/tcgplayer/20873,Meowstic,Meowstic 85,0.03,0.03,9556,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.1,Uncommon,meowstic,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/meowstic-85,sv8-85,590001,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,SSP 86,86,794390,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,270,20874,https://images.tcggo.com/tcggo/storage/21040/sylveon-ex-ssp-86-surging-sparks.png,https://www.tcggo.com/external/cm/20874,https://www.tcggo.com/external/tcgplayer/20874,Sylveon ex,Sylveon ex 86,1.76,1.86,1046,EUR,[],,,,,,,,,1,0.86,0.86,1.99,1.99,1,1.58,1.58,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.94,1.92,Double Rare,sylveon-ex,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/sylveon-ex-86,sv8-86,590069,singles
2026-08-23T17:19:56+02:00,,419,Uninori,uninori,SSP 87,87,794393,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20875,https://images.tcggo.com/tcggo/storage/21041/dedenne-ssp-87-surging-sparks.png,https://www.tcggo.com/external/cm/20875,https://www.tcggo.com/external/tcgplayer/20875,Dedenne,Dedenne 87,0.05,0.05,8178,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.1,Common,dedenne,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/dedenne-87,sv8-87,589914,singles
2026-08-23T17:19:56+02:00,,518,Ryuta Fuse,ryuta-fuse,SSP 88,88,794395,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,130,20876,https://images.tcggo.com/tcggo/storage/21042/xerneas-ssp-88-surging-sparks.png,https://www.tcggo.com/external/cm/20876,https://www.tcggo.com/external/tcgplayer/20876,Xerneas,Xerneas 88,0.04,0.04,9228,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.09,Uncommon,xerneas,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/xerneas-88,sv8-88,590096,singles
2026-08-23T17:19:56+02:00,,391,saino misaki,saino-misaki,SSP 89,89,794397,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,90,20877,https://images.tcggo.com/tcggo/storage/21043/oricorio-ssp-89-surging-sparks.png,https://www.tcggo.com/external/cm/20877,https://www.tcggo.com/external/tcgplayer/20877,Oricorio,Oricorio 89,0.03,0.03,9321,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,oricorio,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/oricorio-89,sv8-89,590013,singles
