captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.mnt.9.median_price,prices.ebay.graded.mnt.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,394,OKACHEKE,okacheke,OBF 103,103,725183,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,50,2746,https://images.tcggo.com/tcggo/storage/2760/diglett-obf-103-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2746,https://www.tcggo.com/external/tcgplayer/2746,Diglett,Diglett 103,0.05,0.1,6633,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,diglett,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/diglett-103,sv3-103,509790,singles
2026-08-23T17:19:56+02:00,,387,Scav,scav,OBF 108,108,725188,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,70,2747,https://images.tcggo.com/tcggo/storage/2761/barboach-obf-108-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2747,https://www.tcggo.com/external/tcgplayer/2747,Barboach,Barboach 108,0.04,0.03,6894,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.11,Common,barboach,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/barboach-108,sv3-108,509797,singles
2026-08-23T17:19:56+02:00,,507,0313,0313,OBF 109,109,725189,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,140,2748,https://images.tcggo.com/tcggo/storage/2762/whiscash-obf-109-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2748,https://www.tcggo.com/external/tcgplayer/2748,Whiscash,Whiscash 109,0.05,0.05,6958,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.13,Uncommon,whiscash,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/whiscash-109,sv3-109,509801,singles
2026-08-23T17:19:56+02:00,,534,Nagomi Nijo,nagomi-nijo,OBF 114,114,725194,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,90,2749,https://images.tcggo.com/tcggo/storage/2763/crabrawler-obf-114-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2749,https://www.tcggo.com/external/tcgplayer/2749,Crabrawler,Crabrawler 114,0.04,0.03,6882,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.12,Common,crabrawler,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/crabrawler-114,sv3-114,509839,singles
2026-08-23T17:19:56+02:00,,492,Misa Tsutsui,misa-tsutsui,OBF 115,115,725195,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,160,2750,https://images.tcggo.com/tcggo/storage/2764/crabominable-obf-115-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2750,https://www.tcggo.com/external/tcgplayer/2750,Crabominable,Crabominable 115,0.03,0.03,7333,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.1,Uncommon,crabominable,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/crabominable-115,sv3-115,509842,singles
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,OBF 116,116,725196,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2751,https://images.tcggo.com/tcggo/storage/2765/rockruff-obf-116-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2751,https://www.tcggo.com/external/tcgplayer/2751,Rockruff,Rockruff 116,0.05,0.03,6745,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,rockruff,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/rockruff-116,sv3-116,509856,singles
2026-08-23T17:19:56+02:00,,375,Mitsuhiro Arita,mitsuhiro-arita,OBF 117,117,725197,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,130,2752,https://images.tcggo.com/tcggo/storage/2766/lycanroc-obf-117-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2752,https://www.tcggo.com/external/tcgplayer/2752,Lycanroc,Lycanroc 117,0.04,0.06,6890,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.11,Uncommon,lycanroc,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/lycanroc-117,sv3-117,509865,singles
2026-08-23T17:19:56+02:00,,379,Sanosuke Sakuma,sanosuke-sakuma,OBF 121,121,725201,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2753,https://images.tcggo.com/tcggo/storage/2767/glimmet-obf-121-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2753,https://www.tcggo.com/external/tcgplayer/2753,Glimmet,Glimmet 121,0.05,0.04,4355,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,glimmet,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/glimmet-121,sv3-121,509873,singles
2026-08-23T17:19:56+02:00,,516,Pani Kobayashi,pani-kobayashi,OBF 127,127,725207,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,70,2754,https://images.tcggo.com/tcggo/storage/2768/paldean-wooper-obf-127-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2754,https://www.tcggo.com/external/tcgplayer/2754,Paldean Wooper,Paldean Wooper 127,0.05,0.06,4219,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.13,Common,paldean-wooper,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/paldean-wooper-127,sv3-127,509883,singles
2026-08-23T17:19:56+02:00,,521,Shin Nagasawa,shin-nagasawa,OBF 129,129,725209,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,140,2755,https://images.tcggo.com/tcggo/storage/2769/paldean-clodsire-obf-129-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2755,https://www.tcggo.com/external/tcgplayer/2755,Paldean Clodsire,Paldean Clodsire 129,0.06,0.09,2404,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.15,Uncommon,paldean-clodsire,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/paldean-clodsire-129,sv3-129,509887,singles
2026-08-23T17:19:56+02:00,,485,otumami,otumami,OBF 39,39,725119,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,110,2756,https://images.tcggo.com/tcggo/storage/2770/heatmor-obf-39-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2756,https://www.tcggo.com/external/tcgplayer/2756,Heatmor,Heatmor 39,0.03,0.02,7104,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.1,Common,heatmor,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/heatmor-39,sv3-39,509744,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,OBF 49,49,725129,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,110,2757,https://images.tcggo.com/tcggo/storage/2771/floatzel-obf-49-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2757,https://www.tcggo.com/external/tcgplayer/2757,Floatzel,Floatzel 49,0.03,0.03,7445,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.12,Uncommon,floatzel,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/floatzel-49,sv3-49,509774,singles
2026-08-23T17:19:56+02:00,,374,OKUBO,okubo,OBF 50,50,725130,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,70,2758,https://images.tcggo.com/tcggo/storage/2772/tympole-obf-50-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2758,https://www.tcggo.com/external/tcgplayer/2758,Tympole,Tympole 50,0.03,0.03,12363,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,tympole,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/tympole-50,sv3-50,509775,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,OBF 53,53,725133,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,70,2759,https://images.tcggo.com/tcggo/storage/2773/cubchoo-obf-53-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2759,https://www.tcggo.com/external/tcgplayer/2759,Cubchoo,Cubchoo 53,0.04,0.03,6818,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.1,Common,cubchoo,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/cubchoo-53,sv3-53,509798,singles
2026-08-23T17:19:56+02:00,,512,kirisAki,kirisaki,OBF 55,55,725135,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,90,2760,https://images.tcggo.com/tcggo/storage/2774/cryogonal-obf-55-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2760,https://www.tcggo.com/external/tcgplayer/2760,Cryogonal,Cryogonal 55,0.04,0.03,7226,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,cryogonal,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/cryogonal-55,sv3-55,509802,singles
2026-08-23T17:19:56+02:00,,488,Masakazu Fukuda,masakazu-fukuda,OBF 63,63,725143,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2761,https://images.tcggo.com/tcggo/storage/2775/magnemite-obf-63-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2761,https://www.tcggo.com/external/tcgplayer/2761,Magnemite,Magnemite 63,0.03,0.02,12163,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.1,Common,magnemite,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/magnemite-63,sv3-63,509823,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,OBF 66,66,725146,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,340,2762,https://images.tcggo.com/tcggo/storage/2776/tyranitar-ex-obf-66-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2762,https://www.tcggo.com/external/tcgplayer/2762,Tyranitar ex,Tyranitar ex 66,1.23,1.28,770,EUR,[],,,,,,,,0.9,0.8,0.8,1,1,0.9,1,1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.13,1.07,Double Rare,tyranitar-ex,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/tyranitar-ex-66,sv3-66,509831,singles
2026-08-23T17:19:56+02:00,,484,Kagemaru Himeno,kagemaru-himeno,OBF 67,67,725147,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,40,2763,https://images.tcggo.com/tcggo/storage/2777/tynamo-obf-67-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2763,https://www.tcggo.com/external/tcgplayer/2763,Tynamo,Tynamo 67,0.03,0.02,12515,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,tynamo,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/tynamo-67,sv3-67,509832,singles
2026-08-23T17:19:56+02:00,,377,Souichirou Gunjima,souichirou-gunjima,OBF 68,68,725148,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,90,2764,https://images.tcggo.com/tcggo/storage/2778/eelektrik-obf-68-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2764,https://www.tcggo.com/external/tcgplayer/2764,Eelektrik,Eelektrik 68,0.05,0.06,4627,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,eelektrik,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/eelektrik-68,sv3-68,509834,singles
2026-08-23T17:19:56+02:00,,488,Masakazu Fukuda,masakazu-fukuda,OBF 69,69,725149,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,160,2765,https://images.tcggo.com/tcggo/storage/2779/eelektross-obf-69-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2765,https://www.tcggo.com/external/tcgplayer/2765,Eelektross,Eelektross 69,0.05,0.06,2980,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,eelektross,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/eelektross-69,sv3-69,509835,singles
2026-08-23T17:19:56+02:00,,521,Shin Nagasawa,shin-nagasawa,OBF 76,76,725156,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2766,https://images.tcggo.com/tcggo/storage/2780/tadbulb-obf-76-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2766,https://www.tcggo.com/external/tcgplayer/2766,Tadbulb,Tadbulb 76,0.04,0.05,4453,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.11,Common,tadbulb,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/tadbulb-76,sv3-76,509853,singles
2026-08-23T17:19:56+02:00,,493,kurumitsu,kurumitsu,OBF 80,80,725160,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,30,2767,https://images.tcggo.com/tcggo/storage/2781/cleffa-obf-80-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2767,https://www.tcggo.com/external/tcgplayer/2767,Cleffa,Cleffa 80,0.17,0.21,2500,EUR,[],,,,,,,,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.36,0.25,Common,cleffa,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/cleffa-80,sv3-80,509809,singles
2026-08-23T17:19:56+02:00,,401,Yuka Morii,yuka-morii,OBF 81,81,725161,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2768,https://images.tcggo.com/tcggo/storage/2782/clefairy-obf-81-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2768,https://www.tcggo.com/external/tcgplayer/2768,Clefairy,Clefairy 81,0.08,0.05,5325,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.44,0.17,Common,clefairy,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/clefairy-81,sv3-81,509811,singles
2026-08-23T17:19:56+02:00,,528,Natsumi Yoshida,natsumi-yoshida,OBF 83,83,725163,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,50,2769,https://images.tcggo.com/tcggo/storage/2783/togepi-obf-83-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2769,https://www.tcggo.com/external/tcgplayer/2769,Togepi,Togepi 83,0.04,0.05,11388,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.16,Common,togepi,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/togepi-83,sv3-83,509825,singles
2026-08-23T17:19:56+02:00,,496,Cona Nitanda,cona-nitanda,OBF 85,85,725165,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,150,2770,https://images.tcggo.com/tcggo/storage/2784/togekiss-obf-85-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2770,https://www.tcggo.com/external/tcgplayer/2770,Togekiss,Togekiss 85,0.06,0.05,15849,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.16,rare,togekiss,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/togekiss-85,sv3-85,509840,singles
2026-08-23T17:19:56+02:00,,498,Sekio,sekio,OBF 87,87,725167,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,80,2771,https://images.tcggo.com/tcggo/storage/2785/snubbull-obf-87-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2771,https://www.tcggo.com/external/tcgplayer/2771,Snubbull,Snubbull 87,0.05,0.04,6575,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.1,Common,snubbull,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/snubbull-87,sv3-87,509854,singles
2026-08-23T17:19:56+02:00,,431,Tetsu Kayama,tetsu-kayama,OBF 92,92,725172,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,90,2772,https://images.tcggo.com/tcggo/storage/2786/lunatone-obf-92-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2772,https://www.tcggo.com/external/tcgplayer/2772,Lunatone,Lunatone 92,0.04,0.04,7169,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.13,Uncommon,lunatone,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/lunatone-92,sv3-92,509871,singles
2026-08-23T17:19:56+02:00,,516,Pani Kobayashi,pani-kobayashi,OBF 100,100,725180,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,80,2773,https://images.tcggo.com/tcggo/storage/2787/greavard-obf-100-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2773,https://www.tcggo.com/external/tcgplayer/2773,Greavard,Greavard 100,0.04,0.03,6923,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.1,Common,greavard,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/greavard-100,sv3-100,509947,singles
