captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,492,Misa Tsutsui,misa-tsutsui,ASC 65,65,869676,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,100,31516,https://images.tcggo.com/tcggo/storage/31888/charjabug-asc-65-ascended-heroes.png,https://www.tcggo.com/external/cm/31516,https://www.tcggo.com/external/tcgplayer/31516,Charjabug,Charjabug 65,,0.03,0.03,5339,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,Common,charjabug,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/charjabug-65-1,me2pt5-65,675877,singles
2026-08-23T17:06:43+02:00,,443,Shiburingaru,shiburingaru,ASC 66,66,869677,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,160,31517,https://images.tcggo.com/tcggo/storage/31907/vikavolt-asc-66-ascended-heroes.png,https://www.tcggo.com/external/cm/31517,https://www.tcggo.com/external/tcgplayer/31517,Vikavolt,Vikavolt 66,,0.03,0.03,8473,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.06,Uncommon,vikavolt,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/vikavolt-66-1,me2pt5-66,675878,singles
2026-08-23T17:06:43+02:00,,363,Anesaki Dynamic,anesaki-dynamic,ASC 67,67,869678,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31518,https://images.tcggo.com/tcggo/storage/31926/tapu-koko-asc-67-ascended-heroes.png,https://www.tcggo.com/external/cm/31518,https://www.tcggo.com/external/tcgplayer/31518,Tapu Koko,Tapu Koko 67,,0.05,0.07,6537,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,rare,tapu-koko,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/tapu-koko-67,me2pt5-67,675879,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 68,68,869679,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,200,31519,https://images.tcggo.com/tcggo/storage/31945/hops-pincurchin-ex-asc-68-ascended-heroes.png,https://www.tcggo.com/external/cm/31519,https://www.tcggo.com/external/tcgplayer/31519,Hop's Pincurchin ex,Hop's Pincurchin ex 68,,0.57,0.59,1493,EUR,[],0.1,0.09,0.09,0.2,0.2,0.1,0.3,0.47,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.45,Double Rare,hops-pincurchin-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/hops-pincurchin-ex-68,me2pt5-68,675880,singles
2026-08-23T17:06:43+02:00,,493,kurumitsu,kurumitsu,ASC 69,69,869680,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31520,https://images.tcggo.com/tcggo/storage/31964/ionos-tadbulb-asc-69-ascended-heroes.png,https://www.tcggo.com/external/cm/31520,https://www.tcggo.com/external/tcgplayer/31520,Iono's Tadbulb,Iono's Tadbulb 69,,0.04,0.03,5434,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,Common,ionos-tadbulb,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/ionos-tadbulb-69,me2pt5-69,675881,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 70,70,869681,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,280,31521,https://images.tcggo.com/tcggo/storage/31983/ionos-bellibolt-ex-asc-70-ascended-heroes.png,https://www.tcggo.com/external/cm/31521,https://www.tcggo.com/external/tcgplayer/31521,Iono's Bellibolt ex,Iono's Bellibolt ex 70,,0.64,0.7,1086,EUR,[],0.19,0.2,0.2,0.3,0.3,0.19,0.35,0.34,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.54,Double Rare,ionos-bellibolt-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/ionos-bellibolt-ex-70,me2pt5-70,675882,singles
2026-08-23T17:06:43+02:00,,426,Akira Komayama,akira-komayama,ASC 71,71,869682,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31522,https://images.tcggo.com/tcggo/storage/32002/ionos-wattrel-asc-71-ascended-heroes.png,https://www.tcggo.com/external/cm/31522,https://www.tcggo.com/external/tcgplayer/31522,Iono's Wattrel,Iono's Wattrel 71,,0.04,0.05,5028,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,Common,ionos-wattrel,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/ionos-wattrel-71,me2pt5-71,675883,singles
2026-08-23T17:06:43+02:00,,500,chibi,chibi,ASC 72,72,869683,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31523,https://images.tcggo.com/tcggo/storage/32020/ionos-kilowattrel-asc-72-ascended-heroes.png,https://www.tcggo.com/external/cm/31523,https://www.tcggo.com/external/tcgplayer/31523,Iono's Kilowattrel,Iono's Kilowattrel 72,,0.05,0.06,6366,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.7,rare,ionos-kilowattrel,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/ionos-kilowattrel-72,me2pt5-72,675884,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 73,73,869684,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,220,31524,https://images.tcggo.com/tcggo/storage/31744/miraidon-ex-asc-73-ascended-heroes.png,https://www.tcggo.com/external/cm/31524,https://www.tcggo.com/external/tcgplayer/31524,Miraidon ex,Miraidon ex 73,,0.63,0.69,1313,EUR,[],0.1,0.14,0.14,0.14,0.14,0.2,0.5,0.5,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.62,Double Rare,miraidon-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/miraidon-ex-73,me2pt5-73,675885,singles
2026-08-23T17:06:43+02:00,,417,satoma,satoma,ASC 74,74,869685,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31525,https://images.tcggo.com/tcggo/storage/31762/clefairy-asc-74-ascended-heroes.png,https://www.tcggo.com/external/cm/31525,https://www.tcggo.com/external/tcgplayer/31525,Clefairy,Clefairy 74,,0.05,0.04,4899,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,clefairy,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/clefairy-74-1,me2pt5-74,675886,singles
2026-08-23T17:06:43+02:00,,417,satoma,satoma,ASC 75,75,869686,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31526,https://images.tcggo.com/tcggo/storage/31780/clefable-asc-75-ascended-heroes.png,https://www.tcggo.com/external/cm/31526,https://www.tcggo.com/external/tcgplayer/31526,Clefable,Clefable 75,,0.04,0.04,7811,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Uncommon,clefable,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/clefable-75-1,me2pt5-75,675887,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 76,76,869687,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,190,31527,https://images.tcggo.com/tcggo/storage/31798/lillies-clefairy-ex-asc-76-ascended-heroes.png,https://www.tcggo.com/external/cm/31527,https://www.tcggo.com/external/tcgplayer/31527,Lillie's Clefairy ex,Lillie's Clefairy ex 76,,1.85,1.89,402,EUR,[],1,0.35,0.35,3,3,1,0.6,0.9,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.23,Double Rare,lillies-clefairy-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/lillies-clefairy-ex-76,me2pt5-76,675888,singles
2026-08-23T17:06:43+02:00,,383,Gapao,gapao,ASC 77,77,869688,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31528,https://images.tcggo.com/tcggo/storage/31816/team-rockets-exeggcute-asc-77-ascended-heroes.png,https://www.tcggo.com/external/cm/31528,https://www.tcggo.com/external/tcgplayer/31528,Team Rocket's Exeggcute,Team Rocket's Exeggcute 77,,0.03,0.03,5090,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.05,Common,team-rockets-exeggcute,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/team-rockets-exeggcute-77,me2pt5-77,675889,singles
2026-08-23T17:06:43+02:00,,518,Ryuta Fuse,ryuta-fuse,ASC 78,78,869689,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,140,31529,https://images.tcggo.com/tcggo/storage/31834/team-rockets-exeggutor-asc-78-ascended-heroes.png,https://www.tcggo.com/external/cm/31529,https://www.tcggo.com/external/tcgplayer/31529,Team Rocket's Exeggutor,Team Rocket's Exeggutor 78,,0.06,0.06,6220,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,rare,team-rockets-exeggutor,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/team-rockets-exeggutor-78,me2pt5-78,675890,singles
2026-08-23T17:06:43+02:00,,371,aky CG Works,aky-cg-works,ASC 79,79,869690,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,280,31530,https://images.tcggo.com/tcggo/storage/31852/team-rockets-mewtwo-ex-asc-79-ascended-heroes.png,https://www.tcggo.com/external/cm/31530,https://www.tcggo.com/external/tcgplayer/31530,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex 79,,1.29,1.33,707,EUR,[],0.8,0.49,0.49,1.25,1.25,0.9,0.95,0.95,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.21,Double Rare,team-rockets-mewtwo-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/team-rockets-mewtwo-ex-79,me2pt5-79,675891,singles
2026-08-23T17:06:43+02:00,,829,Yoko Hishida,yoko-hishida,ASC 80,80,869691,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,50,31531,https://images.tcggo.com/tcggo/storage/31870/togepi-asc-80-ascended-heroes.png,https://www.tcggo.com/external/cm/31531,https://www.tcggo.com/external/tcgplayer/31531,Togepi,Togepi 80,,0.03,0.03,11062,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,Common,togepi,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/togepi-80,me2pt5-80,675892,singles
2026-08-23T17:06:43+02:00,,385,Teeziro,teeziro,ASC 81,81,869692,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,90,31532,https://images.tcggo.com/tcggo/storage/31889/togetic-asc-81-ascended-heroes.png,https://www.tcggo.com/external/cm/31532,https://www.tcggo.com/external/tcgplayer/31532,Togetic,Togetic 81,,0.04,0.04,5012,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,togetic,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/togetic-81,me2pt5-81,675893,singles
2026-08-23T17:06:43+02:00,,774,Narano,narano,ASC 82,82,869693,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,140,31533,https://images.tcggo.com/tcggo/storage/31908/togekiss-asc-82-ascended-heroes.png,https://www.tcggo.com/external/cm/31533,https://www.tcggo.com/external/tcgplayer/31533,Togekiss,Togekiss 82,,0.06,0.06,6114,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,rare,togekiss,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/togekiss-82,me2pt5-82,675894,singles
2026-08-23T17:06:43+02:00,,1068,Yoshimoto Yoshimon,yoshimoto-yoshimon,ASC 83,83,869694,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31534,https://images.tcggo.com/tcggo/storage/31927/marill-asc-83-ascended-heroes.png,https://www.tcggo.com/external/cm/31534,https://www.tcggo.com/external/tcgplayer/31534,Marill,Marill 83,,0.05,0.03,10692,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,Common,marill,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/marill-83,me2pt5-83,675895,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 84,84,869695,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,270,31535,https://images.tcggo.com/tcggo/storage/31946/azumarill-ex-asc-84-ascended-heroes.png,https://www.tcggo.com/external/cm/31535,https://www.tcggo.com/external/tcgplayer/31535,Azumarill ex,Azumarill ex 84,,0.72,0.81,1099,EUR,[],0.1,0.4,0.4,0.05,0.05,0.1,0.45,0.5,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.6,Double Rare,azumarill-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/azumarill-ex-84,me2pt5-84,675896,singles
2026-08-23T17:06:43+02:00,,1069,Kazuhisa Uragami,kazuhisa-uragami,ASC 85,85,869696,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31536,https://images.tcggo.com/tcggo/storage/31965/misdreavus-asc-85-ascended-heroes.png,https://www.tcggo.com/external/cm/31536,https://www.tcggo.com/external/tcgplayer/31536,Misdreavus,Misdreavus 85,,0.04,0.04,5177,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Common,misdreavus,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/misdreavus-85,me2pt5-85,675897,singles
2026-08-23T17:06:43+02:00,,415,nisimono,nisimono,ASC 86,86,869697,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,110,31537,https://images.tcggo.com/tcggo/storage/31984/mismagius-asc-86-ascended-heroes.png,https://www.tcggo.com/external/cm/31537,https://www.tcggo.com/external/tcgplayer/31537,Mismagius,Mismagius 86,,0.06,0.08,6419,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,rare,mismagius,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/mismagius-86,me2pt5-86,675898,singles
2026-08-23T17:06:43+02:00,,787,Terada Tera,terada-tera,ASC 87,87,869698,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31538,https://images.tcggo.com/tcggo/storage/32003/ralts-asc-87-ascended-heroes.png,https://www.tcggo.com/external/cm/31538,https://www.tcggo.com/external/tcgplayer/31538,Ralts,Ralts 87,,0.04,0.03,11276,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,Common,ralts,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/ralts-87,me2pt5-87,675899,singles
2026-08-23T17:06:43+02:00,,417,satoma,satoma,ASC 88,88,869699,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,100,31539,https://images.tcggo.com/tcggo/storage/32021/kirlia-asc-88-ascended-heroes.png,https://www.tcggo.com/external/cm/31539,https://www.tcggo.com/external/tcgplayer/31539,Kirlia,Kirlia 88,,0.04,0.03,5069,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,Common,kirlia,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/kirlia-88,me2pt5-88,675900,singles
2026-08-23T17:06:43+02:00,,490,takuyoa,takuyoa,ASC 89,89,869700,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,360,31540,https://images.tcggo.com/tcggo/storage/31745/mega-gardevoir-ex-asc-89-ascended-heroes.png,https://www.tcggo.com/external/cm/31540,https://www.tcggo.com/external/tcgplayer/31540,Mega Gardevoir ex,Mega Gardevoir ex 89,,0.74,0.82,967,EUR,[],0.09,0.2,0.4,0.4,0.4,0.09,0.35,0.4,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.71,Double Rare,mega-gardevoir-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/mega-gardevoir-ex-89,me2pt5-89,675901,singles
2026-08-23T17:06:43+02:00,,449,miki kudo,miki-kudo,ASC 90,90,869701,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31541,https://images.tcggo.com/tcggo/storage/31763/shuppet-asc-90-ascended-heroes.png,https://www.tcggo.com/external/cm/31541,https://www.tcggo.com/external/tcgplayer/31541,Shuppet,Shuppet 90,,0.03,0.03,5245,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.08,Common,shuppet,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/shuppet-90,me2pt5-90,675902,singles
2026-08-23T17:06:43+02:00,,363,Anesaki Dynamic,anesaki-dynamic,ASC 91,91,869702,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,90,31542,https://images.tcggo.com/tcggo/storage/31781/banette-asc-91-ascended-heroes.png,https://www.tcggo.com/external/cm/31542,https://www.tcggo.com/external/tcgplayer/31542,Banette,Banette 91,,0.03,0.03,8212,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.04,Uncommon,banette,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/banette-91,me2pt5-91,675903,singles
2026-08-23T17:06:43+02:00,,423,mingo,mingo,ASC 92,92,869703,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31543,https://images.tcggo.com/tcggo/storage/31799/rotom-asc-92-ascended-heroes.png,https://www.tcggo.com/external/cm/31543,https://www.tcggo.com/external/tcgplayer/31543,Rotom,Rotom 92,,0.04,0.04,5071,EUR,[],0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,Common,rotom,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/rotom-92,me2pt5-92,675904,singles
