captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.ars.10.median_price,prices.ebay.graded.ars.10.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.7.median_price,prices.ebay.graded.sgc.7.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type,version
2026-08-23T17:19:56+02:00,,357,Yoriyuki Ikegami,yoriyuki-ikegami,MEW 47,47,733642,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,120,2508,https://images.tcggo.com/tcggo/storage/2522/parasect-mew-47-151-pokemon.png,https://www.tcggo.com/external/cm/2508,https://www.tcggo.com/external/tcgplayer/2508,Parasect,Parasect 47,0.06,0.06,11256,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,parasect,Pokémon,https://www.tcggo.com/pokemon/151/parasect-47,sv3pt5-47,516170,singles,
2026-08-23T17:19:56+02:00,,438,Miki Tanaka,miki-tanaka,MEW 50,50,733645,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,50,2509,https://images.tcggo.com/tcggo/storage/2523/diglett-mew-50-151-pokemon.png,https://www.tcggo.com/external/cm/2509,https://www.tcggo.com/external/tcgplayer/2509,Diglett,Diglett 50,0.05,0.04,15476,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.12,Common,diglett,Pokémon,https://www.tcggo.com/pokemon/151/diglett-50,sv3pt5-50,516215,singles,
2026-08-23T17:19:56+02:00,,459,GIDORA,gidora,MEW 4,4,733599,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2510,https://images.tcggo.com/tcggo/storage/2524/charmander-mew-4-151-pokemon.png,https://www.tcggo.com/external/cm/2510,https://www.tcggo.com/external/tcgplayer/2510,Charmander,Charmander 4,0.09,0.09,10087,EUR,[],,,,,,,,,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,USD,59.49,1,,,,,,,,,,,,,,,35.89,3,,,,,24.37,2,164.58,2,,,26.73,2,13.46,4,,,,,,,,,,,,,,,,,EUR,0.44,0.17,Common,charmander,Pokémon,https://www.tcggo.com/pokemon/151/charmander-4,sv3pt5-4,502555,singles,
2026-08-23T17:19:56+02:00,,415,nisimono,nisimono,MEW 14,14,733609,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,80,2511,https://images.tcggo.com/tcggo/storage/2525/kakuna-mew-14-151-pokemon.png,https://www.tcggo.com/external/cm/2511,https://www.tcggo.com/external/tcgplayer/2511,Kakuna,Kakuna 14,0.14,0.13,2785,EUR,[],,,,,,,,,0.02,0.05,0.05,0.11,0.11,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.26,0.17,Common,kakuna,Pokémon,https://www.tcggo.com/pokemon/151/kakuna-14,sv3pt5-14,502563,singles,
2026-08-23T17:19:56+02:00,,459,GIDORA,gidora,MEW 5,5,733600,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,100,2512,https://images.tcggo.com/tcggo/storage/2526/charmeleon-mew-5-151-pokemon.png,https://www.tcggo.com/external/cm/2512,https://www.tcggo.com/external/tcgplayer/2512,Charmeleon,Charmeleon 5,0.1,0.09,7412,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.19,Uncommon,charmeleon,Pokémon,https://www.tcggo.com/pokemon/151/charmeleon-5,sv3pt5-5,502557,singles,
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,MEW 6,6,733601,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,330,2513,https://images.tcggo.com/tcggo/storage/2527/charizard-ex-mew-6-151-pokemon.png,https://www.tcggo.com/external/cm/2513,https://www.tcggo.com/external/tcgplayer/2513,Charizard ex,Charizard ex 6,8.8,8.1,570,EUR,,,,,,35,1000,,,7.99,6.99,6.99,11,11,7.99,8,8,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,6.2,8.99,Double Rare,charizard-ex,Pokémon,https://www.tcggo.com/pokemon/151/charizard-ex-6,sv3pt5-6,502558,singles,
2026-08-23T17:19:56+02:00,,499,Tika Matsuno,tika-matsuno,MEW 10,10,733605,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,50,2514,https://images.tcggo.com/tcggo/storage/2528/caterpie-mew-10-151-pokemon.png,https://www.tcggo.com/external/cm/2514,https://www.tcggo.com/external/tcgplayer/2514,Caterpie,Caterpie 10,0.05,0.05,14539,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.15,Common,caterpie,Pokémon,https://www.tcggo.com/pokemon/151/caterpie-10,sv3pt5-10,502559,singles,
2026-08-23T17:19:56+02:00,,499,Tika Matsuno,tika-matsuno,MEW 11,11,733606,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,90,2515,https://images.tcggo.com/tcggo/storage/2529/metapod-mew-11-151-pokemon.png,https://www.tcggo.com/external/cm/2515,https://www.tcggo.com/external/tcgplayer/2515,Metapod,Metapod 11,0.12,0.13,2768,EUR,[],,,,,,,,,0.02,0.02,0.02,0.15,0.15,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.62,0.18,Common,metapod,Pokémon,https://www.tcggo.com/pokemon/151/metapod-11,sv3pt5-11,502560,singles,
2026-08-23T17:19:56+02:00,,415,nisimono,nisimono,MEW 13,13,733608,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,50,2516,https://images.tcggo.com/tcggo/storage/2530/weedle-mew-13-151-pokemon.png,https://www.tcggo.com/external/cm/2516,https://www.tcggo.com/external/tcgplayer/2516,Weedle,Weedle 13,0.05,0.05,14882,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Common,weedle,Pokémon,https://www.tcggo.com/pokemon/151/weedle-13,sv3pt5-13,502562,singles,
2026-08-23T17:19:56+02:00,,368,Oswaldo KATO,oswaldo-kato,MEW 17,17,733612,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,80,2517,https://images.tcggo.com/tcggo/storage/2531/pidgeotto-mew-17-151-pokemon.png,https://www.tcggo.com/external/cm/2517,https://www.tcggo.com/external/tcgplayer/2517,Pidgeotto,Pidgeotto 17,0.23,0.19,2038,EUR,[],,,,,,,,,0.02,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.11,0.21,Common,pidgeotto,Pokémon,https://www.tcggo.com/pokemon/151/pidgeotto-17,sv3pt5-17,502566,singles,
2026-08-23T17:19:56+02:00,,368,Oswaldo KATO,oswaldo-kato,MEW 18,18,733613,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,130,2518,https://images.tcggo.com/tcggo/storage/2532/pidgeot-mew-18-151-pokemon.png,https://www.tcggo.com/external/cm/2518,https://www.tcggo.com/external/tcgplayer/2518,Pidgeot,Pidgeot 18,0.07,0.09,9758,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.15,Uncommon,pidgeot,Pokémon,https://www.tcggo.com/pokemon/151/pidgeot-18,sv3pt5-18,502567,singles,
2026-08-23T17:19:56+02:00,,362,Naoyo Kimura,naoyo-kimura,MEW 26,26,733621,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,120,2519,https://images.tcggo.com/tcggo/storage/2533/raichu-mew-26-151-pokemon.png,https://www.tcggo.com/external/cm/2519,https://www.tcggo.com/external/tcgplayer/2519,Raichu,Raichu 26,0.19,0.21,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.15,0.15,0.02,0.05,0.05,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.8,0.21,rare,raichu,Pokémon,https://www.tcggo.com/pokemon/151/raichu-26,sv3pt5-26,515957,singles,
2026-08-23T17:19:56+02:00,,414,kodama,kodama,MEW 27,27,733622,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,60,2520,https://images.tcggo.com/tcggo/storage/2534/sandshrew-mew-27-151-pokemon.png,https://www.tcggo.com/external/cm/2520,https://www.tcggo.com/external/tcgplayer/2520,Sandshrew,Sandshrew 27,0.05,0.04,15009,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,sandshrew,Pokémon,https://www.tcggo.com/pokemon/151/sandshrew-27,sv3pt5-27,515978,singles,
2026-08-23T17:19:56+02:00,,414,kodama,kodama,MEW 28,28,733623,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,120,2521,https://images.tcggo.com/tcggo/storage/2535/sandslash-mew-28-151-pokemon.png,https://www.tcggo.com/external/cm/2521,https://www.tcggo.com/external/tcgplayer/2521,Sandslash,Sandslash 28,0.06,0.05,11034,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,sandslash,Pokémon,https://www.tcggo.com/pokemon/151/sandslash-28,sv3pt5-28,515989,singles,
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,MEW 31,31,733626,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,170,2522,https://images.tcggo.com/tcggo/storage/2536/nidoqueen-mew-31-151-pokemon.png,https://www.tcggo.com/external/cm/2522,https://www.tcggo.com/external/tcgplayer/2522,Nidoqueen,Nidoqueen 31,0.07,0.08,9646,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.16,Uncommon,nidoqueen,Pokémon,https://www.tcggo.com/pokemon/151/nidoqueen-31,sv3pt5-31,516004,singles,
2026-08-23T17:19:56+02:00,,391,saino misaki,saino-misaki,MEW 39,39,733634,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2523,https://images.tcggo.com/tcggo/storage/2537/jigglypuff-mew-39-151-pokemon.png,https://www.tcggo.com/external/cm/2523,https://www.tcggo.com/external/tcgplayer/2523,Jigglypuff,Jigglypuff 39,0.06,0.06,13290,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.15,Common,jigglypuff,Pokémon,https://www.tcggo.com/pokemon/151/jigglypuff-39,sv3pt5-39,516108,singles,
2026-08-23T17:19:56+02:00,,526,Saki Hayashiro,saki-hayashiro,MEW 40,40,733635,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,250,2524,https://images.tcggo.com/tcggo/storage/2538/wigglytuff-ex-mew-40-151-pokemon.png,https://www.tcggo.com/external/cm/2524,https://www.tcggo.com/external/tcgplayer/2524,Wigglytuff ex,Wigglytuff ex 40,1.55,1.56,1107,EUR,[],,,,,,,,,0.65,1,1,3.5,3.5,0.65,1.5,1.5,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.15,1.07,Double Rare,wigglytuff-ex,Pokémon,https://www.tcggo.com/pokemon/151/wigglytuff-ex-40,sv3pt5-40,516145,singles,
2026-08-23T17:19:56+02:00,,387,Scav,scav,MEW 41,41,733636,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,40,2525,https://images.tcggo.com/tcggo/storage/2539/zubat-mew-41-151-pokemon.png,https://www.tcggo.com/external/cm/2525,https://www.tcggo.com/external/tcgplayer/2525,Zubat,Zubat 41,0.05,0.04,15555,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.13,Common,zubat,Pokémon,https://www.tcggo.com/pokemon/151/zubat-41,sv3pt5-41,516150,singles,
2026-08-23T17:19:56+02:00,,498,Sekio,sekio,MEW 43,43,733638,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,60,2526,https://images.tcggo.com/tcggo/storage/2540/oddish-mew-43-151-pokemon.png,https://www.tcggo.com/external/cm/2526,https://www.tcggo.com/external/tcgplayer/2526,Oddish,Oddish 43,0.05,0.04,15251,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.13,Common,oddish,Pokémon,https://www.tcggo.com/pokemon/151/oddish-43,sv3pt5-43,516156,singles,
2026-08-23T17:19:56+02:00,,484,Kagemaru Himeno,kagemaru-himeno,MEW 49,49,733644,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,90,2527,https://images.tcggo.com/tcggo/storage/2541/venomoth-mew-49-151-pokemon.png,https://www.tcggo.com/external/cm/2527,https://www.tcggo.com/external/tcgplayer/2527,Venomoth,Venomoth 49,0.07,0.05,10193,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,venomoth,Pokémon,https://www.tcggo.com/pokemon/151/venomoth-49,sv3pt5-49,516213,singles,
2026-08-23T17:19:56+02:00,,415,nisimono,nisimono,MEW 15,15,733610,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,130,2528,https://images.tcggo.com/tcggo/storage/2542/beedrill-mew-15-151-pokemon.png,https://www.tcggo.com/external/cm/2528,https://www.tcggo.com/external/tcgplayer/2528,Beedrill,Beedrill 15,0.21,0.21,6777,EUR,[],,,,,,,,,0.02,0.03,0.03,0.05,0.05,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.26,0.21,rare,beedrill,Pokémon,https://www.tcggo.com/pokemon/151/beedrill-15,sv3pt5-15,502564,singles,
2026-08-23T17:19:56+02:00,,381,sowsow,sowsow,MEW 20,20,733615,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2529,https://images.tcggo.com/tcggo/storage/2543/raticate-mew-20-151-pokemon.png,https://www.tcggo.com/external/cm/2529,https://www.tcggo.com/external/tcgplayer/2529,Raticate,Raticate 20,0.06,0.06,10846,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,raticate,Pokémon,https://www.tcggo.com/pokemon/151/raticate-20,sv3pt5-20,502569,singles,
2026-08-23T17:19:56+02:00,,396,Gemi,gemi,MEW 22,22,733617,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,90,2530,https://images.tcggo.com/tcggo/storage/2544/fearow-mew-22-151-pokemon.png,https://www.tcggo.com/external/cm/2530,https://www.tcggo.com/external/tcgplayer/2530,Fearow,Fearow 22,0.06,0.07,11359,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.13,Uncommon,fearow,Pokémon,https://www.tcggo.com/pokemon/151/fearow-22,sv3pt5-22,502589,singles,
2026-08-23T17:19:56+02:00,,408,kawayoo,kawayoo,MEW 37,37,733632,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2531,https://images.tcggo.com/tcggo/storage/2545/vulpix-mew-37-151-pokemon.png,https://www.tcggo.com/external/cm/2531,https://www.tcggo.com/external/tcgplayer/2531,Vulpix,Vulpix 37,0.05,0.04,14667,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.14,Common,vulpix,Pokémon,https://www.tcggo.com/pokemon/151/vulpix-37,sv3pt5-37,516060,singles,
2026-08-23T17:19:56+02:00,,408,kawayoo,kawayoo,MEW 38,38,733633,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,260,2532,https://images.tcggo.com/tcggo/storage/2546/ninetales-ex-mew-38-151-pokemon.png,https://www.tcggo.com/external/cm/2532,https://www.tcggo.com/external/tcgplayer/2532,Ninetales ex,Ninetales ex 38,1.82,1.9,971,EUR,[],,,,,,,,,1,0.95,0.95,4,4,1,1,2,0.45,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.54,1.56,Double Rare,ninetales-ex,Pokémon,https://www.tcggo.com/pokemon/151/ninetales-ex-38,sv3pt5-38,516072,singles,
2026-08-23T17:19:56+02:00,,387,Scav,scav,MEW 42,42,733637,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,80,2533,https://images.tcggo.com/tcggo/storage/2547/golbat-mew-42-151-pokemon.png,https://www.tcggo.com/external/cm/2533,https://www.tcggo.com/external/tcgplayer/2533,Golbat,Golbat 42,0.05,0.05,11073,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,golbat,Pokémon,https://www.tcggo.com/pokemon/151/golbat-42,sv3pt5-42,516152,singles,
2026-08-23T17:19:56+02:00,,484,Kagemaru Himeno,kagemaru-himeno,MEW 48,48,733643,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2534,https://images.tcggo.com/tcggo/storage/2548/venonat-mew-48-151-pokemon.png,https://www.tcggo.com/external/cm/2534,https://www.tcggo.com/external/tcgplayer/2534,Venonat,Venonat 48,0.05,0.05,14645,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,venonat,Pokémon,https://www.tcggo.com/pokemon/151/venonat-48,sv3pt5-48,516206,singles,
2026-08-23T17:19:56+02:00,,463,Naoki Saito,naoki-saito,MEW 52,52,733647,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2535,https://images.tcggo.com/tcggo/storage/2549/meowth-mew-52-151-pokemon.png,https://www.tcggo.com/external/cm/2535,https://www.tcggo.com/external/tcgplayer/2535,Meowth,Meowth 52,0.06,0.04,14006,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.13,Common,meowth,Pokémon,https://www.tcggo.com/pokemon/151/meowth-52,sv3pt5-52,516221,singles,
