captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,528,Natsumi Yoshida,natsumi-yoshida,POR 30,30,877444,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31828,https://images.tcggo.com/tcggo/storage/32216/clefairy.webp,https://www.tcggo.com/external/cm/31828,https://www.tcggo.com/external/tcgplayer/31828,Clefairy,Clefairy 30,,0.03,0.03,9327,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,clefairy,,https://www.tcggo.com/pokemon/perfect-order/clefairy,POR-30,684414,singles
2026-08-23T17:06:43+02:00,,371,aky CG Works,aky-cg-works,POR 31,31,877445,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,320,31829,https://images.tcggo.com/tcggo/storage/32217/mega-clefable-ex.webp,https://www.tcggo.com/external/cm/31829,https://www.tcggo.com/external/tcgplayer/31829,Mega Clefable ex,Mega Clefable ex 31,,0.58,0.54,2297,EUR,[],0.09,0.25,0.25,0.4,0.4,0.09,0.29,0.29,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.6,Double Rare,mega-clefable-ex,,https://www.tcggo.com/pokemon/perfect-order/mega-clefable-ex,POR-31,684383,singles
2026-08-23T17:06:43+02:00,,394,OKACHEKE,okacheke,POR 32,32,877446,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,110,31830,https://images.tcggo.com/tcggo/storage/32218/mawile.webp,https://www.tcggo.com/external/cm/31830,https://www.tcggo.com/external/tcgplayer/31830,Mawile,Mawile 32,,0.04,0.03,6936,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,mawile,,https://www.tcggo.com/pokemon/perfect-order/mawile,POR-32,684416,singles
2026-08-23T17:06:43+02:00,,787,Terada Tera,terada-tera,POR 33,33,877447,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,60,31831,https://images.tcggo.com/tcggo/storage/32219/espurr.webp,https://www.tcggo.com/external/cm/31831,https://www.tcggo.com/external/tcgplayer/31831,Espurr,Espurr 33,,0.03,0.02,9817,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Common,espurr,,https://www.tcggo.com/pokemon/perfect-order/espurr,POR-33,684417,singles
2026-08-23T17:06:43+02:00,,1247,Kannnu,kannnu,POR 34,34,877448,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,100,31832,https://images.tcggo.com/tcggo/storage/32220/meowstic.webp,https://www.tcggo.com/external/cm/31832,https://www.tcggo.com/external/tcgplayer/31832,Meowstic,Meowstic 34,,0.03,0.03,12353,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Uncommon,meowstic,,https://www.tcggo.com/pokemon/perfect-order/meowstic,POR-34,684419,singles
2026-08-23T17:06:43+02:00,,516,Pani Kobayashi,pani-kobayashi,POR 35,35,877449,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31833,https://images.tcggo.com/tcggo/storage/32221/spritzee.webp,https://www.tcggo.com/external/cm/31833,https://www.tcggo.com/external/tcgplayer/31833,Spritzee,Spritzee 35,,0.03,0.03,6589,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Common,spritzee,,https://www.tcggo.com/pokemon/perfect-order/spritzee,POR-35,684420,singles
2026-08-23T17:06:43+02:00,,783,Mori Yuu,mori-yuu,POR 36,36,877450,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,120,31834,https://images.tcggo.com/tcggo/storage/32222/aromatisse.webp,https://www.tcggo.com/external/cm/31834,https://www.tcggo.com/external/tcgplayer/31834,Aromatisse,Aromatisse 36,,0.03,0.03,11900,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Uncommon,aromatisse,,https://www.tcggo.com/pokemon/perfect-order/aromatisse,POR-36,684421,singles
2026-08-23T17:06:43+02:00,,386,Jerky,jerky,POR 37,37,877451,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,90,31835,https://images.tcggo.com/tcggo/storage/32223/nosepass.webp,https://www.tcggo.com/external/cm/31835,https://www.tcggo.com/external/tcgplayer/31835,Nosepass,Nosepass 37,,0.02,0.02,10320,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,nosepass,,https://www.tcggo.com/pokemon/perfect-order/nosepass,POR-37,684422,singles
2026-08-23T17:06:43+02:00,,510,Nurikabe,nurikabe,POR 38,38,877452,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,140,31836,https://images.tcggo.com/tcggo/storage/32224/probopass.webp,https://www.tcggo.com/external/cm/31836,https://www.tcggo.com/external/tcgplayer/31836,Probopass,Probopass 38,,0.02,0.02,10313,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,probopass,,https://www.tcggo.com/pokemon/perfect-order/probopass,POR-38,684423,singles
2026-08-23T17:06:43+02:00,,484,Kagemaru Himeno,kagemaru-himeno,POR 39,39,877453,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,100,31837,https://images.tcggo.com/tcggo/storage/32225/hippopotas.webp,https://www.tcggo.com/external/cm/31837,https://www.tcggo.com/external/tcgplayer/31837,Hippopotas,Hippopotas 39,,0.02,0.02,10196,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Common,hippopotas,,https://www.tcggo.com/pokemon/perfect-order/hippopotas,POR-39,684425,singles
2026-08-23T17:06:43+02:00,,377,Souichirou Gunjima,souichirou-gunjima,POR 40,40,877454,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,150,31838,https://images.tcggo.com/tcggo/storage/32226/hippowdon.webp,https://www.tcggo.com/external/cm/31838,https://www.tcggo.com/external/tcgplayer/31838,Hippowdon,Hippowdon 40,,0.03,0.03,12590,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Uncommon,hippowdon,,https://www.tcggo.com/pokemon/perfect-order/hippowdon,POR-40,684426,singles
2026-08-23T17:06:43+02:00,,529,aoki,aoki,POR 41,41,877455,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,120,31839,https://images.tcggo.com/tcggo/storage/32227/landorus.webp,https://www.tcggo.com/external/cm/31839,https://www.tcggo.com/external/tcgplayer/31839,Landorus,Landorus 41,,0.05,0.06,8774,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,rare,landorus,,https://www.tcggo.com/pokemon/perfect-order/landorus,POR-41,684427,singles
2026-08-23T17:06:43+02:00,,405,nagimiso,nagimiso,POR 42,42,877456,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,80,31840,https://images.tcggo.com/tcggo/storage/32228/binacle.webp,https://www.tcggo.com/external/cm/31840,https://www.tcggo.com/external/tcgplayer/31840,Binacle,Binacle 42,,0.04,0.05,8966,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,binacle,,https://www.tcggo.com/pokemon/perfect-order/binacle,POR-42,684334,singles
2026-08-23T17:06:43+02:00,,439,Kazumasa Yasukuni,kazumasa-yasukuni,POR 43,43,877457,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,130,31841,https://images.tcggo.com/tcggo/storage/32229/barbaracle.webp,https://www.tcggo.com/external/cm/31841,https://www.tcggo.com/external/tcgplayer/31841,Barbaracle,Barbaracle 43,,0.03,0.03,13554,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Uncommon,barbaracle,,https://www.tcggo.com/pokemon/perfect-order/barbaracle,POR-43,684335,singles
2026-08-23T17:06:43+02:00,,481,Tomomi Kaneko,tomomi-kaneko,POR 44,44,877458,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,100,31842,https://images.tcggo.com/tcggo/storage/32230/tyrunt.webp,https://www.tcggo.com/external/cm/31842,https://www.tcggo.com/external/tcgplayer/31842,Tyrunt,Tyrunt 44,,0.03,0.03,9838,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,tyrunt,,https://www.tcggo.com/pokemon/perfect-order/tyrunt,POR-44,684358,singles
2026-08-23T17:06:43+02:00,,422,Dsuke,dsuke,POR 45,45,877459,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,180,31843,https://images.tcggo.com/tcggo/storage/32231/tyrantrum.webp,https://www.tcggo.com/external/cm/31843,https://www.tcggo.com/external/tcgplayer/31843,Tyrantrum,Tyrantrum 45,,0.07,0.06,7240,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,rare,tyrantrum,,https://www.tcggo.com/pokemon/perfect-order/tyrantrum,POR-45,684359,singles
2026-08-23T17:06:43+02:00,,389,osare,osare,POR 46,46,877460,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31844,https://images.tcggo.com/tcggo/storage/32232/hawlucha.webp,https://www.tcggo.com/external/cm/31844,https://www.tcggo.com/external/tcgplayer/31844,Hawlucha,Hawlucha 46,,0.03,0.03,11054,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,hawlucha,,https://www.tcggo.com/pokemon/perfect-order/hawlucha,POR-46,684428,singles
2026-08-23T17:06:43+02:00,,490,takuyoa,takuyoa,POR 47,47,877461,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,310,31845,https://images.tcggo.com/tcggo/storage/32233/mega-zygarde-ex.webp,https://www.tcggo.com/external/cm/31845,https://www.tcggo.com/external/tcgplayer/31845,Mega Zygarde ex,Mega Zygarde ex 47,,22.19,25.33,380,EUR,[],0.02,0.26,0.26,0.3,0.3,0.02,0.38,0.38,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.52,Double Rare,mega-zygarde-ex,,https://www.tcggo.com/pokemon/perfect-order/mega-zygarde-ex,POR-47,684336,singles
2026-08-23T17:06:43+02:00,,455,MARINA Chikazawa,marina-chikazawa,POR 48,48,877463,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31846,https://images.tcggo.com/tcggo/storage/32234/gastly.webp,https://www.tcggo.com/external/cm/31846,https://www.tcggo.com/external/tcgplayer/31846,Gastly,Gastly 48,,0.03,0.03,9416,EUR,[],0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,gastly,,https://www.tcggo.com/pokemon/perfect-order/gastly,POR-48,684429,singles
2026-08-23T17:06:43+02:00,,393,Kedamahadaitai Yawarakai,kedamahadaitai-yawarakai,POR 49,49,877464,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,100,31847,https://images.tcggo.com/tcggo/storage/32235/haunter.webp,https://www.tcggo.com/external/cm/31847,https://www.tcggo.com/external/tcgplayer/31847,Haunter,Haunter 49,,0.04,0.03,6092,EUR,[],0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Common,haunter,,https://www.tcggo.com/pokemon/perfect-order/haunter,POR-49,684430,singles
2026-08-23T17:06:43+02:00,,420,Masako Tomii,masako-tomii,POR 50,50,877465,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,130,31848,https://images.tcggo.com/tcggo/storage/32236/gengar.webp,https://www.tcggo.com/external/cm/31848,https://www.tcggo.com/external/tcgplayer/31848,Gengar,Gengar 50,,0.39,0.41,2315,EUR,[],0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.89,rare,gengar,,https://www.tcggo.com/pokemon/perfect-order/gengar,POR-50,684431,singles
2026-08-23T17:06:43+02:00,,435,Aya Kusube,aya-kusube,POR 51,51,877467,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,80,31849,https://images.tcggo.com/tcggo/storage/32237/skorupi.webp,https://www.tcggo.com/external/cm/31849,https://www.tcggo.com/external/tcgplayer/31849,Skorupi,Skorupi 51,,0.03,0.03,10050,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Common,skorupi,,https://www.tcggo.com/pokemon/perfect-order/skorupi,POR-51,684432,singles
2026-08-23T17:06:43+02:00,,494,Nelnal,nelnal,POR 52,52,877468,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,140,31850,https://images.tcggo.com/tcggo/storage/32238/drapion.webp,https://www.tcggo.com/external/cm/31850,https://www.tcggo.com/external/tcgplayer/31850,Drapion,Drapion 52,,0.03,0.03,12344,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Uncommon,drapion,,https://www.tcggo.com/pokemon/perfect-order/drapion,POR-52,684433,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,POR 53,53,877469,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,210,31851,https://images.tcggo.com/tcggo/storage/32239/yveltal-ex.webp,https://www.tcggo.com/external/cm/31851,https://www.tcggo.com/external/tcgplayer/31851,Yveltal ex,Yveltal ex 53,,0.42,0.45,2607,EUR,[],0.04,0.05,0.1,0.03,0.03,0.04,0.15,0.15,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.46,Double Rare,yveltal-ex,,https://www.tcggo.com/pokemon/perfect-order/yveltal-ex,POR-53,684386,singles
2026-08-23T17:06:43+02:00,,642,Satoshi Ohta,satoshi-ohta,POR 54,54,877470,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,120,31852,https://images.tcggo.com/tcggo/storage/32240/chien-pao.webp,https://www.tcggo.com/external/cm/31852,https://www.tcggo.com/external/tcgplayer/31852,Chien-Pao,Chien-Pao 54,,0.04,0.04,8188,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,rare,chien-pao,,https://www.tcggo.com/pokemon/perfect-order/chien-pao,POR-54,684435,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,POR 55,55,877471,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,260,31853,https://images.tcggo.com/tcggo/storage/32241/mega-skarmory-ex.webp,https://www.tcggo.com/external/cm/31853,https://www.tcggo.com/external/tcgplayer/31853,Mega Skarmory ex,Mega Skarmory ex 55,,0.51,0.47,2411,EUR,[],0.1,0.15,0.15,0.25,0.25,0.1,0.1,0.2,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.54,Double Rare,mega-skarmory-ex,,https://www.tcggo.com/pokemon/perfect-order/mega-skarmory-ex,POR-55,684351,singles
2026-08-23T17:06:43+02:00,,822,Apios,apios,POR 56,56,877472,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31854,https://images.tcggo.com/tcggo/storage/32242/honedge.webp,https://www.tcggo.com/external/cm/31854,https://www.tcggo.com/external/tcgplayer/31854,Honedge,Honedge 56,,0.03,0.03,10501,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,honedge,,https://www.tcggo.com/pokemon/perfect-order/honedge,POR-56,684378,singles
2026-08-23T17:06:43+02:00,,830,Kamome Shirahama,kamome-shirahama,POR 57,57,877473,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,100,31855,https://images.tcggo.com/tcggo/storage/32243/doublade.webp,https://www.tcggo.com/external/cm/31855,https://www.tcggo.com/external/tcgplayer/31855,Doublade,Doublade 57,,0.03,0.02,10248,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,doublade,,https://www.tcggo.com/pokemon/perfect-order/doublade,POR-57,684379,singles
2026-08-23T17:06:43+02:00,,375,Mitsuhiro Arita,mitsuhiro-arita,POR 58,58,877474,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,150,31856,https://images.tcggo.com/tcggo/storage/32244/aegislash.webp,https://www.tcggo.com/external/cm/31856,https://www.tcggo.com/external/tcgplayer/31856,Aegislash,Aegislash 58,,0.03,0.03,12196,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Uncommon,aegislash,,https://www.tcggo.com/pokemon/perfect-order/aegislash,POR-58,684381,singles
2026-08-23T17:06:43+02:00,,376,MINAMINAMI Take,minaminami-take,POR 59,59,877475,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31857,https://images.tcggo.com/tcggo/storage/32245/klefki.webp,https://www.tcggo.com/external/cm/31857,https://www.tcggo.com/external/tcgplayer/31857,Klefki,Klefki 59,,0.03,0.03,10542,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,klefki,,https://www.tcggo.com/pokemon/perfect-order/klefki,POR-59,684436,singles
2026-08-23T17:06:43+02:00,,466,Shinya Komatsu,shinya-komatsu,POR 60,60,877476,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,40,31858,https://images.tcggo.com/tcggo/storage/32246/rattata.webp,https://www.tcggo.com/external/cm/31858,https://www.tcggo.com/external/tcgplayer/31858,Rattata,Rattata 60,,0.03,0.03,9946,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,rattata,,https://www.tcggo.com/pokemon/perfect-order/rattata,POR-60,684437,singles
