captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,502,Bun Toujo,bun-toujo,PBL 33,33,895820,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49802,https://images.tcggo.com/tcggo/storage/38158/shuppet-33-pitch-black.png,https://www.tcggo.com/external/cm/49802,https://www.tcggo.com/external/tcgplayer/49802,Shuppet,Shuppet 33,0.09,0.08,3417,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.27,Common,shuppet,,https://www.tcggo.com/pokemon/pitch-black/shuppet-16,PBL-33,704790,singles
2026-08-23T17:06:43+02:00,,451,Mugi Hamada,mugi-hamada,PBL 34,34,895821,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49803,https://images.tcggo.com/tcggo/storage/38159/banette-34-pitch-black.png,https://www.tcggo.com/external/cm/49803,https://www.tcggo.com/external/tcgplayer/49803,Banette,Banette 34,0.09,0.06,4451,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.24,Uncommon,banette,,https://www.tcggo.com/pokemon/pitch-black/banette-16,PBL-34,704791,singles
2026-08-23T17:06:43+02:00,,444,danciao,danciao,PBL 35,35,895822,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49804,https://images.tcggo.com/tcggo/storage/38160/spiritomb-35-pitch-black.png,https://www.tcggo.com/external/cm/49804,https://www.tcggo.com/external/tcgplayer/49804,Spiritomb,Spiritomb 35,0.15,0.12,2522,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,1.69,rare,spiritomb,,https://www.tcggo.com/pokemon/pitch-black/spiritomb-19,PBL-35,704792,singles
2026-08-23T17:06:43+02:00,,359,HYOGONOSUKE,hyogonosuke,PBL 36,36,895823,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49805,https://images.tcggo.com/tcggo/storage/38161/litwick-36-pitch-black.png,https://www.tcggo.com/external/cm/49805,https://www.tcggo.com/external/tcgplayer/49805,Litwick,Litwick 36,0.05,0.05,3578,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.23,Common,litwick,,https://www.tcggo.com/pokemon/pitch-black/litwick-23,PBL-36,704793,singles
2026-08-23T17:06:43+02:00,,381,sowsow,sowsow,PBL 37,37,895824,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49806,https://images.tcggo.com/tcggo/storage/38162/lampent-37-pitch-black.png,https://www.tcggo.com/external/cm/49806,https://www.tcggo.com/external/tcgplayer/49806,Lampent,Lampent 37,0.04,0.04,4435,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.27,Uncommon,lampent,,https://www.tcggo.com/pokemon/pitch-black/lampent-20,PBL-37,704794,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,PBL 38,38,895786,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49807,https://images.tcggo.com/tcggo/storage/38163/mega-chandelure-ex-38-pitch-black.png,https://www.tcggo.com/external/cm/49807,https://www.tcggo.com/external/tcgplayer/49807,Mega Chandelure ex,Mega Chandelure ex 38,0.83,0.8,1005,EUR,[],0.02,0.28,0.28,1,1,0.02,0.3,0.3,0.1,0.1,,,,,,,,,,,,EUR,0.61,Double Rare,mega-chandelure-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-chandelure-ex,PBL-38,704795,singles
2026-08-23T17:06:43+02:00,,392,Oku,oku,PBL 39,39,895825,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49808,https://images.tcggo.com/tcggo/storage/38164/dhelmise-39-pitch-black.png,https://www.tcggo.com/external/cm/49808,https://www.tcggo.com/external/tcgplayer/49808,Dhelmise,Dhelmise 39,0.18,0.11,3664,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.23,Uncommon,dhelmise,,https://www.tcggo.com/pokemon/pitch-black/dhelmise-11,PBL-39,704796,singles
2026-08-23T17:06:43+02:00,,784,Nakamura Ippan,nakamura-ippan,PBL 40,40,895826,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49809,https://images.tcggo.com/tcggo/storage/38165/marshadow-40-pitch-black.png,https://www.tcggo.com/external/cm/49809,https://www.tcggo.com/external/tcgplayer/49809,Marshadow,Marshadow 40,0.03,0.03,3798,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.2,Uncommon,marshadow,,https://www.tcggo.com/pokemon/pitch-black/marshadow-5,PBL-40,704797,singles
2026-08-23T17:06:43+02:00,,487,Haru Akasaka,haru-akasaka,PBL 41,41,895827,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49810,https://images.tcggo.com/tcggo/storage/38166/annihilape-41-pitch-black.png,https://www.tcggo.com/external/cm/49810,https://www.tcggo.com/external/tcgplayer/49810,Annihilape,Annihilape 41,0.03,0.03,3791,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.25,Uncommon,annihilape,,https://www.tcggo.com/pokemon/pitch-black/annihilape-3,PBL-41,704798,singles
2026-08-23T17:06:43+02:00,,401,Yuka Morii,yuka-morii,PBL 42,42,895828,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49811,https://images.tcggo.com/tcggo/storage/38167/mankey-42-pitch-black.png,https://www.tcggo.com/external/cm/49811,https://www.tcggo.com/external/tcgplayer/49811,Mankey,Mankey 42,0.03,0.03,5390,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.2,Common,mankey,,https://www.tcggo.com/pokemon/pitch-black/mankey-20,PBL-42,704799,singles
2026-08-23T17:06:43+02:00,,373,GOSSAN,gossan,PBL 43,43,895829,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49812,https://images.tcggo.com/tcggo/storage/38168/primeape-43-pitch-black.png,https://www.tcggo.com/external/cm/49812,https://www.tcggo.com/external/tcgplayer/49812,Primeape,Primeape 43,0.03,0.03,4307,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.12,Common,primeape,,https://www.tcggo.com/pokemon/pitch-black/primeape-19,PBL-43,704800,singles
2026-08-23T17:06:43+02:00,,456,Hideki Ishikawa,hideki-ishikawa,PBL 44,44,895830,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49813,https://images.tcggo.com/tcggo/storage/38169/cranidos-44-pitch-black.png,https://www.tcggo.com/external/cm/49813,https://www.tcggo.com/external/tcgplayer/49813,Cranidos,Cranidos 44,0.04,0.04,3935,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.2,Common,cranidos,,https://www.tcggo.com/pokemon/pitch-black/cranidos-4,PBL-44,704801,singles
2026-08-23T17:06:43+02:00,,462,hncl,hncl,PBL 45,45,895831,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49814,https://images.tcggo.com/tcggo/storage/38170/rampardos-ex-45-pitch-black.png,https://www.tcggo.com/external/cm/49814,https://www.tcggo.com/external/tcgplayer/49814,Rampardos ex,Rampardos ex 45,0.65,0.55,991,EUR,[],0.1,0.04,0.04,0.19,0.19,0.1,0.18,0.18,0.05,0.05,,,,,,,,,,,,EUR,0.45,Double Rare,rampardos-ex,,https://www.tcggo.com/pokemon/pitch-black/rampardos-ex,PBL-45,704802,singles
2026-08-23T17:06:43+02:00,,460,Atsushi Furusawa,atsushi-furusawa,PBL 46,46,895832,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49815,https://images.tcggo.com/tcggo/storage/38171/drilbur-46-pitch-black.png,https://www.tcggo.com/external/cm/49815,https://www.tcggo.com/external/tcgplayer/49815,Drilbur,Drilbur 46,0.07,0.06,4182,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.21,Common,drilbur,,https://www.tcggo.com/pokemon/pitch-black/drilbur-15,PBL-46,704803,singles
2026-08-23T17:06:43+02:00,,414,kodama,kodama,PBL 47,47,895833,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49816,https://images.tcggo.com/tcggo/storage/38172/koraidon-47-pitch-black.png,https://www.tcggo.com/external/cm/49816,https://www.tcggo.com/external/tcgplayer/49816,Koraidon,Koraidon 47,0.07,0.06,2926,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.22,rare,koraidon,,https://www.tcggo.com/pokemon/pitch-black/koraidon-6,PBL-47,704804,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,PBL 48,48,895788,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49817,https://images.tcggo.com/tcggo/storage/38173/mega-darkrai-ex-48-pitch-black.png,https://www.tcggo.com/external/cm/49817,https://www.tcggo.com/external/tcgplayer/49817,Mega Darkrai ex,Mega Darkrai ex 48,1.1,0.94,1249,EUR,[],0.39,0.4,0.4,1,1,0.39,0.75,0.8,0.2,0.2,,,,,,,,,,,,EUR,0.7,Double Rare,mega-darkrai-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-darkrai-ex,PBL-48,704805,singles
2026-08-23T17:06:43+02:00,,443,Shiburingaru,shiburingaru,PBL 49,49,895834,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49818,https://images.tcggo.com/tcggo/storage/38174/vullaby-49-pitch-black.png,https://www.tcggo.com/external/cm/49818,https://www.tcggo.com/external/tcgplayer/49818,Vullaby,Vullaby 49,0.03,0.03,4046,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.15,Common,vullaby,,https://www.tcggo.com/pokemon/pitch-black/vullaby-11,PBL-49,704806,singles
2026-08-23T17:06:43+02:00,,395,Nisota Niso,nisota-niso,PBL 50,50,895835,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49819,https://images.tcggo.com/tcggo/storage/38175/mandibuzz-50-pitch-black.png,https://www.tcggo.com/external/cm/49819,https://www.tcggo.com/external/tcgplayer/49819,Mandibuzz,Mandibuzz 50,0.03,0.03,4068,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.16,Common,mandibuzz,,https://www.tcggo.com/pokemon/pitch-black/mandibuzz-10,PBL-50,704807,singles
2026-08-23T17:06:43+02:00,,473,Yuriko Akase,yuriko-akase,PBL 51,51,895836,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49820,https://images.tcggo.com/tcggo/storage/38176/inkay-51-pitch-black.png,https://www.tcggo.com/external/cm/49820,https://www.tcggo.com/external/tcgplayer/49820,Inkay,Inkay 51,0.03,0.03,3959,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.18,Common,inkay,,https://www.tcggo.com/pokemon/pitch-black/inkay-15,PBL-51,704808,singles
2026-08-23T17:06:43+02:00,,463,Naoki Saito,naoki-saito,PBL 52,52,895837,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49821,https://images.tcggo.com/tcggo/storage/38177/malamar-52-pitch-black.png,https://www.tcggo.com/external/cm/49821,https://www.tcggo.com/external/tcgplayer/49821,Malamar,Malamar 52,0.03,0.03,3969,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.2,Uncommon,malamar,,https://www.tcggo.com/pokemon/pitch-black/malamar-11,PBL-52,704809,singles
2026-08-23T17:06:43+02:00,,442,Krgc,krgc,PBL 53,53,895838,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49822,https://images.tcggo.com/tcggo/storage/38178/nickit-53-pitch-black.png,https://www.tcggo.com/external/cm/49822,https://www.tcggo.com/external/tcgplayer/49822,Nickit,Nickit 53,0.03,0.03,3960,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.21,Common,nickit,,https://www.tcggo.com/pokemon/pitch-black/nickit-8,PBL-53,704810,singles
2026-08-23T17:06:43+02:00,,472,GOTO minori,goto-minori,PBL 54,54,895839,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49823,https://images.tcggo.com/tcggo/storage/38179/thievul-54-pitch-black.png,https://www.tcggo.com/external/cm/49823,https://www.tcggo.com/external/tcgplayer/49823,Thievul,Thievul 54,0.03,0.03,4868,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.21,Uncommon,thievul,,https://www.tcggo.com/pokemon/pitch-black/thievul-7,PBL-54,704811,singles
2026-08-23T17:06:43+02:00,,371,aky CG Works,aky-cg-works,PBL 55,55,895840,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49824,https://images.tcggo.com/tcggo/storage/38180/morpeko-ex-55-pitch-black.png,https://www.tcggo.com/external/cm/49824,https://www.tcggo.com/external/tcgplayer/49824,Morpeko ex,Morpeko ex 55,0.5,0.45,1288,EUR,[],0.09,0.1,0.1,,,0.1,0.15,0.15,0.03,0.03,,,,,,,,,,,,EUR,0.53,Double Rare,morpeko-ex,,https://www.tcggo.com/pokemon/pitch-black/morpeko-ex,PBL-55,704812,singles
2026-08-23T17:06:43+02:00,,468,matazo,matazo,PBL 56,56,895841,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49825,https://images.tcggo.com/tcggo/storage/38181/zarude-56-pitch-black.png,https://www.tcggo.com/external/cm/49825,https://www.tcggo.com/external/tcgplayer/49825,Zarude,Zarude 56,0.07,0.07,2872,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.23,rare,zarude,,https://www.tcggo.com/pokemon/pitch-black/zarude-8,PBL-56,704813,singles
2026-08-23T17:06:43+02:00,,513,ryoma uratsuka,ryoma-uratsuka,PBL 57,57,895842,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49826,https://images.tcggo.com/tcggo/storage/38182/maschiff-57-pitch-black.png,https://www.tcggo.com/external/cm/49826,https://www.tcggo.com/external/tcgplayer/49826,Maschiff,Maschiff 57,0.03,0.03,4004,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.2,Common,maschiff,,https://www.tcggo.com/pokemon/pitch-black/maschiff-4,PBL-57,704814,singles
2026-08-23T17:06:43+02:00,,408,kawayoo,kawayoo,PBL 58,58,895843,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49827,https://images.tcggo.com/tcggo/storage/38183/mabosstiff-58-pitch-black.png,https://www.tcggo.com/external/cm/49827,https://www.tcggo.com/external/tcgplayer/49827,Mabosstiff,Mabosstiff 58,0.03,0.03,3910,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.21,Common,mabosstiff,,https://www.tcggo.com/pokemon/pitch-black/mabosstiff-2,PBL-58,704815,singles
2026-08-23T17:06:43+02:00,,766,IKEDA Saki,ikeda-saki,PBL 59,59,895844,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49828,https://images.tcggo.com/tcggo/storage/38184/chi-yu-59-pitch-black.png,https://www.tcggo.com/external/cm/49828,https://www.tcggo.com/external/tcgplayer/49828,Chi-Yu,Chi-Yu 59,0.09,0.08,2706,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,EUR,0.26,rare,chi-yu,,https://www.tcggo.com/pokemon/pitch-black/chi-yu-4,PBL-59,704816,singles
2026-08-23T17:06:43+02:00,,363,Anesaki Dynamic,anesaki-dynamic,PBL 60,60,895845,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49829,https://images.tcggo.com/tcggo/storage/38185/skarmory-60-pitch-black.png,https://www.tcggo.com/external/cm/49829,https://www.tcggo.com/external/tcgplayer/49829,Skarmory,Skarmory 60,0.03,0.03,4822,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.19,Common,skarmory,,https://www.tcggo.com/pokemon/pitch-black/skarmory-25,PBL-60,704817,singles
2026-08-23T17:06:43+02:00,,397,Kurata So,kurata-so,PBL 61,61,895846,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49830,https://images.tcggo.com/tcggo/storage/38186/shieldon-61-pitch-black.png,https://www.tcggo.com/external/cm/49830,https://www.tcggo.com/external/tcgplayer/49830,Shieldon,Shieldon 61,0.05,0.04,4025,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.18,Common,shieldon,,https://www.tcggo.com/pokemon/pitch-black/shieldon-5,PBL-61,704818,singles
2026-08-23T17:06:43+02:00,,552,Kinu Nishimura,kinu-nishimura,PBL 62,62,895847,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49831,https://images.tcggo.com/tcggo/storage/38187/bastiodon-62-pitch-black.png,https://www.tcggo.com/external/cm/49831,https://www.tcggo.com/external/tcgplayer/49831,Bastiodon,Bastiodon 62,0.19,0.13,2409,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.31,rare,bastiodon,,https://www.tcggo.com/pokemon/pitch-black/bastiodon-7,PBL-62,704819,singles
2026-08-23T17:06:43+02:00,,370,Saboteri,saboteri,PBL 63,63,895848,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49832,https://images.tcggo.com/tcggo/storage/38188/bronzor-63-pitch-black.png,https://www.tcggo.com/external/cm/49832,https://www.tcggo.com/external/tcgplayer/49832,Bronzor,Bronzor 63,0.03,0.03,4338,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.18,Common,bronzor,,https://www.tcggo.com/pokemon/pitch-black/bronzor-23,PBL-63,704820,singles
2026-08-23T17:06:43+02:00,,428,Uta,uta,PBL 64,64,895849,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49833,https://images.tcggo.com/tcggo/storage/38189/bronzong-64-pitch-black.png,https://www.tcggo.com/external/cm/49833,https://www.tcggo.com/external/tcgplayer/49833,Bronzong,Bronzong 64,0.03,0.03,4835,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.18,Uncommon,bronzong,,https://www.tcggo.com/pokemon/pitch-black/bronzong-28,PBL-64,704821,singles
2026-08-23T17:06:43+02:00,,1192,Keisuke Azuma,keisuke-azuma,PBL 65,65,895785,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49834,https://images.tcggo.com/tcggo/storage/38190/mega-excadrill-ex-65-pitch-black.png,https://www.tcggo.com/external/cm/49834,https://www.tcggo.com/external/tcgplayer/49834,Mega Excadrill ex,Mega Excadrill ex 65,1.04,0.96,962,EUR,[],0.4,0.4,0.4,0.49,0.49,0.4,0.4,0.4,0.95,0.95,,,,,,,,,,,,EUR,0.83,Double Rare,mega-excadrill-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-excadrill-ex,PBL-65,704822,singles
2026-08-23T17:06:43+02:00,,828,Koji Nakata,koji-nakata,PBL 66,66,895850,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49835,https://images.tcggo.com/tcggo/storage/38191/pikipek-66-pitch-black.png,https://www.tcggo.com/external/cm/49835,https://www.tcggo.com/external/tcgplayer/49835,Pikipek,Pikipek 66,0.05,0.05,4298,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.19,Common,pikipek,,https://www.tcggo.com/pokemon/pitch-black/pikipek-4,PBL-66,704823,singles
