captured_at,sort_price_field,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-17T14:43:18+02:00,lowest_near_mint,,380,5ban Graphics,5ban-graphics,PBL 96,96,895881,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49865,https://images.tcggo.com/tcggo/storage/38221/lurantis-ex-96-pitch-black.png,https://www.tcggo.com/external/cm/49865,https://www.tcggo.com/external/tcgplayer/49865,Lurantis ex,Lurantis ex 96,3.15,2.87,354,EUR,[],1.45,1.49,1.49,1.8,1.8,1.45,3.99,3.99,1,1,,,,,,,,EUR,2.76,Ultra Rare,lurantis-ex,,https://www.tcggo.com/pokemon/pitch-black/lurantis-ex-1,PBL-96,704853,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,386,Jerky,jerky,PBL 92,92,895876,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49861,https://images.tcggo.com/tcggo/storage/38217/thievul-92-pitch-black.png,https://www.tcggo.com/external/cm/49861,https://www.tcggo.com/external/tcgplayer/49861,Thievul,Thievul 92,2.29,1.95,912,EUR,[],1.2,0.99,0.99,1,1,1.2,1.8,1.8,0.95,0.95,,,,,,,,EUR,1.76,Illustration Rare,thievul,,https://www.tcggo.com/pokemon/pitch-black/thievul-8,PBL-92,704849,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,464,inose yukie,inose-yukie,PBL 113,113,895898,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49882,https://images.tcggo.com/tcggo/storage/38238/tremendous-bomb-113-pitch-black.png,https://www.tcggo.com/external/cm/49882,https://www.tcggo.com/external/tcgplayer/49882,Tremendous Bomb,Tremendous Bomb 113,1.45,1.39,407,EUR,[],0.69,0.5,0.5,1.5,1.5,0.69,1.3,1.3,0.9,0.9,,,,,,,,EUR,1.44,Ultra Rare,tremendous-bomb,,https://www.tcggo.com/pokemon/pitch-black/tremendous-bomb-1,PBL-113,704870,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,461,Studio Bora Inc.,studio-bora-inc,PBL 110,110,895895,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49879,https://images.tcggo.com/tcggo/storage/38235/iron-defender-110-pitch-black.png,https://www.tcggo.com/external/cm/49879,https://www.tcggo.com/external/tcgplayer/49879,Iron Defender,Iron Defender 110,1.55,1.42,388,EUR,[],0.6,0.5,0.9,1.24,1.24,0.6,1.35,1.35,0.99,0.99,,,,,,,,EUR,1,Ultra Rare,iron-defender,,https://www.tcggo.com/pokemon/pitch-black/iron-defender-1,PBL-110,704867,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,1192,Keisuke Azuma,keisuke-azuma,PBL 65,65,895785,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49834,https://images.tcggo.com/tcggo/storage/38190/mega-excadrill-ex-65-pitch-black.png,https://www.tcggo.com/external/cm/49834,https://www.tcggo.com/external/tcgplayer/49834,Mega Excadrill ex,Mega Excadrill ex 65,1.11,1.04,901,EUR,[],0.49,0.4,0.4,0.99,0.99,0.49,0.4,0.4,0.5,0.5,,,,,,,,EUR,0.97,Double Rare,mega-excadrill-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-excadrill-ex,PBL-65,704822,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,380,5ban Graphics,5ban-graphics,PBL 48,48,895788,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49817,https://images.tcggo.com/tcggo/storage/38173/mega-darkrai-ex-48-pitch-black.png,https://www.tcggo.com/external/cm/49817,https://www.tcggo.com/external/tcgplayer/49817,Mega Darkrai ex,Mega Darkrai ex 48,1.18,1.09,1111,EUR,[],0.43,0.5,0.5,1.2,1.2,0.43,0.4,0.4,0.39,0.39,,,,,,,,EUR,0.84,Double Rare,mega-darkrai-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-darkrai-ex,PBL-48,704805,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,380,5ban Graphics,5ban-graphics,PBL 4,4,895792,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49773,https://images.tcggo.com/tcggo/storage/38129/lurantis-ex-4-pitch-black.png,https://www.tcggo.com/external/cm/49773,https://www.tcggo.com/external/tcgplayer/49773,Lurantis ex,Lurantis ex 4,0.43,0.4,1222,EUR,[],0.1,0.06,0.06,0.5,0.5,0.1,0.4,0.4,0.02,0.02,,,,,,,,EUR,0.5,Double Rare,lurantis-ex,,https://www.tcggo.com/pokemon/pitch-black/lurantis-ex,PBL-4,704761,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,380,5ban Graphics,5ban-graphics,PBL 8,8,895796,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49777,https://images.tcggo.com/tcggo/storage/38133/mega-delphox-ex-8-pitch-black.png,https://www.tcggo.com/external/cm/49777,https://www.tcggo.com/external/tcgplayer/49777,Mega Delphox ex,Mega Delphox ex 8,0.69,0.57,1054,EUR,[],0.1,0.15,0.25,0.2,0.2,0.1,0.5,0.5,0.09,0.09,,,,,,,,EUR,0.68,Double Rare,mega-delphox-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-delphox-ex,PBL-8,704765,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,380,5ban Graphics,5ban-graphics,PBL 27,27,895787,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49796,https://images.tcggo.com/tcggo/storage/38152/mega-zeraora-ex-27-pitch-black.png,https://www.tcggo.com/external/cm/49796,https://www.tcggo.com/external/tcgplayer/49796,Mega Zeraora ex,Mega Zeraora ex 27,0.78,0.64,1166,EUR,[],0.1,0.3,0.3,0.48,0.48,0.1,0.4,0.4,0.17,0.17,,,,,,,,EUR,0.59,Double Rare,mega-zeraora-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-zeraora-ex,PBL-27,704784,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,380,5ban Graphics,5ban-graphics,PBL 31,31,895818,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49800,https://images.tcggo.com/tcggo/storage/38156/mega-slowbro-ex-31-pitch-black.png,https://www.tcggo.com/external/cm/49800,https://www.tcggo.com/external/tcgplayer/49800,Mega Slowbro ex,Mega Slowbro ex 31,0.69,0.6,1328,EUR,[],0.1,0.1,0.1,0.18,0.18,0.1,0.33,0.33,0.08,0.08,,,,,,,,EUR,0.69,Double Rare,mega-slowbro-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-slowbro-ex,PBL-31,704788,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,462,hncl,hncl,PBL 45,45,895831,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49814,https://images.tcggo.com/tcggo/storage/38170/rampardos-ex-45-pitch-black.png,https://www.tcggo.com/external/cm/49814,https://www.tcggo.com/external/tcgplayer/49814,Rampardos ex,Rampardos ex 45,0.65,0.55,991,EUR,[],0.1,0.04,0.04,0.19,0.19,0.1,0.18,0.18,0.05,0.05,,,,,,,,EUR,0.55,Double Rare,rampardos-ex,,https://www.tcggo.com/pokemon/pitch-black/rampardos-ex,PBL-45,704802,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,371,aky CG Works,aky-cg-works,PBL 55,55,895840,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49824,https://images.tcggo.com/tcggo/storage/38180/morpeko-ex-55-pitch-black.png,https://www.tcggo.com/external/cm/49824,https://www.tcggo.com/external/tcgplayer/49824,Morpeko ex,Morpeko ex 55,0.5,0.45,1288,EUR,[],0.09,0.1,0.1,,,0.1,0.15,0.15,0.03,0.03,,,,,,,,EUR,0.51,Double Rare,morpeko-ex,,https://www.tcggo.com/pokemon/pitch-black/morpeko-ex,PBL-55,704812,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,380,5ban Graphics,5ban-graphics,PBL 16,16,895804,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49785,https://images.tcggo.com/tcggo/storage/38141/wailord-ex-16-pitch-black.png,https://www.tcggo.com/external/cm/49785,https://www.tcggo.com/external/tcgplayer/49785,Wailord ex,Wailord ex 16,0.65,0.53,1146,EUR,[],0.05,0.03,0.03,0.1,0.1,0.05,0.05,0.05,0.07,0.07,,,,,,,,EUR,0.56,Double Rare,wailord-ex,,https://www.tcggo.com/pokemon/pitch-black/wailord-ex,PBL-16,704773,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,828,Koji Nakata,koji-nakata,PBL 66,66,895850,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49835,https://images.tcggo.com/tcggo/storage/38191/pikipek-66-pitch-black.png,https://www.tcggo.com/external/cm/49835,https://www.tcggo.com/external/tcgplayer/49835,Pikipek,Pikipek 66,0.05,0.05,4298,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,Common,pikipek,,https://www.tcggo.com/pokemon/pitch-black/pikipek-4,PBL-66,704823,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,449,miki kudo,miki-kudo,PBL 67,67,895851,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49836,https://images.tcggo.com/tcggo/storage/38192/trumbeak-67-pitch-black.png,https://www.tcggo.com/external/cm/49836,https://www.tcggo.com/external/tcgplayer/49836,Trumbeak,Trumbeak 67,0.06,0.05,3342,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.18,Common,trumbeak,,https://www.tcggo.com/pokemon/pitch-black/trumbeak-3,PBL-67,704824,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,458,Toyste Beach,toyste-beach,PBL 75,75,895859,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49844,https://images.tcggo.com/tcggo/storage/38200/dark-bell-75-pitch-black.png,https://www.tcggo.com/external/cm/49844,https://www.tcggo.com/external/tcgplayer/49844,Dark Bell,Dark Bell 75,0.1,0.09,3411,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,Uncommon,dark-bell,,https://www.tcggo.com/pokemon/pitch-black/dark-bell,PBL-75,704832,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,826,Akino Fukuji,akino-fukuji,PBL 1,1,895789,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49770,https://images.tcggo.com/tcggo/storage/38126/tropius-1-pitch-black.png,https://www.tcggo.com/external/cm/49770,https://www.tcggo.com/external/tcgplayer/49770,Tropius,Tropius 1,0.03,0.03,4354,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.17,Common,tropius,,https://www.tcggo.com/pokemon/pitch-black/tropius-20,PBL-1,704758,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,416,Mina Nakai,mina-nakai,PBL 2,2,895790,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49771,https://images.tcggo.com/tcggo/storage/38127/grubbin-2-pitch-black.png,https://www.tcggo.com/external/cm/49771,https://www.tcggo.com/external/tcgplayer/49771,Grubbin,Grubbin 2,0.03,0.02,5946,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.14,Common,grubbin,,https://www.tcggo.com/pokemon/pitch-black/grubbin-8,PBL-2,704759,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,415,nisimono,nisimono,PBL 3,3,895791,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49772,https://images.tcggo.com/tcggo/storage/38128/fomantis-3-pitch-black.png,https://www.tcggo.com/external/cm/49772,https://www.tcggo.com/external/tcgplayer/49772,Fomantis,Fomantis 3,0.04,0.04,4257,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.2,Common,fomantis,,https://www.tcggo.com/pokemon/pitch-black/fomantis-4,PBL-3,704760,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,424,Mousho,mousho,PBL 5,5,895793,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49774,https://images.tcggo.com/tcggo/storage/38130/poltchageist-5-pitch-black.png,https://www.tcggo.com/external/cm/49774,https://www.tcggo.com/external/tcgplayer/49774,Poltchageist,Poltchageist 5,0.07,0.05,5241,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.19,Common,poltchageist,,https://www.tcggo.com/pokemon/pitch-black/poltchageist-2,PBL-5,704762,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,423,mingo,mingo,PBL 6,6,895794,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49775,https://images.tcggo.com/tcggo/storage/38131/sinistcha-6-pitch-black.png,https://www.tcggo.com/external/cm/49775,https://www.tcggo.com/external/tcgplayer/49775,Sinistcha,Sinistcha 6,0.09,0.06,5045,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.19,Uncommon,sinistcha,,https://www.tcggo.com/pokemon/pitch-black/sinistcha-1,PBL-6,704763,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,436,Takeshi Nakamura,takeshi-nakamura,PBL 7,7,895795,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49776,https://images.tcggo.com/tcggo/storage/38132/heatran-7-pitch-black.png,https://www.tcggo.com/external/cm/49776,https://www.tcggo.com/external/tcgplayer/49776,Heatran,Heatran 7,0.03,0.03,3892,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.17,Uncommon,heatran,,https://www.tcggo.com/pokemon/pitch-black/heatran-19,PBL-7,704764,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,491,Yuya Oka,yuya-oka,PBL 9,9,895797,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49778,https://images.tcggo.com/tcggo/storage/38134/sizzlipede-9-pitch-black.png,https://www.tcggo.com/external/cm/49778,https://www.tcggo.com/external/tcgplayer/49778,Sizzlipede,Sizzlipede 9,0.03,0.02,5680,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.11,Common,sizzlipede,,https://www.tcggo.com/pokemon/pitch-black/sizzlipede-10,PBL-9,704766,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,378,Kouki Saitou,kouki-saitou,PBL 10,10,895798,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49779,https://images.tcggo.com/tcggo/storage/38135/centiskorch-10-pitch-black.png,https://www.tcggo.com/external/cm/49779,https://www.tcggo.com/external/tcgplayer/49779,Centiskorch,Centiskorch 10,0.03,0.03,4435,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,centiskorch,,https://www.tcggo.com/pokemon/pitch-black/centiskorch-8,PBL-10,704767,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,518,Ryuta Fuse,ryuta-fuse,PBL 11,11,895799,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49780,https://images.tcggo.com/tcggo/storage/38136/charcadet-11-pitch-black.png,https://www.tcggo.com/external/cm/49780,https://www.tcggo.com/external/tcgplayer/49780,Charcadet,Charcadet 11,0.03,0.03,4326,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.17,Common,charcadet,,https://www.tcggo.com/pokemon/pitch-black/charcadet-13,PBL-11,704768,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,535,Jiro Sasumo,jiro-sasumo,PBL 12,12,895800,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49781,https://images.tcggo.com/tcggo/storage/38137/armarouge-12-pitch-black.png,https://www.tcggo.com/external/cm/49781,https://www.tcggo.com/external/tcgplayer/49781,Armarouge,Armarouge 12,0.06,0.05,2845,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.23,rare,armarouge,,https://www.tcggo.com/pokemon/pitch-black/armarouge-3,PBL-12,704769,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,440,Shibuzoh.,shibuzoh,PBL 13,13,895801,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49782,https://images.tcggo.com/tcggo/storage/38138/goldeen-13-pitch-black.png,https://www.tcggo.com/external/cm/49782,https://www.tcggo.com/external/tcgplayer/49782,Goldeen,Goldeen 13,0.03,0.03,5446,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.11,Common,goldeen,,https://www.tcggo.com/pokemon/pitch-black/goldeen-15,PBL-13,704770,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,374,OKUBO,okubo,PBL 14,14,895802,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49783,https://images.tcggo.com/tcggo/storage/38139/seaking-14-pitch-black.png,https://www.tcggo.com/external/cm/49783,https://www.tcggo.com/external/tcgplayer/49783,Seaking,Seaking 14,0.03,0.03,5256,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.16,Uncommon,seaking,,https://www.tcggo.com/pokemon/pitch-black/seaking-14,PBL-14,704771,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,427,Asako Ito,asako-ito,PBL 15,15,895803,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49784,https://images.tcggo.com/tcggo/storage/38140/wailmer-15-pitch-black.png,https://www.tcggo.com/external/cm/49784,https://www.tcggo.com/external/tcgplayer/49784,Wailmer,Wailmer 15,0.05,0.04,3700,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.22,Common,wailmer,,https://www.tcggo.com/pokemon/pitch-black/wailmer-14,PBL-15,704772,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,362,Naoyo Kimura,naoyo-kimura,PBL 17,17,895805,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49786,https://images.tcggo.com/tcggo/storage/38142/relicanth-17-pitch-black.png,https://www.tcggo.com/external/cm/49786,https://www.tcggo.com/external/tcgplayer/49786,Relicanth,Relicanth 17,0.04,0.04,4978,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.18,Uncommon,relicanth,,https://www.tcggo.com/pokemon/pitch-black/relicanth-13,PBL-17,704774,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,368,Oswaldo KATO,oswaldo-kato,PBL 18,18,895806,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49787,https://images.tcggo.com/tcggo/storage/38143/popplio-18-pitch-black.png,https://www.tcggo.com/external/cm/49787,https://www.tcggo.com/external/tcgplayer/49787,Popplio,Popplio 18,0.03,0.03,5418,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.16,Common,popplio,,https://www.tcggo.com/pokemon/pitch-black/popplio-6,PBL-18,704775,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,376,MINAMINAMI Take,minaminami-take,PBL 19,19,895807,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49788,https://images.tcggo.com/tcggo/storage/38144/brionne-19-pitch-black.png,https://www.tcggo.com/external/cm/49788,https://www.tcggo.com/external/tcgplayer/49788,Brionne,Brionne 19,0.03,0.03,4203,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,brionne,,https://www.tcggo.com/pokemon/pitch-black/brionne-2,PBL-19,704776,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,398,Taira Akitsu,taira-akitsu,PBL 20,20,895808,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49789,https://images.tcggo.com/tcggo/storage/38145/primarina-20-pitch-black.png,https://www.tcggo.com/external/cm/49789,https://www.tcggo.com/external/tcgplayer/49789,Primarina,Primarina 20,0.09,0.08,2692,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.2,rare,primarina,,https://www.tcggo.com/pokemon/pitch-black/primarina-2,PBL-20,704777,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,425,Yukiko Baba,yukiko-baba,PBL 21,21,895809,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49790,https://images.tcggo.com/tcggo/storage/38146/finizen-21-pitch-black.png,https://www.tcggo.com/external/cm/49790,https://www.tcggo.com/external/tcgplayer/49790,Finizen,Finizen 21,0.03,0.03,3964,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.17,Common,finizen,,https://www.tcggo.com/pokemon/pitch-black/finizen-4,PBL-21,704778,singles
