captured_at,expansion_id,expansion_name,expansion_slug,expansion_released_at,card_id,card_name,card_number,rarity,cardmarket_price_eur,price_field,currency,cardmarket_url,image_url
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49838,Type: Null,69,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49838,https://images.tcggo.com/tcggo/storage/38194/type-null-69-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49839,Silvally,70,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49839,https://images.tcggo.com/tcggo/storage/38195/silvally-70-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49840,Bombirdier,71,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49840,https://images.tcggo.com/tcggo/storage/38196/bombirdier-71-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49841,Antique Armor Fossil,72,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49841,https://images.tcggo.com/tcggo/storage/38197/antique-armor-fossil-72-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49842,Antique Skull Fossil,73,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49842,https://images.tcggo.com/tcggo/storage/38198/antique-skull-fossil-73-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49843,Backtrack Badge,74,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49843,https://images.tcggo.com/tcggo/storage/38199/backtrack-badge-74-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49845,Fossil Quarry,76,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49845,https://images.tcggo.com/tcggo/storage/38201/fossil-quarry-76-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49846,Gladion's Final Battle,77,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49846,https://images.tcggo.com/tcggo/storage/38202/gladions-final-battle-77-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49847,Gwynn,78,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49847,https://images.tcggo.com/tcggo/storage/38203/gwynn-78-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49848,Jett,79,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49848,https://images.tcggo.com/tcggo/storage/38204/jett-79-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49849,Misty's Vitality,80,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49849,https://images.tcggo.com/tcggo/storage/38205/mistys-vitality-80-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49850,Rust Syndicate Grunt,81,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49850,https://images.tcggo.com/tcggo/storage/38206/rust-syndicate-grunt-81-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49851,Tremendous Bomb,82,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49851,https://images.tcggo.com/tcggo/storage/38207/tremendous-bomb-82-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49852,Shadowy [D] Energy,83,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49852,https://images.tcggo.com/tcggo/storage/38208/shadowy-d-energy-83-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49853,Voltaic [L] Energy,84,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49853,https://images.tcggo.com/tcggo/storage/38209/voltaic-l-energy-84-pitch-black.png
